A,B,C,D,E,F,G,H,I,J,K,L
0.097531535,-6.284742,-3.497293,-1.3719047,2.613999,1.512831,7.8250794,0.19992357,0.16269922,0.043137107,0.033899438,-0.818436
0.10079139,-6.3940315,-3.53983,-1.3914994,2.7165282,1.5555583,8.09378,0.13735408,-0.6281364,0.044580676,0.035832994,-0.8266123
0.10436875,-6.446735,-3.5893455,-1.4028882,2.8026674,1.6073487,8.353393,0.09376995,-1.5852467,0.04607577,0.037807897,-0.83145213
0.10793054,-6.5117216,-3.6299322,-1.4124675,2.8964162,1.6451612,8.591212,0.037632212,-2.5239437,0.04755971,0.039804466,-0.83667487
0.11185287,-6.574702,-3.6655848,-1.4177773,2.9640372,1.6977749,8.831086,-0.010643642,-3.1787317,0.04907095,0.0416805,-0.84029317
0.11506542,-6.6288605,-3.6953256,-1.4142736,3.060719,1.7458179,9.029601,-0.047563307,-3.7533329,0.050521906,0.043641984,-0.8430253
0.11764024,-6.6769834,-3.720718,-1.4136561,3.1498237,1.7994981,9.190572,-0.09258632,-4.505605,0.051998183,0.04560584,-0.8381813
0.1211569,-6.7044277,-3.7433994,-1.4169697,3.2291586,1.8431681,9.391155,-0.12030266,-5.1963086,0.053504795,0.04750991,-0.83918875
0.12317614,-6.737291,-3.762798,-1.410264,3.3062143,1.8815817,9.557506,-0.15803593,-6.0239153,0.05493838,0.049426418,-0.83782
0.12543654,-6.771202,-3.776498,-1.4010384,3.3800004,1.9191449,9.703016,-0.20105106,-6.3298063,0.056390543,0.05136824,-0.8328083
0.12783164,-6.7945294,-3.7820957,-1.3990661,3.445772,1.9533985,9.801181,-0.2479226,-7.247081,0.057836287,0.05330885,-0.8233756
0.13071017,-6.7847548,-3.7846224,-1.391433,3.497435,1.9907839,9.946623,-0.26162913,-7.5546637,0.059328165,0.055295713,-0.82415104
0.13205194,-6.780504,-3.780705,-1.386376,3.5657573,2.0291219,10.07569,-0.29037946,-8.0416565,0.0608308,0.057193663,-0.81653017
0.13361245,-6.7863693,-3.7798464,-1.3728607,3.630753,2.059534,10.203458,-0.33459845,-8.363165,0.0621856,0.059072275,-0.80786866
0.13634066,-6.763985,-3.7693694,-1.3509364,3.6980534,2.0832741,10.287943,-0.37190574,-8.5725,0.06366664,0.060971327,-0.8037066
0.13829564,-6.7567263,-3.756039,-1.3312519,3.7273815,2.1111987,10.3942795,-0.38239142,-8.744081,0.06513636,0.06286658,-0.7872256
0.14039235,-6.7278986,-3.7423394,-1.314293,3.783001,2.138431,10.47698,-0.40221557,-9.480668,0.06650781,0.06475922,-0.7771103
0.14201875,-6.6894484,-3.7281067,-1.2925942,3.8302414,2.1556427,10.445471,-0.43289185,-9.8986635,0.0679497,0.066572234,-0.7653091
0.14423509,-6.6589117,-3.70991,-1.2750176,3.857144,2.1783803,10.45259,-0.42732596,-10.298816,0.06930816,0.06853962,-0.75142264
0.1441354,-6.630882,-3.6867027,-1.2522705,3.9005468,2.2026958,10.518227,-0.4526847,-10.6039505,0.07079446,0.0703035,-0.7422427
0.14534925,-6.5746474,-3.663919,-1.2331742,3.9389734,2.222697,10.572112,-0.48215812,-10.742089,0.07208523,0.07210345,-0.7283719
