A,B,C,D,E,F,G,H,I,J,K,L
0.11075211,0.22175875,0.10759913,0.17376663,0.1840397,0.087787464,0.29919073,0.11530991,0.7825858,0.14050582,0.16232772,0.08699112
0.108696654,0.20113263,0.10229842,0.18746008,0.19206868,0.08375634,0.32408053,0.135581,-0.24920699,0.14048126,0.16234803,0.0894813
0.10804704,0.16725667,0.09477503,0.1738087,0.1831093,0.08375635,0.412174,0.124174446,0.59997964,0.14053865,0.16237268,0.08484539
0.111756966,0.17941825,0.09327489,0.17524047,0.17930804,0.08643299,0.3585034,0.119490184,-0.16700019,0.14050159,0.16236825,0.08853169
0.11538263,0.17853428,0.09335816,0.17269462,0.15893477,0.088462934,0.32491726,0.12984599,-0.15743543,0.140633,0.16237178,0.09121064
0.11197861,0.19218962,0.097201906,0.18311968,0.17474817,0.08883249,0.34853777,0.117023,0.86410314,0.14048272,0.1623307,0.09267864
0.11436851,0.19459294,0.09010195,0.18111046,0.19936626,0.08883249,0.31925863,0.11681247,1.0157212,0.14044109,0.16230944,0.09190031
0.10770582,0.17465566,0.08627998,0.1755085,0.18114182,0.09581218,0.35457724,0.07500022,0.011742115,0.14045577,0.16227275,0.09191324
0.11193424,0.18860756,0.09314847,0.18318635,0.18953702,0.09390863,0.33760607,0.090836175,0.6256311,0.14041622,0.1622955,0.093137234
0.107892804,0.17762381,0.09988555,0.16919325,0.1841097,0.092911534,0.32796365,0.093265876,0.1307493,0.14049104,0.1622485,0.09034548
0.11179189,0.19731039,0.105950825,0.17054497,0.18133052,0.092911534,0.33052933,0.099089436,-0.012280166,0.14041005,0.16224083,0.0877443
0.11166888,0.21431485,0.116384685,0.17803438,0.19012393,0.09200508,0.31454867,0.10609893,-0.29404962,0.14043063,0.16226678,0.08895302
0.10666496,0.20745501,0.12082954,0.1720716,0.18141219,0.09781335,0.24412261,0.09725715,0.8095757,0.1405008,0.1622441,0.089945085
0.11123527,0.24913546,0.123357706,0.17799531,0.1965087,0.09454315,0.26255497,0.09910849,0.7932798,0.14050156,0.16217542,0.09009059
0.11169919,0.23520342,0.117257714,0.1772321,0.16663733,0.092911534,0.29405943,0.103700496,1.2401379,0.1403234,0.16221184,0.094051465
