A,B,C,D,E,F,G,H,I,J,K,L
0.07519503,-3.4428647,-1.9075161,-1.0756034,0.23593974,0.02181507,0.731831,0.08164136,0.35211056,0.041731603,0.032343768,-0.5953893
0.078922376,-3.555355,-1.9621747,-1.1361662,0.21909198,0.01979792,0.77002996,0.10330373,0.33350027,0.043592818,0.034805592,-0.6332701
0.07433078,-3.6358356,-2.0091074,-1.2067055,0.26486754,0.022112668,0.81013626,0.09331074,0.6342173,0.045499917,0.037286922,-0.66849947
0.07588937,-3.722341,-2.0510952,-1.2711476,0.2734617,0.021371976,0.85159504,0.09208308,0.31465238,0.047479577,0.03974598,-0.70434517
0.07752176,-3.780509,-2.0919187,-1.3295203,0.26760638,0.018264,0.9476145,0.090042055,0.03258133,0.04939256,0.04232845,-0.7378965
0.0774292,-3.8606257,-2.1309123,-1.3844441,0.28751984,0.020708019,0.97527057,0.09520923,0.1935113,0.051387627,0.044849142,-0.76597685
0.07634921,-3.926942,-2.1663377,-1.4413605,0.31721485,0.032247335,1.0447714,0.09130651,0.21110635,0.053345677,0.04754223,-0.79774624
0.07012214,-3.9738524,-2.1970768,-1.4933659,0.31466457,0.03179436,1.0611057,0.09893454,0.32080042,0.055371486,0.050265484,-0.82682425
0.06775113,-4.012981,-2.2257252,-1.5432566,0.32623407,0.029401883,1.0928669,0.10107567,0.8181604,0.05748268,0.05297012,-0.85638577
0.06993105,-4.082206,-2.2533276,-1.595097,0.36108637,0.029614408,1.1416746,0.09219144,0.4053437,0.05957528,0.055700243,-0.88516665
0.069707885,-4.11717,-2.2766907,-1.6442271,0.33010444,0.026274052,1.1669161,0.08922607,0.35743093,0.06166069,0.058423933,-0.91716284
0.07073106,-4.15097,-2.2982302,-1.7020129,0.34638816,0.02881678,1.1576191,0.08873492,0.31886977,0.063750185,0.061153244,-0.94410926
0.06993888,-4.192779,-2.3179927,-1.7471323,0.32370383,0.029401742,1.1551099,0.09313712,0.28648806,0.06585117,0.0639317,-0.9670733
0.05524455,-4.223918,-2.3269954,-1.7853583,0.3414186,0.026919086,1.1870716,0.09421814,0.5193099,0.06802751,0.06677578,-0.99043554
0.057654787,-4.211811,-2.3411722,-1.8239039,0.3247093,0.024444131,1.2196021,0.08568445,0.20386234,0.07013148,0.06960846,-1.007064
0.059276678,-4.251006,-2.3522627,-1.8534404,0.3614372,0.020972043,1.2293584,0.09415329,0.24600866,0.07234418,0.0725001,-1.0267125
0.060979612,-4.2587504,-2.362032,-1.888229,0.34568894,0.031253982,1.251506,0.08081308,0.4891526,0.07453603,0.07534965,-1.0461776
0.061441254,-4.2845144,-2.3640637,-1.9193974,0.34610793,0.025148707,1.2728248,0.0881379,0.4550254,0.07670446,0.0781705,-1.0645287
0.061978787,-4.27964,-2.3645754,-1.9509231,0.35521516,0.021874264,1.3153113,0.086510345,0.28830007,0.078836426,0.08088772,-1.083564
0.062267326,-4.2743263,-2.3668532,-1.981599,0.36956725,0.019586734,1.3429683,0.08420769,0.16433573,0.08088966,0.083697446,-1.0938672
0.061785422,-4.2714434,-2.3671901,-1.9981349,0.400329,0.014737575,1.3675475,0.09277089,0.44519728,0.08301864,0.08657217,-1.1061211
0.061603986,-4.2766924,-2.3657815,-2.0154257,0.39133808,0.014332399,1.4061532,0.09414822,0.39617082,0.085235074,0.08943554,-1.1210423
0.045979902,-4.266818,-2.360058,-2.0400438,0.38959533,0.011826876,1.425218,0.09294641,0.098686695,0.08743496,0.09225874,-1.1342438
0.04785793,-4.250768,-2.3523629,-2.0672712,0.39262664,0.0060418546,1.4444526,0.09896121,0.22517294,0.08953732,0.09499995,-1.1450828
0.029815009,-4.227611,-2.3427062,-2.0803664,0.3978142,-0.0017224951,1.4186019,0.10185362,0.504314,0.09158889,0.097846895,-1.1530302
0.03610666,-4.20363,-2.329538,-2.0915074,0.39371338,-0.0038122586,1.4456955,0.09762961,0.55690074,0.09374168,0.10058393,-1.160834
0.037281405,-4.185336,-2.3203704,-2.1057956,0.4294319,-0.006715484,1.4963654,0.1193669,0.37233981,0.0958318,0.10334903,-1.1663305
0.040372267,-4.162488,-2.3052032,-2.1100104,0.39844462,-0.0103721265,1.5143706,0.1275388,0.6227462,0.0979387,0.10610609,-1.1749512
0.042136937,-4.1268888,-2.288785,-2.1160522,0.44332838,-0.012649767,1.5319252,0.11830647,0.5045113,0.099996746,0.10877636,-1.1795161
0.042539977,-4.101336,-2.2684944,-2.130271,0.43297237,-0.015102244,1.5697025,0.0978843,0.5729222,0.10203436,0.11148677,-1.184295
0.043707997,-4.05237,-2.2515376,-2.1398685,0.39611238,-0.015474779,1.5823221,0.111598305,0.64866936,0.10403055,0.11409247,-1.1854637
0.04548037,-4.025086,-2.2328072,-2.1425257,0.4318771,-0.0054725017,1.5841851,0.11903413,0.5607284,0.10605027,0.11673105,-1.1890476
0.055864245,-3.9897516,-2.210968,-2.1449828,0.44621584,-0.008582336,1.6069415,0.09223817,0.6148467,0.107997455,0.11934587,-1.1913441
0.05173056,-3.9447238,-2.1849775,-2.1452186,0.4409478,-0.011553471,1.6055394,0.10186587,0.65513957,0.10997963,0.12189874,-1.1915691
0.049643364,-3.896409,-2.157616,-2.1422472,0.436943,-0.014267907,1.6141312,0.12810947,0.54568905,0.11190017,0.12437933,-1.1887878
0.046625048,-3.846289,-2.1327841,-2.132943,0.4501449,-0.01726257,1.6130922,0.12638094,0.5289348,0.11368678,0.12687464,-1.1853851
0.045995474,-3.790408,-2.1076336,-2.124119,0.47610804,-0.020101324,1.6061398,0.12733422,0.73324084,0.115642846,0.1294015,-1.1836263
0.0445624,-3.7488112,-2.0813317,-2.123359,0.45438534,-0.025604835,1.6077272,0.12992434,0.72442156,0.117481664,0.1318616,-1.1760929
0.045097165,-3.6946557,-2.0454714,-2.1093595,0.43315524,-0.028306037,1.6420705,0.14114556,0.54619586,0.11933565,0.13427407,-1.172487
0.024150396,-3.6295338,-2.0173154,-2.1010928,0.43643457,-0.0318787,1.6679882,0.14013532,0.77843034,0.12120906,0.13673715,-1.1670569
0.023492465,-3.5806518,-1.9855132,-2.08618,0.45071775,-0.03691166,1.6234123,0.12840435,0.61703604,0.12300895,0.13905679,-1.160368
0.027225813,-3.5185394,-1.9524684,-2.0709972,0.4867439,-0.04294265,1.6267834,0.12096428,0.562976,0.124754086,0.14133678,-1.154806
0.030807218,-3.4553807,-1.9209546,-2.0613654,0.45287123,-0.050263967,1.5827106,0.12453792,0.51541376,0.12642878,0.14355038,-1.1477973
0.032635383,-3.3716471,-1.8840021,-2.043949,0.4736672,-0.052086595,1.5789205,0.10715005,0.47628492,0.12811151,0.14577591,-1.1374259
0.034706064,-3.3228943,-1.8459092,-2.0242546,0.4317476,-0.05456242,1.5720074,0.097109765,0.2899677,0.12978604,0.14797345,-1.1280456
0.037568413,-3.241989,-1.8068503,-2.0058143,0.46094817,-0.058044642,1.5985196,0.09469446,0.57197386,0.13140018,0.15015613,-1.1175817
0.040079765,-3.1951246,-1.7774476,-1.9844465,0.45242,-0.060708147,1.5889236,0.09822765,0.52017725,0.13297929,0.15230191,-1.1035742
0.03945323,-3.1178873,-1.7417227,-1.9644747,0.46822643,-0.067796975,1.5766928,0.11788498,0.2347107,0.13456154,0.15436137,-1.0901638
0.041618392,-3.0633993,-1.7002546,-1.9327563,0.4858193,-0.072211474,1.5602977,0.13321263,0.22515023,0.13611282,0.15652932,-1.0757939
0.03682717,-2.9938107,-1.6585338,-1.9167619,0.4630165,-0.07120784,1.5556904,0.11797442,0.26123503,0.1377572,0.15845096,-1.0617298
0.038082287,-2.9106698,-1.621145,-1.8769435,0.4327999,-0.07856281,1.5317329,0.10574138,0.23555586,0.13909183,0.16037367,-1.047505
0.040178843,-2.8348687,-1.5803138,-1.8628242,0.48778865,-0.08314555,1.5075378,0.09931195,0.1939803,0.14055109,0.16226994,-1.0320694
0.044254296,-2.7706566,-1.5373187,-1.8175888,0.42395663,-0.086053245,1.4911848,0.09067,0.49325937,0.14202723,0.16401993,-1.0173506
0.04621958,-2.6824675,-1.496104,-1.7889825,0.4355,-0.09891821,1.4740728,0.10778232,0.53728664,0.14333023,0.16582832,-0.9986164
0.04760246,-2.6130855,-1.4565734,-1.7619635,0.4304983,-0.09933739,1.4214752,0.13284822,0.698616,0.14460015,0.16748822,-0.9809419
0.049232975,-2.538091,-1.4203268,-1.7259811,0.42756644,-0.10001527,1.4111089,0.12785952,1.101791,0.14585656,0.16916497,-0.9633678
0.049328312,-2.468503,-1.3824478,-1.6992809,0.42158714,-0.1036626,1.3935475,0.11115612,0.5835962,0.14706662,0.17071033,-0.9475196
0.05030572,-2.3933642,-1.340377,-1.6663306,0.4298989,-0.091711886,1.3924719,0.11758393,0.2925653,0.14821544,0.17233367,-0.9306116
0.05127543,-2.3236117,-1.297104,-1.6358533,0.4092726,-0.09280916,1.3631442,0.11034595,0.40978783,0.14939035,0.17391016,-0.91390276
0.053972587,-2.244308,-1.2453276,-1.606233,0.38268366,-0.09379681,1.3459219,0.11306308,0.3299592,0.15057914,0.17538719,-0.8950585
0.05469485,-2.1499875,-1.2035667,-1.5668222,0.40431106,-0.08707364,1.3386545,0.11253749,0.9090768,0.1516528,0.17676568,-0.87558985
0.055799972,-2.0798955,-1.1625488,-1.5308843,0.37609723,-0.08657778,1.3095088,0.109584354,0.5764971,0.15261212,0.17816252,-0.85659164
0.055780884,-1.991986,-1.1215062,-1.4958873,0.3661601,-0.08940611,1.2541281,0.11727169,0.6046367,0.15366729,0.17951259,-0.8343787
0.057499573,-1.9219273,-1.0802974,-1.4561708,0.4139946,-0.0853924,1.2342168,0.11552587,0.60864264,0.15460934,0.18073289,-0.8094891
0.057740577,-1.8499677,-1.0394161,-1.4117074,0.37846908,-0.08565381,1.2461786,0.102409095,0.36245728,0.15557025,0.18197475,-0.7850652
0.058058787,-1.7669413,-0.99568814,-1.3684309,0.3684398,-0.085448734,1.226432,0.10323193,0.6072164,0.15645449,0.1831812,-0.7642609
0.061157748,-1.7039673,-0.9559843,-1.3302431,0.40856558,-0.07974345,1.2118874,0.10350434,0.66192657,0.15729615,0.1843182,-0.7421982
0.062242124,-1.6271312,-0.91434443,-1.2859708,0.33886325,-0.07250843,1.215982,0.106083155,0.470766,0.15820257,0.1853515,-0.72361535
0.06243848,-1.5528218,-0.87368083,-1.2572105,0.3918125,-0.06530205,1.2016021,0.107956246,0.63262993,0.15893652,0.18642606,-0.7031451
0.061484024,-1.4799758,-0.8300653,-1.2170807,0.35787717,-0.066501595,1.1807188,0.104007944,0.9611633,0.15966524,0.187448,-0.6845104
0.06279239,-1.405873,-0.78532535,-1.1875783,0.3406637,-0.06693219,1.1598471,0.10583194,0.64344835,0.16041642,0.18833843,-0.66332936
0.06312108,-1.3284105,-0.7450574,-1.1441989,0.32644045,-0.06854755,1.0950687,0.111792594,0.5145658,0.16111325,0.18923108,-0.6428575
0.0747054,-1.24996,-0.7072952,-1.1045974,0.3213005,-0.07546867,1.0619624,0.10791691,0.63790745,0.16169138,0.1900995,-0.6207603
0.073454954,-1.1812842,-0.6674883,-1.0774556,0.36672345,-0.07801498,1.0458307,0.109532356,0.72715247,0.16229483,0.19084138,-0.59929204
0.07042412,-1.1234965,-0.6319413,-1.0296649,0.30297145,-0.0892827,1.0398701,0.105047666,0.59931,0.16281915,0.19158801,-0.5761927
0.07120784,-1.029969,-0.591995,-0.98846626,0.2888091,-0.08862432,1.011302,0.09299332,0.6726664,0.16335459,0.19228742,-0.5526075
0.0727726,-0.98031956,-0.5537251,-0.9413401,0.33734974,-0.09604306,0.99589396,0.08761621,0.41842026,0.16389729,0.19295451,-0.5310753
0.083723694,-0.9092951,-0.51416475,-0.9019787,0.31490102,-0.10030658,0.9892501,0.08901454,0.33521232,0.16434371,0.19367605,-0.5055783
0.08129185,-0.82562625,-0.4775933,-0.86064833,0.3100931,-0.098731935,1.0052382,0.0868485,0.38508102,0.16484646,0.19443165,-0.4846907
0.08048346,-0.76902235,-0.43565232,-0.81189096,0.28123552,-0.09826748,0.9873202,0.079967335,0.20233402,0.16535461,0.19497351,-0.4599457
0.07284284,-0.69980294,-0.3957006,-0.775075,0.2973011,-0.092791125,0.96317595,0.08704791,0.20273371,0.16575167,0.19547239,-0.43921232
0.073551565,-0.6184322,-0.36074325,-0.73217314,0.29782826,-0.09332622,0.93640614,0.10536914,0.13291004,0.166096,0.1959938,-0.4157575
0.07381112,-0.5755705,-0.32912183,-0.69498277,0.30331424,-0.10360073,0.8979918,0.116607115,0.24513693,0.1664747,0.1963805,-0.39441866
0.055105828,-0.4998306,-0.2925906,-0.6668463,0.26890904,-0.10474871,0.8578925,0.10830885,0.2949826,0.16670595,0.19677824,-0.37685028
0.06092967,-0.44245216,-0.25938705,-0.63294536,0.26879373,-0.10357674,0.84079075,0.10260444,0.22343269,0.16697803,0.19718383,-0.35623264
0.0665078,-0.38031122,-0.22508107,-0.59507763,0.29218107,-0.11392111,0.80662656,0.11385975,0.52215844,0.16727813,0.19744815,-0.33890963
0.07034262,-0.319002,-0.19311559,-0.55938876,0.25163275,-0.123832695,0.7923124,0.110991,0.48228133,0.16741708,0.19772588,-0.3186345
0.074311964,-0.24791065,-0.15644008,-0.52089787,0.2953659,-0.1223884,0.7814846,0.11180306,0.4042175,0.16761206,0.19793035,-0.29853916
0.0757514,-0.20207025,-0.12930144,-0.4819464,0.23289828,-0.12048639,0.73014235,0.101361945,0.5175871,0.16773452,0.1981457,-0.27798504
0.07795355,-0.15520574,-0.1012215,-0.45113334,0.23218507,-0.113458976,0.74227095,0.08789395,0.51660866,0.16790396,0.1983251,-0.25694335
0.08066021,-0.10762886,-0.065851375,-0.41499883,0.21747938,-0.11160887,0.7184802,0.09558084,0.61277515,0.16800421,0.19849838,-0.23600842
0.0819595,-0.04549319,-0.03747448,-0.37618497,0.24775895,-0.11210476,0.70641273,0.09248391,0.43041512,0.16806652,0.19861576,-0.21626547
0.07667495,0.011075544,-0.010237241,-0.3530562,0.24781881,-0.109399445,0.66625625,0.1237904,0.6911904,0.16809462,0.19865505,-0.19877307
0.0797137,0.057724103,0.021557905,-0.30849823,0.24440469,-0.10341187,0.66794163,0.09373757,0.8340024,0.16818076,0.19872259,-0.17959642
0.08094906,0.12954356,0.047157,-0.27381593,0.2104276,-0.10300152,0.652872,0.101818435,0.39238888,0.16820838,0.19881536,-0.16352585
0.08324919,0.15963109,0.073319115,-0.24358135,0.23080811,-0.103468925,0.61585665,0.093145385,0.24396113,0.1682458,0.19887075,-0.14430518
0.085266836,0.21259604,0.105252065,-0.20747565,0.21395986,-0.10270587,0.5803142,0.09180443,0.16453686,0.16824095,0.19880016,-0.12657887
0.08640031,0.2591003,0.1283953,-0.18213335,0.19218567,-0.09991529,0.5824413,0.09760119,0.08164284,0.16815592,0.19866566,-0.109256804
0.08306347,0.30710593,0.1551994,-0.14872031,0.18815115,-0.098497964,0.5504289,0.09075335,0.45479774,0.16811001,0.1985445,-0.093324885
0.0859573,0.34927705,0.18018976,-0.12168128,0.22337592,-0.09913038,0.52741593,0.083181486,0.26830012,0.16788107,0.19838803,-0.0755952
0.08986974,0.38686618,0.20256856,-0.09008566,0.1993757,-0.09803316,0.49927577,0.08286269,0.43158,0.16777223,0.19818662,-0.058092684
0.08691958,0.4270763,0.22718488,-0.06084522,0.16142444,-0.090640515,0.43995106,0.08924177,0.555498,0.16768655,0.19798988,-0.041407794
0.09033792,0.47783437,0.25010395,-0.028221427,0.19919328,-0.09026286,0.42982006,0.110001706,0.27390605,0.16755417,0.19779544,-0.026833108
0.09337862,0.52047926,0.27239153,-0.0060107973,0.17767751,-0.08335227,0.41670287,0.13494912,0.21973893,0.16725165,0.19755968,-0.010992764
0.11327059,0.5505901,0.29503512,0.023628449,0.17642412,-0.077016614,0.42925793,0.12921593,0.6022632,0.16700098,0.19721796,0.0032750894
0.108081624,0.5917404,0.3201189,0.04738782,0.13982853,-0.071530834,0.4179245,0.11433249,0.7341153,0.16676962,0.19688846,0.018632555
0.10445032,0.63003343,0.33871487,0.08185045,0.17998174,-0.06933158,0.402963,0.11028294,0.11488342,0.16651829,0.19654274,0.03489407
0.11334332,0.6796082,0.3567084,0.10358188,0.17336828,-0.07614692,0.34888774,0.12088465,0.24781384,0.1662599,0.19626293,0.05143962
0.1099391,0.7004504,0.37869325,0.1335519,0.16833238,-0.06823209,0.33002365,0.11591012,0.5732859,0.166007,0.19593899,0.06712278
0.1030099,0.7377042,0.39551264,0.1630917,0.12303163,-0.06856161,0.31874377,0.114706084,0.4382326,0.16578166,0.19548608,0.07987075
0.1026181,0.7586479,0.41679418,0.18167117,0.1409379,-0.06791624,0.32517573,0.11134583,0.40045792,0.1653929,0.19507653,0.093284
0.10284458,0.8063133,0.43106663,0.21039289,0.18272984,-0.06704398,0.2730447,0.11595505,0.8809022,0.16508311,0.19461781,0.10478161
0.10397623,0.8239016,0.44720364,0.22850096,0.15726125,-0.06647138,0.25769866,0.10946376,0.6436479,0.16470216,0.19420245,0.11789535
0.105793186,0.85923517,0.4627427,0.24886777,0.1048499,-0.06603265,0.27557978,0.11214966,0.7976867,0.16430192,0.19378479,0.13156207
0.10594949,0.8845616,0.47915295,0.27456382,0.14046443,-0.058766786,0.32512468,0.12085983,0.4953583,0.16411021,0.1932628,0.14469819
0.10666245,0.90659,0.4953859,0.29883522,0.107755855,-0.051931478,0.30317357,0.13274157,0.6647397,0.16363853,0.19284697,0.15717208
0.11591451,0.9250755,0.5074361,0.32110518,0.19594027,-0.04893114,0.27655473,0.13102405,0.86614704,0.16325441,0.19233717,0.17246798
0.11190931,0.95128936,0.51447177,0.34550363,0.15087284,-0.04736853,0.25370693,0.10268547,0.5014198,0.16287118,0.19181925,0.18249317
0.10951517,0.9705227,0.5242944,0.36370057,0.12410112,-0.0444328,0.32535237,0.09314726,0.36540866,0.162503,0.1912225,0.1918374
0.1051661,0.9910145,0.53690255,0.3819135,0.10906101,-0.046019148,0.30464187,0.13100842,0.5001002,0.16198675,0.19069418,0.20479277
0.105079226,1.0079273,0.5458647,0.40152776,0.15559484,-0.049117293,0.29682732,0.098483324,0.56247425,0.1616223,0.19014652,0.21457398
0.10360051,1.0184966,0.5530865,0.4163513,0.114525504,-0.051719412,0.24010333,0.10595372,0.75740236,0.16115297,0.18965243,0.22267173
0.123132646,1.032944,0.5547197,0.43353245,0.17139141,-0.050565798,0.22820495,0.104289226,0.3457381,0.1608037,0.18910907,0.2312885
0.1169583,1.0373508,0.5633934,0.44854578,0.073464185,-0.048618846,0.20739949,0.097997665,0.65521497,0.16036624,0.18851803,0.24221694
0.115064554,1.0350524,0.5717372,0.46274605,0.089699954,-0.045028836,0.18712394,0.11757617,0.46832982,0.1599449,0.18793033,0.24888372
0.11223051,1.0597762,0.5779156,0.4749814,0.12715933,-0.040895253,0.16931018,0.10043574,0.73240554,0.15941031,0.1873576,0.2565071
0.10774333,1.0699704,0.58478373,0.4915568,0.08560736,-0.034639936,0.19525155,0.097459994,0.5287807,0.15904617,0.18678893,0.26743937
0.11122136,1.0876318,0.5922269,0.51002514,0.107360624,-0.033756893,0.15902357,0.10057111,0.3623511,0.1585412,0.18613052,0.27356464
0.11127196,1.0930011,0.60053706,0.5185736,0.11433402,-0.02672833,0.20474106,0.0917422,0.22920492,0.15803571,0.1855334,0.28054476
