A,B,C,D,E,F,G,H,I,J,K,L
0.11167513,0.15482233,0.07868021,0.14467005,0.12690355,0.063451774,0.24619289,0.10152284,0.44162434,0.1409391,0.16294417,0.07360406
0.11167513,0.14467005,0.07360406,0.13705584,0.121827416,0.060913704,0.25888324,0.10152284,0.39086294,0.14098985,0.16302031,0.06928934
0.11167513,0.13959391,0.07106599,0.13451776,0.121827416,0.060913704,0.2741117,0.10406092,0.44162434,0.14101523,0.16304569,0.06751269
0.11167513,0.13959391,0.07106599,0.1319797,0.116751276,0.058375634,0.25888324,0.09898477,0.39086294,0.14104061,0.16307107,0.06675127
0.11167513,0.13959391,0.07106599,0.1319797,0.116751276,0.058375634,0.25888324,0.10659899,0.41624367,0.14104061,0.16307107,0.06675127
0.11167513,0.13451776,0.06852792,0.12690355,0.11167513,0.05583756,0.25888324,0.10659899,0.39086294,0.14104061,0.16307107,0.0639594
0.11167513,0.1319797,0.06598985,0.124365486,0.11167513,0.05583756,0.26649746,0.10152284,0.39086294,0.14104061,0.16307107,0.06319797
0.11167513,0.1319797,0.06598985,0.124365486,0.11167513,0.05583756,0.26649746,0.10406092,0.39086294,0.14104061,0.16307107,0.06319797
0.11167513,0.13451776,0.06852792,0.124365486,0.10406092,0.05076142,0.23604062,0.10913706,0.41624367,0.14106598,0.16309644,0.06294417
0.11167513,0.13959391,0.07106599,0.12690355,0.09898477,0.04822335,0.21319796,0.10152284,0.39086294,0.14104061,0.16307107,0.0639594
0.11167513,0.15482233,0.07868021,0.13451776,0.08629442,0.040609136,0.16497463,0.10152284,0.44162434,0.14101523,0.16304569,0.06802031
0.11167513,0.1675127,0.08629442,0.14213198,0.08121827,0.038071066,0.14467005,0.08629442,0.08629442,0.14098985,0.16302031,0.07182741
0.11167513,0.17258884,0.08883249,0.14213198,0.06598985,0.030456852,0.12690355,0.10913706,0.7461929,0.14098985,0.16299494,0.072081216
0.11167513,0.17766497,0.09137056,0.14467005,0.07106599,0.032994926,0.12690355,0.10406092,0.7461929,0.14091371,0.1628934,0.07411168
0.11167513,0.17766497,0.09137056,0.14720812,0.08629442,0.040609136,0.13959391,0.10659899,0.7461929,0.14086294,0.16284265,0.07563452
0.11167513,0.17258884,0.08883249,0.14467005,0.08883249,0.04314721,0.14720812,0.121827416,0.7461929,0.14083757,0.16281727,0.07411168
0.11167513,0.17258884,0.08883249,0.1497462,0.10406092,0.05076142,0.1675127,0.10913706,0.7715736,0.14083757,0.1627919,0.07588833
0.11167513,0.1675127,0.08629442,0.14720812,0.10913706,0.05329949,0.18274112,0.10406092,0.6954314,0.14083757,0.1627919,0.07512691
0.11167513,0.16243654,0.08375635,0.14467005,0.11167513,0.05583756,0.19543147,0.08629442,0.08629442,0.14083757,0.1627919,0.073857866
0.07610557,0.1635888,0.07818878,0.14461917,0.10999963,0.045390874,0.26888096,0.08555907,0.26142487,0.12228232,0.15159562,0.0716508
0.07610557,0.1635888,0.07818878,0.14461917,0.10999963,0.045390874,0.26888096,0.08555907,0.26142487,0.12228232,0.15159562,0.0716508
0.0760854,0.16358784,0.07818591,0.1446191,0.10999327,0.0453672,0.2693407,0.08555908,0.26354536,0.122136004,0.1515742,0.07165032
0.07608539,0.16358784,0.07818591,0.1446191,0.10999324,0.045367144,0.26934355,0.08555908,0.26357052,0.122134775,0.15157413,0.07165032
