A,B,C,D,E,F,G,H,I,J,K,L
0.11167513,0.23096447,0.12182741,0.20812184,0.19035533,0.09898477,0.22588833,0.09390863,0.36548224,0.14149746,0.16368021,0.10913706
0.11167513,0.24619289,0.12944162,0.21573605,0.19035533,0.09898477,0.20050763,0.08629442,0.08629442,0.14152284,0.16370559,0.11243655
0.11167513,0.25888324,0.13705583,0.2182741,0.18527919,0.0964467,0.1751269,0.09898477,0.74619293,0.14149746,0.16368021,0.113959394
0.11167513,0.26395938,0.13959391,0.22081219,0.18527919,0.0964467,0.16751269,0.08629442,0.08629442,0.14147207,0.16365482,0.11522843
0.11167513,0.26903555,0.14213198,0.22081219,0.18527919,0.0964467,0.16243654,0.09898477,0.8730964,0.14147207,0.16362946,0.11624365
0.11167513,0.2715736,0.14467004,0.22081219,0.18020305,0.09390863,0.15482233,0.09898477,0.89847714,0.14142132,0.16357869,0.11548223
0.11167513,0.26903555,0.14213198,0.2182741,0.17766498,0.09137056,0.15482233,0.10406092,0.822335,0.14142132,0.16357869,0.11446701
0.10406092,0.23096447,0.12182741,0.22081219,0.21319798,0.11167513,0.28426397,0.10152285,0.67005074,0.14154823,0.16373098,0.11573604
0.11167513,0.24111675,0.12690356,0.22335026,0.21319798,0.11167513,0.25634515,0.119289346,0.31472084,0.14147207,0.16362946,0.1177665
0.11167513,0.24873096,0.13197969,0.22588833,0.20812184,0.10913706,0.2284264,0.09390863,0.36548224,0.14139594,0.1635533,0.1180203
0.11167513,0.26395938,0.13959391,0.22588833,0.20050763,0.10406092,0.19035533,0.08629442,0.08629442,0.14137055,0.16350254,0.11878173
0.11167513,0.25888324,0.13705583,0.22335026,0.19543149,0.10152285,0.19035533,0.10659899,0.74619293,0.1413198,0.16345178,0.116497464
0.11167513,0.24873096,0.13197969,0.22081219,0.2030457,0.10659899,0.2182741,0.08629442,0.08629442,0.1413198,0.1634264,0.116497464
0.11167513,0.24619289,0.12944162,0.22081219,0.2030457,0.10659899,0.22335026,0.09390863,0.46700507,0.1413198,0.16345178,0.11598985
0.11167513,0.2360406,0.12436548,0.22081219,0.20812184,0.10913706,0.25634515,0.10152285,0.39086294,0.14137055,0.16350254,0.11522843
0.11167513,0.23096447,0.12182741,0.21573605,0.2030457,0.10659899,0.25634515,0.09390863,0.39086294,0.14137055,0.16350254,0.11269036
0.11167513,0.22588833,0.119289346,0.21319798,0.2030457,0.10659899,0.26903555,0.09898477,0.34010154,0.14137055,0.16350254,0.11142132
0.11167513,0.22588833,0.119289346,0.21319798,0.2030457,0.10659899,0.26903555,0.09898477,0.41624367,0.14134517,0.16347717,0.11142132
0.11167513,0.22335026,0.116751276,0.21065989,0.20050763,0.10406092,0.26903555,0.10152285,0.34010154,0.1413198,0.16345178,0.11015229
0.10791672,0.2502659,0.11963827,0.2288806,0.107134566,0.04975325,0.23162164,0.06754091,0.12911451,0.16610155,0.2169861,0.058842972
0.10791672,0.2502659,0.11963827,0.2288806,0.107134566,0.04975325,0.23162164,0.06754091,0.12911451,0.16610155,0.2169861,0.058842972
0.10788736,0.2505824,0.11964602,0.22891696,0.10670829,0.049607478,0.23114055,0.067530364,0.12714055,0.16609047,0.21717164,0.05876335
0.10788713,0.25058612,0.11964604,0.22891703,0.106706016,0.049607057,0.23113431,0.06753036,0.12712237,0.16609047,0.21717222,0.05876323
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607057,0.23113425,0.06753036,0.12712222,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607057,0.23113425,0.06753036,0.12712222,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607057,0.23113425,0.06753036,0.12712222,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607057,0.23113425,0.06753036,0.12712222,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607057,0.23113425,0.06753036,0.12712222,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607057,0.23113425,0.06753036,0.12712222,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607057,0.23113425,0.06753036,0.12712222,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607057,0.23113425,0.06753036,0.12712222,0.16609047,0.2171722,0.058763236
0.10788713,0.25058615,0.11964604,0.22891703,0.106706,0.049607065,0.23113425,0.06753036,0.12712221,0.16609047,0.2171722,0.058763236
0.11167513,0.2715736,0.14467004,0.21573605,0.16751269,0.08629442,0.14213198,0.10659899,0.7715736,0.14142132,0.16357869,0.11294417
0.11167513,0.2715736,0.14467004,0.2182741,0.17258884,0.08883249,0.14720812,0.09898477,0.6954315,0.14137055,0.16352792,0.113959394
0.11167513,0.25888324,0.13705583,0.22335026,0.19543149,0.10152285,0.19035533,0.08629442,0.08629442,0.14137055,0.16350254,0.116497464
0.11167513,0.2715736,0.14467004,0.22081219,0.18020305,0.09390863,0.15482233,0.10659899,0.6954315,0.1413198,0.16345178,0.11548223
0.11167513,0.2715736,0.14467004,0.22335026,0.18527919,0.0964467,0.15989847,0.1142132,0.74619293,0.1413198,0.16345178,0.116751276
0.11167513,0.26903555,0.14213198,0.22081219,0.18527919,0.0964467,0.16243654,0.12182741,0.7715736,0.1413198,0.1634264,0.11624365
0.11167513,0.26903555,0.14213198,0.22081219,0.18527919,0.0964467,0.16243654,0.12182741,0.7715736,0.1413198,0.1634264,0.11624365
0.11167513,0.26903555,0.14213198,0.22081219,0.18527919,0.0964467,0.16243654,0.09390863,0.7715736,0.14129442,0.16340102,0.11624365
0.11167513,0.26395938,0.13959391,0.22335026,0.19543149,0.10152285,0.18274112,0.08629442,0.08629442,0.14129442,0.16340102,0.117512695
0.11167513,0.26395938,0.13959391,0.22335026,0.19543149,0.10152285,0.18274112,0.08629442,0.08629442,0.14129442,0.16340102,0.117512695
0.11167513,0.26395938,0.13959391,0.22335026,0.19543149,0.10152285,0.18274112,0.08629442,0.08629442,0.14129442,0.16340102,0.117512695
0.11167513,0.26395938,0.13959391,0.22335026,0.19543149,0.10152285,0.18274112,0.08629442,0.08629442,0.14129442,0.16340102,0.117512695
0.11167513,0.26395938,0.13959391,0.22335026,0.19543149,0.10152285,0.18274112,0.08629442,0.08629442,0.14129442,0.16340102,0.117512695
0.11167513,0.26395938,0.13959391,0.22335026,0.19543149,0.10152285,0.18274112,0.08629442,0.08629442,0.14129442,0.16340102,0.117512695
0.11167513,0.26395938,0.13959391,0.22335026,0.19543149,0.10152285,0.18274112,0.08629442,0.08629442,0.14129442,0.16340102,0.117512695
0.11167513,0.24111675,0.12690356,0.19796954,0.15482233,0.07868021,0.15482233,0.10659899,0.28934008,0.14137055,0.16352792,0.1035533
0.11167513,0.2360406,0.12436548,0.19796954,0.15736042,0.08121827,0.16497463,0.10659899,0.34010154,0.14137055,0.16352792,0.102791876
0.11167513,0.2360406,0.12436548,0.20050763,0.16751269,0.08629442,0.17766498,0.11167513,0.39086294,0.14137055,0.16352792,0.10482234
0.11167513,0.23096447,0.12182741,0.20050763,0.17258884,0.08883249,0.1928934,0.10406092,0.34010154,0.14139594,0.1635533,0.10482234
