A,B,C,D,E,F,G,H,I,J,K,L
0.11167513,0.22588833,0.11928934,0.18527919,0.13451776,0.06852792,0.14720812,0.10152284,0.822335,0.14101523,0.16304569,0.095939085
0.11167513,0.23096447,0.12182741,0.18781726,0.13959391,0.07106599,0.1497462,0.08629441,0.08629441,0.14098985,0.16299492,0.09822335
0.11167513,0.22588833,0.11928934,0.19035533,0.1497462,0.07614213,0.16497461,0.08629441,0.08629441,0.14098985,0.16299492,0.09873097
0.11167513,0.23096447,0.12182741,0.18781726,0.13959391,0.07106599,0.1497462,0.10659899,0.92385787,0.14093909,0.16294417,0.09822335
0.11167513,0.22588833,0.11928934,0.18527919,0.13451776,0.06852792,0.14720812,0.09390863,0.87309647,0.14093909,0.16294417,0.095939085
0.11167513,0.22335026,0.11675127,0.18781726,0.14467005,0.07360406,0.16243654,0.10659899,0.87309647,0.14093909,0.16294417,0.096954316
0.11167513,0.20304568,0.10659899,0.18527919,0.16751269,0.08629441,0.23350254,0.10152284,0.26395938,0.14098985,0.1630203,0.0964467
0.11167513,0.20304568,0.10659899,0.18274112,0.16243654,0.08375634,0.22335026,0.09898477,0.39086294,0.14098985,0.16299492,0.095177665
0.11167513,0.20304568,0.10659899,0.18274112,0.16243654,0.08375634,0.22335026,0.08629441,0.08629441,0.14091371,0.16291878,0.095177665
0.11167513,0.20304568,0.10659899,0.18274112,0.16243654,0.08375634,0.22335026,0.09898477,0.46700507,0.14091371,0.16291878,0.095177665
0.11167513,0.20050761,0.10406091,0.18274112,0.16243654,0.08375634,0.2284264,0.10406091,0.5177665,0.14093909,0.16294417,0.094416246
0.11167513,0.19543147,0.10152284,0.17766498,0.1573604,0.08121827,0.2284264,0.10406091,0.5177665,0.14093909,0.16294417,0.09213198
0.11167513,0.19543147,0.10152284,0.17766498,0.15482233,0.0786802,0.22081219,0.10659899,0.5177665,0.14093909,0.16294417,0.09137056
0.11167513,0.19035533,0.09898477,0.17512691,0.1573604,0.08121827,0.23857868,0.09898477,0.5177665,0.14093909,0.16294417,0.09060914
0.11167513,0.19543147,0.10152284,0.17512691,0.1497462,0.07614213,0.21065989,0.10406091,0.5431472,0.14091371,0.16291878,0.09035533
0.11167513,0.18527919,0.0964467,0.17005076,0.1497462,0.07614213,0.23096447,0.09898477,0.49238577,0.14091371,0.1628934,0.087563455
0.11167513,0.18527919,0.0964467,0.16751269,0.14467005,0.07360406,0.22081219,0.10152284,0.46700507,0.14091371,0.1628934,0.086548224
0.11167513,0.19035533,0.09898477,0.17258883,0.1497462,0.07614213,0.22081219,0.10406091,0.46700507,0.14091371,0.1628934,0.08883249
0.11167513,0.20050761,0.10406091,0.17512691,0.13959391,0.07106599,0.18527919,0.08629441,0.08629441,0.14091371,0.16291878,0.08984771
0.11938901,0.24411878,0.112121776,0.19641906,0.14443731,0.0032619983,0.18663509,0.07983972,0.3143789,0.16499706,0.15337689,0.067323476
0.11938901,0.24411878,0.112121776,0.19641906,0.14443731,0.0032619983,0.18663509,0.07983972,0.3143789,0.16499706,0.15337689,0.067323476
0.11938904,0.24435842,0.11208059,0.1963025,0.1444427,0.0034727007,0.186652,0.07983562,0.31975284,0.16508892,0.1533425,0.06729922
