A,B,C,D,E
-0.071413904,-0.4151857,-0.43817645,0.09050664,0.005979185
0.11322838,-0.3179206,-0.32317108,0.12699866,0.5784409
0.119084924,-0.16420516,-0.3906894,-0.123147234,-0.034126043
-0.14435568,-0.17037836,-0.21365261,0.033157766,0.47471154
0.019165352,-0.28139085,-0.049640343,0.01961328,0.08653597
-0.11584896,-0.24807553,-0.32947636,0.100480616,0.510897
0.13109931,-0.15022302,-0.33026898,-0.1323325,0.19021156
0.085763544,-0.23451194,-0.26347643,0.10155487,0.36145627
0.04011266,-0.14313863,-0.2951186,-0.121636346,0.06441717
0.02689211,-0.036373734,-0.0842842,0.050383136,0.21069038
-0.025742449,-0.016215224,0.087194115,0.0057503283,-0.024280317
0.1079818,0.07252316,-0.063847624,0.07232693,0.23120196
-0.06679112,0.107582554,-0.0191679,0.02112329,-0.15943265
0.08958514,0.19254273,0.08918758,0.010204837,0.27834618
0.018100545,0.28323835,0.20421018,0.12139031,-0.29952425
0.04465826,0.28919277,0.35434085,-0.043831408,0.17719723
-0.09776749,0.40939957,0.24465162,-0.022238165,-0.43943146
-0.07923627,0.292293,0.44592166,0.048375785,0.116372995
0.018806309,0.34936327,0.27124894,-0.052566223,-0.45932263
0.03148724,0.24047513,0.3633852,0.06258224,-0.027730562
0.14114863,0.15735555,0.16759819,0.110584706,-0.56462675
-0.114934914,0.19554336,0.2842188,0.045744717,0.0909051
0.08006394,0.2455516,0.13272038,0.090478316,-0.5424807
-0.08344789,0.12299724,0.31529662,0.06915857,0.19707072
-0.08541116,0.066615306,0.010077491,0.043049276,-0.5211644
0.045421734,0.19391054,0.07451395,-0.00342381,0.29672214
-0.10066953,0.15977383,0.17522296,-0.09856892,-0.33416626
-0.11413778,0.27912253,0.16990514,0.014176071,0.41768965
0.042557344,0.3723614,0.30626225,0.044190183,-0.18160513
0.089387015,0.44533813,0.34213674,-0.0078064054,0.40520257
-0.023546398,0.391437,0.31184328,-0.0048031807,-0.10820699
