A,B,C,D,E,F,G,H,I,J,K
0.41428173,0.12943426,0.8033003,0.78253245,0.59056,0.7147114,0.72626626,0.7924011,0.7182696,-0.078692205,0.47872046
0.40543145,0.06780596,0.5700579,0.6265974,0.6425885,0.68672323,0.48298943,0.68360364,0.5493259,0.1024867,0.3974157
0.6177958,-0.06342393,0.6308982,0.7664171,0.53958446,0.577584,0.6390452,0.61094606,0.50629735,-0.13282305,0.6219436
0.48557225,-0.09890648,0.49218273,0.50168896,0.67810124,0.5227741,0.7182199,0.7903977,0.6054107,-0.081199676,0.424461
0.51161206,-0.057979524,0.66861,0.6998997,0.66893804,0.69051725,0.6636398,0.6242429,0.6493331,-0.09185758,0.35917723
0.35916233,0.1293585,0.5911694,0.79247,0.5680392,0.59584755,0.5385918,0.82686585,0.7301256,0.08363217,0.3785
0.62106323,0.0051082373,0.53025067,0.5824127,0.6173397,0.5774979,0.60681665,0.67415106,0.75047594,-0.06596866,0.46802634
0.39818093,-0.05181522,0.6873733,0.63952404,0.7536882,0.676051,0.55245507,0.71535075,0.5615546,-0.034938186,0.5330399
0.44723755,-0.12151527,0.6296352,0.76127434,0.6982839,0.6964008,0.56460994,0.71346486,0.69005144,-0.11094187,0.4371615
0.3703544,0.13368014,0.5839077,0.74480283,0.72081006,0.7308644,0.6784904,0.8132816,0.75463766,0.03829409,0.45813614
0.5399269,-0.03471689,0.6362929,0.850664,0.76676786,0.6638457,0.73900187,0.68081903,0.7641493,0.14459828,0.52225447
0.6767616,-0.13651036,0.57272995,0.6940221,0.72845346,0.7417968,0.6381811,0.8774083,0.644705,0.087170795,0.4505351
0.65410244,0.054911137,0.7240964,0.7435501,0.8688847,0.7045203,0.6084059,0.7380406,0.7643506,0.0682586,0.48807752
0.6524225,0.10561514,0.7872535,0.65086013,0.69029766,0.6020509,0.663314,0.71916354,0.58207095,-0.030462079,0.45305723
0.479567,-0.14159976,0.59824085,0.5509707,0.8073927,0.7937108,0.7794846,0.65732306,0.75556386,-0.09072411,0.5927665
0.5312745,-0.049313523,0.5638102,0.8049388,0.6257263,0.56759465,0.5223639,0.8286952,0.59336615,-0.10557233,0.3946363
0.44096798,-0.14890261,0.5005464,0.48748082,0.56060624,0.78376377,0.58922124,0.8338623,0.7639202,0.13336724,0.38578933
0.561105,-0.016822025,0.6769295,0.5814108,0.8300822,0.6983276,0.53218764,0.85493755,0.5361032,-0.1389629,0.56508046
0.48337215,-0.10489993,0.526387,0.73424745,0.57613295,0.7282704,0.5742089,0.63514674,0.5634865,-0.06915604,0.37983453
0.3368882,-0.03944634,0.73487777,0.5635388,0.584594,0.5738356,0.72361374,0.8581475,0.7453214,-0.08350529,0.37813342
0.5720579,-0.005163446,0.7818997,0.75851667,0.606943,0.74815357,0.46872857,0.6360029,0.6422474,-0.053586714,0.4613679
0.5433842,0.0023468584,0.697009,0.5418807,0.712111,0.5886004,0.74831027,0.83966815,0.7084546,-0.03484481,0.5315571
0.5013497,0.04176016,0.58542,0.73182034,0.7675626,0.7964794,0.77744174,0.83691555,0.6613303,-0.05798149,0.39966714
0.42149615,-0.11286794,0.557378,0.7831558,0.8003863,0.56531805,0.68636245,0.86632967,0.7412853,0.050862953,0.37878847
0.6132229,0.0846964,0.7551141,0.72557807,0.81018156,0.73775136,0.49595362,0.6961497,0.6128062,-0.023546845,0.59064573
0.40862843,-0.029707238,0.791649,0.7297208,0.6379726,0.55416,0.61160684,0.8607455,0.65334827,-0.11175144,0.4311596
0.33533236,-0.11510754,0.72815907,0.5322356,0.6029911,0.7942862,0.54722065,0.70433784,0.67048776,0.020700604,0.4152922
0.51569235,0.028473288,0.5738013,0.71928406,0.5306607,0.5635253,0.4531982,0.71636575,0.52567893,-0.017194062,0.5968674
0.63482,0.01203838,0.6734892,0.6783791,0.8064624,0.76727754,0.5727633,0.8626964,0.60649824,0.08013369,0.4165679
0.5012543,0.14926219,0.7138727,0.5988321,0.77570504,0.74907064,0.5156954,0.71033126,0.5657339,-0.06758833,0.52476865
0.5903101,-0.038869195,0.82487947,0.63543034,0.72369784,0.71506774,0.6186519,0.8086208,0.7487817,0.08044626,0.6566228
0.4846808,-0.06482581,0.56655395,0.5176295,0.78813946,0.59200484,0.6939124,0.76187605,0.76002955,-0.035721928,0.501678
0.45597544,0.13395768,0.7601534,0.6867716,0.5494312,0.7438033,0.54401636,0.6474877,0.5369506,-0.144942,0.48218814
