A,B,C,D,E,F,G,H,I
0.58977103,-0.027339809,0.87243885,0.5449161,0.63582575,1.0139418,-0.044984937,0.068644434,-0.0015605092
0.45565325,0.14524087,0.66619617,0.5964285,0.926782,1.0109373,0.102384925,0.14418015,-0.10726778
0.4080261,0.1050542,0.7432763,0.5633178,0.28657258,1.0073005,0.0049925745,1.4305115e-06,-0.067570426
0.4236431,0.062309936,0.6872302,0.58888614,0.795509,1.064678,0.07936075,-0.14274909,0.01812765
0.34585598,0.057051912,0.8285989,0.33848006,0.6153941,0.8525725,0.12146479,0.009562522,-0.018815875
0.5720663,0.103393614,0.71028477,0.6594206,0.8302976,1.0979142,-0.07677872,0.0020616055,0.13888681
0.34128678,-0.0002526939,0.63661385,0.45589656,0.6347551,1.0304856,0.02025865,-0.06615916,0.03233549
0.38765448,-0.001879707,0.84174216,0.4127034,0.7054311,0.92633384,0.015813231,-0.017498016,0.12326622
0.6488919,-0.07444891,0.78669894,0.55301815,0.84496933,0.929894,0.12990555,0.06836985,0.015015259
0.5740756,-0.14714938,0.88146365,0.6170126,0.5899081,1.0601096,0.108956516,-0.025220796,0.11320242
0.63096064,0.12621239,0.7461041,0.4801741,0.8472657,1.1414964,-0.14649937,-0.1496692,0.03350213
0.34064028,-0.1444267,0.7183035,0.39655524,0.6729201,0.8939746,0.09185806,-0.086467035,0.122846305
0.511361,-0.09740353,0.8050393,0.49376357,0.9212057,1.1397167,-0.11464919,-0.091405526,-0.07182502
0.4261826,0.0016835332,0.73591226,0.4491123,0.8684926,1.0555326,0.13597703,-0.04098036,-0.1344203
0.4597875,-0.114417695,0.8895958,0.5329426,0.5433601,1.0770992,-0.009155631,0.13373235,0.13741934
0.4389273,0.090004265,0.7775251,0.5453979,0.8921291,0.9878939,-0.111398995,-0.072557084,0.0033765435
0.5598297,0.12395188,0.50946105,0.60342205,0.7374225,1.07648,0.1121023,-0.08069834,0.124460965
0.5947014,-0.11920651,0.89962465,0.55636996,0.60068065,0.859567,0.03160894,0.007734075,-0.0058910847
0.6885637,-0.023014948,0.6778872,0.67913747,0.8686348,1.027019,-0.03430494,-0.09794852,-0.101498246
0.6358964,0.069534466,0.77145016,0.37869042,0.79967815,0.87117517,0.091767475,-0.07568084,-0.13013601
0.7297102,0.13992083,0.7890263,0.694639,0.6430465,0.9304887,-0.10011535,0.026631355,-0.12144101
0.55289364,-0.07185352,0.68169147,0.6080673,0.84040964,0.8615179,-0.11625826,0.030054793,0.06796691
0.5737306,0.038925007,0.71720845,0.758126,0.70377976,0.9370018,0.012161404,0.058634356,-0.09814666
