A,B,C,D,E,F,G,H,I,J
0.106423214,-0.024174154,0.2969277,0.0026661307,-0.037696928,0.7206187,0.6110536,-0.14101593,-0.0569416,0.82446945
0.41291195,-0.02969177,0.3012231,0.104389966,-0.011357352,0.6974321,0.5789398,-0.028486028,-0.055296063,0.21780479
0.30514506,0.07665205,0.23645534,0.12801759,0.05605942,0.6769834,0.46445492,0.12770072,-0.10230705,0.68037266
0.07129504,-0.07656727,0.29428792,0.24217579,-0.105728924,0.6263516,0.41124186,-0.12427923,0.1470097,0.41522253
0.13871403,0.09168427,0.47924054,0.38483462,0.032876372,0.7857966,0.5862389,-0.0529138,-0.056686863,0.339478
0.30069983,-0.087695345,0.29971692,0.31017736,-0.14695227,0.6256643,0.61868274,0.091364145,-0.021802038,0.41464317
0.28258067,-0.14484937,0.20825085,0.32780194,0.052598923,0.73124343,0.6822163,0.005752772,-0.048207097,0.623613
0.15923393,-0.028807715,0.1226273,0.4767636,-0.12705597,0.8792365,0.49346542,0.115811616,-0.038706027,0.5018411
0.36422503,0.025454774,0.3457467,0.17293642,0.11607736,0.8210486,0.3867398,0.02148062,-0.070927195,0.5334947
0.19085264,-0.07647407,0.2348897,0.02415371,0.10536829,0.5441687,0.48173687,0.0009649694,-0.1204076,0.7061033
0.28694713,-0.02591654,0.40227818,0.34026283,0.07188231,0.5748063,0.61506975,0.061045602,-0.098995194,0.3455947
0.18142976,-0.12355285,0.32443014,0.2425177,0.1370967,0.73637104,0.5145877,0.028562635,0.12630522,0.5597536
0.49953964,-0.015145361,0.40950665,0.23066622,-0.07366723,0.7898157,0.5850127,0.0031052679,0.043077573,0.5294034
0.08231753,-0.11812721,0.218109,0.19404781,0.14404804,0.6837463,0.73010653,-0.14751762,0.086229876,0.6325563
0.16538224,0.050254986,0.43794602,0.44006205,0.08210392,0.78006816,0.35131973,0.14868897,-0.0156769,0.37103987
0.2780342,0.06880422,0.107962996,0.29297045,-0.12846555,0.4859303,0.62898386,0.1094355,0.044957668,0.40814266
0.28290716,-0.03832832,0.3414043,0.38490605,-0.064688236,0.64942896,0.3787526,0.14295542,0.12743035,0.5825778
0.5928934,0.06080112,0.48640814,0.11708399,-0.08139251,0.49741256,0.7230869,0.023852512,0.049684405,0.5948553
0.32740134,0.0539947,0.24377465,0.3143848,-0.05309411,0.95283186,0.622524,0.09023228,-0.13095516,0.6686123
0.1674596,-0.119124636,0.33324558,0.14353858,-0.12465948,0.725578,0.36091235,-0.13489775,-0.072740205,0.66438645
0.47440237,-0.09464182,0.35595626,0.19773762,0.039053246,0.4830179,0.47836778,-0.1121562,0.10499856,0.3280186
-0.007254757,-0.14832853,0.26434645,0.1835469,-0.111205034,0.7524381,0.6072131,0.06850277,-0.04912688,0.6307892
0.26855582,0.031900853,0.19876404,0.2690181,0.04081376,0.87473,0.51286054,0.06657915,0.044577017,-0.014513239
0.42194223,0.08363217,0.12454021,0.24865614,-0.11788942,0.6091337,0.58523494,-0.07491256,-0.051045656,0.45622355
0.25914356,0.0051082373,0.14657056,0.30717131,-0.06596866,0.8839977,0.28863424,0.10016742,-0.114455044,0.5582312
0.11738803,-0.06613156,0.38519382,0.07269017,-0.05181522,0.43924165,0.29718566,-0.034938186,-0.08533289,0.5408243
0.29691365,0.10616216,0.2480892,0.22393902,-0.02273941,0.56226575,0.5869993,-0.12151527,-0.11094187,0.3979658
0.59925723,0.11009309,0.37137347,0.22388686,0.034453124,0.68267727,0.5921378,-0.04611536,0.13368014,0.613406
0.44337073,-0.011522353,0.33090603,0.47640106,0.104913086,0.79985946,0.57070214,0.074576765,0.04638858,0.7719844
0.40940917,0.100747645,0.13551752,-0.029168136,-0.011115938,0.84261906,0.71591926,0.14705482,0.065870315,0.57846713
0.5081459,0.006385699,0.28972054,0.41871902,-0.032072626,0.90103126,0.43638563,-0.040786564,0.04173024,0.7721745
0.16608378,0.022266373,0.30096507,0.22475755,-0.05460967,0.62704694,0.6438721,0.11000842,0.0221522,0.68238145
0.2728149,0.118064314,0.08816907,0.1188491,-0.05376535,0.80139375,0.49631384,0.0053795874,-0.06550618,0.26593405
0.19589373,-0.012818098,0.35150114,0.40999213,-0.047884546,0.5855809,0.43864745,0.1114133,0.12192854,0.39013535
0.528779,-0.10557233,0.25390095,0.021014169,0.053940013,0.5922818,0.7403281,-0.124817334,-0.073949166,0.43034714
0.3331443,-0.14890261,0.37530988,0.28435987,0.13336724,0.996643,0.40200102,-0.032663442,-0.13766158,0.587907
0.34052438,0.06497675,0.36146647,0.44006944,-0.016822025,0.55773354,0.50554216,-0.1389629,0.02781254,0.67942405
0.21743219,0.10551524,0.18482801,0.11347546,0.12162086,0.75708103,0.5387215,-0.10489993,-0.06915604,0.517038
0.5227877,0.07017277,0.17947008,0.1790014,-0.09558707,0.79442865,0.37284642,-0.11989529,-0.03944634,0.5713661
0.28447035,-0.095665604,0.19344757,0.21131471,-0.087445885,0.7035336,0.565891,-0.053243548,0.08786325,0.83393526
0.09650573,-0.031154916,0.21044782,0.31164545,-0.028771825,0.7174125,0.49660438,0.12801042,-0.07758126,0.5515904
0.16694047,0.10907233,0.349022,0.27617693,0.09337179,0.74646175,0.40076444,0.032847956,-0.13576865,0.32071373
0.2568,0.14121813,0.45670587,0.40681833,0.14484242,0.712571,0.4779129,-0.01748015,-0.10091962,0.45944643
0.32054582,-0.1318429,0.18602845,0.4608515,-0.104741536,0.8062484,0.7896694,0.06358598,0.0561568,0.5914508
0.31633145,0.10050988,0.18462318,0.48193455,0.11743197,1.0029899,0.527022,0.07819222,-0.10788755,0.50347364
0.23231189,-0.11175144,0.2913936,0.34887326,-0.08548515,0.63596094,0.4646431,0.11514509,-0.123116836,0.5383203
0.013316266,-0.11510754,0.4965856,0.2807541,0.020700604,0.70382786,0.4625273,-0.1367588,0.09305887,0.38603467
0.264774,-0.07145954,0.19010586,0.24503571,0.028473288,0.5502355,0.59687674,-0.017194062,0.010517448,0.24100865
-0.0088394135,-0.14305486,0.24167296,0.30354053,-0.025035635,0.8782432,0.3826347,0.01203838,0.08013369,0.50966084
0.22993186,0.034555554,0.21549061,0.35945755,0.13845834,0.64951575,0.61219835,0.094196826,0.14926219,-0.043868013
0.48931354,0.021759078,0.34747544,0.2663375,-0.08670055,0.88963187,0.61011297,0.056034103,-0.01022625,0.54743826
0.16825432,0.122641,0.11870151,0.08268378,0.11937642,0.7453754,0.55405056,-0.07517648,0.06832464,0.59454346
0.19910422,0.050476104,0.3408317,0.30481362,0.110117644,0.8783034,0.19958885,0.011394039,-0.14526024,0.37509313
0.4622885,0.06489013,0.4390769,0.100139305,-0.074836224,0.32123315,0.58191967,-0.12988609,-0.0016110837,0.4154478
0.23124982,-0.14534017,-0.036500115,0.3019435,-0.02385825,0.6373533,0.5446296,-0.116239324,-0.021847382,0.5947944
0.4650039,0.09469016,0.113777086,0.45881364,-0.021466628,0.6914918,0.06555264,-0.08333797,0.105109274,0.5138285
0.023613885,-0.14625478,0.32049373,0.26109087,0.01561445,0.13958211,0.36177438,0.029896677,0.01721631,0.58116966
0.28033856,-0.048157938,0.24778639,0.2894594,-0.10268344,0.68325627,0.67271364,0.045975044,0.10684523,0.15535076
0.39628735,0.084876195,0.26993948,0.13581848,0.11477217,0.7490635,0.62119895,0.08026098,0.06402676,0.49313912
0.47054437,-0.13988778,0.36920455,0.16989346,-0.006662965,0.76671934,0.50892144,-0.042315,-0.09678575,0.49371797
0.3318921,-0.047728173,0.34820652,0.48662612,0.06738719,0.8519194,0.6373513,0.08371784,0.13226828,0.65539926
