A,B,C,D,E,F,G,H,I,J,K,L
-0.20209432,-0.022254527,0.038680032,-0.0655221,-0.16720302,-0.03936497,-0.11135642,-0.14245132,0.14267796,-0.027350716,0.1287919,-0.12766984
0.055605784,-0.09368869,0.10475555,0.039908126,0.063020065,0.17490475,0.04419574,-0.06478808,0.0831344,-0.09261368,-0.07482303,-0.041696034
0.049175948,0.032184258,0.13016766,-0.05339747,0.23561293,-0.110238716,0.02349551,0.048473015,-0.073934466,-0.0429489,-0.085268736,-0.059850186
-0.070105664,-0.0837842,0.22705744,-0.12024147,-0.04067009,0.12725624,-0.1017867,0.07799962,0.1022186,0.10715856,-0.086217076,-0.11361575
-0.20621943,-0.10855658,0.054268807,0.12121785,-0.109537885,0.1605108,-0.03838116,-0.0184896,-0.0019262582,0.053057842,0.021277085,-0.065188
-0.13615389,0.020959407,0.20585367,0.12042737,-0.08946636,0.017332911,-0.109499395,0.13461697,0.07723935,-0.093555376,0.11548135,-0.10056405
-0.13786313,0.020982891,-0.09828243,0.13741317,0.055109605,0.01453115,-0.076754026,0.1058349,0.06740427,0.017503649,-0.043700926,0.13161156
0.11053541,0.092586994,-0.03547228,-0.01822044,0.11565215,-0.22134437,-0.022644103,-0.14835629,0.010189742,-0.07893501,-0.12587391,0.04308881
0.31964633,-0.022041157,-0.036058545,-0.07451114,-0.17113069,-0.21685317,0.1302267,0.02507615,0.055090338,0.052390225,0.030934036,0.060016036
0.018480912,0.12247574,0.09059234,0.06704718,-0.024791606,-0.03214875,0.026308596,0.07529901,-0.059334844,-0.055614173,-0.06425709,-0.06184888
0.25288615,-0.0016072094,0.16945827,-0.121420175,-0.039723963,0.16405523,-0.055707872,-0.1040487,-0.109680645,0.08401372,0.12375295,-0.044935532
-0.16160464,0.14062512,-0.069185585,0.100720555,-0.13261989,-0.015283778,0.10960367,0.038495973,0.1383591,-0.18382147,-0.023988098,-0.13273863
-0.17087734,-0.11187693,-0.22227785,-0.14993587,0.35611796,-0.01923664,0.11794144,-0.009592086,0.124573976,-0.08049439,-0.12521905,-0.07325059
-0.11972128,0.11018106,0.19548619,0.060964793,0.028555699,0.031227626,-0.042711444,-0.13338438,-0.095136724,0.287336,0.029420525,-0.13824823
-0.085829794,-0.07461932,0.0037952438,0.077916086,-0.01870951,0.0272474,-0.12042634,0.084728375,0.080180004,-0.015094623,0.09587893,0.0676146
