A,B,C,D,E,F,G,H,I,J,K,L,M,N
-0.17435537,0.26278502,0.022519529,0.08980133,-2.3672452,0.78466505,-0.085174926,-0.0643588,-0.2507149,-0.10059768,-0.8047338,1.4554265,0.7098886,0.0067360476
-0.7568829,1.0247496,0.043923005,0.05097638,-2.1419518,0.6745412,0.039960623,0.06312586,-0.2063345,-0.050140433,-0.5646732,-0.44413346,-0.25032824,0.557019
-0.8929149,-0.5630482,0.012752712,0.108868,-1.0849504,0.8977753,-0.041701555,-0.099104695,-0.49477547,-0.10279538,-1.0095575,-0.88962716,0.03356348,-0.32370946
1.4764572,-0.7808788,0.14798123,0.11276689,-0.245536,-0.32180697,0.09895587,0.099732086,0.9934217,0.055290207,-0.83431107,0.92394507,1.0195256,1.0983342
2.4652898,0.2242663,0.11977175,-0.12573779,0.7183751,0.008122347,-0.14647646,-0.117473125,-0.4676603,0.1280888,-0.034140058,-0.13187274,-0.5381016,-1.4545996
-0.74995625,-0.7990345,0.06718843,0.09853166,-1.1744878,-0.10012543,-0.10855183,-0.04150699,-0.56439006,0.078146145,0.156416,0.25800672,-0.4572926,0.3555966
0.21006113,-0.67957246,-0.14136204,0.108246684,1.1715428,1.7265613,0.10630283,-0.07023898,0.296632,-0.124308735,-0.65064126,1.2344259,-0.73040867,0.58764756
-0.8574011,0.08588931,-0.025816463,0.01376152,-3.2717803,0.14208943,-0.016302943,-0.024674729,-0.2962302,0.09393628,0.04476752,1.3609347,0.5993019,1.3058685
-1.160285,-0.69120824,-0.028983347,0.08125861,1.0582765,0.06700446,-0.08794932,0.11057162,-0.37880525,0.04850404,-0.5916825,-1.4696184,0.8581366,-0.8426577
0.5305475,0.46911526,0.009288222,0.09047811,1.3131404,0.34992632,0.009052962,0.1210877,-0.55679286,0.09058748,-0.5471359,-0.17782596,0.029665694,0.39511603
-1.6624998,-0.09947194,0.12369028,-0.051436298,-0.32954705,-0.7202885,0.11664724,-0.11220923,-0.29287297,-0.13410947,-0.5205291,0.6255804,0.3615765,-0.36794615
-0.43577424,0.46985963,0.016180709,-0.0466446,0.30161345,0.5236698,0.1451183,0.08695789,-0.8091141,0.06776592,0.72202283,0.39170527,0.6153575,0.85714877
0.1485418,0.65095884,-0.025914505,0.07898265,-0.68076855,-0.3099326,-0.08190236,-0.10574475,0.5769984,-0.033731394,0.4638896,-0.49908307,0.06371666,-0.42451978
1.4083881,-0.23255715,-0.13482569,0.11789152,-0.656567,0.86645436,-0.092794925,-0.033871457,-0.35719505,-0.06956052,0.28617296,-1.0182078,0.16682576,-0.72034645
-0.60464895,0.38600498,0.033991724,-0.11735323,0.5045927,-0.21395169,-0.047093138,0.14019433,-0.93924963,0.12669405,1.062171,0.6890362,0.09481183,0.64165664
-0.5148194,0.5067191,-0.12047228,0.064963,-1.1301342,0.7711192,-0.040681653,-0.034145594,-0.7024305,-0.05027756,0.22402677,-0.50783646,0.4315751,1.0750947
1.7678915,-0.33589375,-0.13170788,0.12894598,1.0744655,0.12965077,-0.075436614,-0.042632014,-0.22103809,-0.1436413,-0.62611544,-0.11604096,0.3354549,1.123874
-0.22003958,0.7854941,-0.08140567,-0.09461589,0.7565432,-0.1204869,0.096744776,-0.036306776,0.27504483,0.0037234426,0.3725831,-1.6717689,-0.627835,0.932828
-0.20789981,0.6837053,-0.0691662,-0.042595446,1.2783356,-0.71200705,-0.031495176,0.093266055,-0.50827956,-0.0012449771,0.24409342,1.0261394,-0.90430045,0.43702787
-1.7007744,0.856561,0.062014073,-0.14463067,0.52375245,1.0975395,0.06682609,-0.11664797,-0.91652274,0.032945126,0.55136836,0.09649481,0.2943195,0.43344143
-0.41265845,0.6920233,-0.015429929,0.064324096,1.0229056,-0.26032874,-0.051085874,-0.0728724,-0.20082076,0.12672886,0.34463978,0.9667301,0.17074595,0.67383826
0.6841918,-0.88386714,-0.086895436,-0.082233615,1.2547677,0.36161774,-0.13961868,-0.0718206,-0.76991546,-0.063164026,0.77667904,0.7568095,-0.7036786,0.3890493
-0.80589414,0.864624,0.13977727,0.031726316,1.626749,-0.32594025,-0.07054412,-0.13672146,0.112972006,0.14321429,0.3119667,0.16478795,-0.5128474,0.41240367
-2.4134624,-0.26659232,0.11755201,0.10596201,-1.3765955,0.7127636,-0.021319985,0.05287215,0.8947311,0.11263949,0.01792958,-0.37567458,-1.3869915,0.19070838
0.3325979,-0.79749894,-0.010352001,-0.101546526,-0.83610207,0.4735496,-0.019640595,-0.058370054,-0.72484386,-0.11881337,0.012602821,-0.21991503,1.0643947,-0.33067614
0.69414324,0.6028199,-0.009103939,0.008287415,-0.95016134,-0.2038325,0.009736389,0.10709578,0.16772562,-0.07674165,-0.5944769,-0.029691853,0.47030216,0.5711975
-0.03091088,1.0081205,0.029642522,-0.09636703,0.4039771,-0.48139003,-0.08257027,0.02112782,-0.53067964,-0.09531178,0.027739264,0.19177611,-0.60516864,-0.05143757
-2.472222,-0.0010292297,-0.10922706,0.11964229,0.9253355,-0.68243325,0.0258452,-0.1235685,-0.33801436,0.066023394,-0.5038164,-0.39521393,-0.23107168,-1.1292411
-1.2595155,0.3762126,0.1460599,-0.124078065,-0.51898205,0.42061868,0.12119755,0.015927926,0.5452708,0.100925446,-0.57644534,0.25838065,-0.62290996,-0.5018114
0.23758593,0.83577186,-0.05843422,-0.14524537,0.5560962,0.24459788,-0.088525616,-0.08143239,-0.37893975,0.08292262,-0.29464418,0.36679003,1.2462753,0.6078485
0.0394475,-0.105725706,0.106108814,0.12301344,0.5869473,0.10595539,0.039665565,0.035285547,-0.5787396,-0.12741901,-0.53936833,0.4169834,0.74607253,-0.72447306
0.17076637,0.534119,0.0903966,0.028391615,1.2247885,-0.64858365,-0.074499756,0.13710079,0.7077976,-0.050476693,0.4392795,0.7101048,-1.0245591,0.7303978
