A,B,C,D,E,F,G,H,I,J,K,L
-0.027909577,1.0351765,-1.0397648,0.36958498,0.058029026,-0.027423084,0.014327005,0.7254214,1.9831231,0.9389012,0.13156053,0.38325107
-0.19777536,-0.032023042,0.6322708,1.4989103,-0.116906464,0.10622364,-0.12212068,1.1768677,0.31118253,-0.22596547,0.017800659,0.72299
-0.352643,0.42701697,0.2993943,-0.8345725,0.087204605,-0.09403366,-0.116615586,0.8297164,-0.052010313,0.5584222,-0.062421262,-0.38458592
-0.108707234,0.3836093,0.86752355,0.65815055,-0.03052061,-0.028051369,-0.033202283,0.57491773,1.1167341,0.8134983,0.079424605,-0.8153215
1.1707618,-0.29722312,-0.95397234,-0.30511832,-0.09258047,0.05446239,0.06005816,-0.31253892,-0.6624193,1.5895035,0.14361146,0.303133
1.0003368,0.06112145,-0.58288777,0.85709107,0.015116066,-0.09226106,0.06504956,-0.8954099,0.16332462,-1.3476031,-0.1444185,-0.7127278
1.4344714,0.54450905,-0.7359825,1.005585,-0.11646533,0.0063274354,-0.098472945,-0.5766463,-0.48573875,0.009200215,-0.12993711,0.7311504
1.3791206,-1.1674267,0.333312,-0.8263797,0.114527225,0.10053727,-0.14714476,-0.5029006,-0.07065445,0.4344129,0.14417899,0.119544394
0.2676803,-0.33595023,0.61521554,0.1395901,-0.10694969,0.05790019,-0.08714217,-0.7865373,1.5273561,-0.31284797,0.037329406,-0.060624447
0.07909258,-1.0602548,-0.7681588,-0.2367809,-0.050379038,0.040523604,0.0646403,1.4288797,-1.3354477,0.31704593,-0.04519803,0.8023982
-0.47456056,-0.4238586,0.21707942,1.1419107,-0.11231227,0.07980476,-0.1189992,1.2948103,0.2851966,0.64072007,-0.054212578,0.054505117
-0.5930757,-0.84471476,-0.06970228,-0.40994918,0.060395926,0.05918826,-0.104883745,1.3128595,1.2849281,-2.21416,-0.122727945,0.71689284
-0.29220462,-0.010708451,-0.59208596,1.4774196,0.08485003,-0.110562,-0.08807708,0.12818569,2.22698,1.5403287,-0.0025626868,0.52064663
1.4247129,-0.69590753,0.27640754,0.81948817,0.0829632,0.019505411,-0.08000538,-1.2504054,-0.6513949,-0.028449409,-0.032629542,0.82393384
0.015619874,-1.1009119,0.29160863,0.25951377,0.07238509,0.010658801,0.072954744,1.7942941,0.60845166,-1.2811427,0.14825174,0.7642704
0.021844722,1.120754,0.19675106,-0.57806504,-0.014164597,-0.07337405,-0.13861454,1.3707205,1.0718734,-1.0962362,-0.029164806,-0.6343504
-0.1861367,1.4706562,0.17044033,-0.8030225,-0.12545511,0.08717306,0.00028273463,-1.8159649,1.8692757,1.2741117,0.009542614,0.941123
-0.89025617,-1.8647784,-0.35041386,-2.3114622,-0.10301019,-0.07450557,0.11610219,1.5371994,0.5823451,0.30299902,-0.01083529,-0.0519675
2.144055,-0.2541824,0.028115094,0.36269376,0.028902397,0.111418664,-0.010693163,-0.06910588,-0.43516117,-1.0344806,0.048429444,0.22626457
0.36216414,-0.64840496,-0.6067371,0.17873666,0.084725514,-0.016660169,0.068149984,-1.0872333,1.1498023,1.2535905,-0.09105959,0.11554918
-0.032637626,-0.36593068,0.40099084,-0.07796696,-0.023322687,-0.034849606,0.05056107,0.3944059,0.32809746,-2.1872149,0.07598977,0.6853387
