A,B,C,D,E
90.85968,16.049982,19.216398,34.607018,22.062988
216.88802,31.435463,9.432695,36.142464,29.552637
155.53241,12.493072,9.542034,39.39369,5.355425
143.80888,15.103483,10.396838,53.61851,42.08884
151.36539,14.953623,14.9443035,56.34884,48.25153
106.92663,12.711187,13.393408,63.987103,28.077402
178.22067,24.366978,32.9926,104.5856,38.18224
118.574554,30.66299,20.190006,43.58165,46.278305
128.00282,20.810318,10.706475,70.00228,38.710033
174.32828,18.173164,31.17375,56.10143,51.209743
167.09515,20.76737,3.7586222,34.271236,46.392624
133.6415,11.122788,8.006703,69.51079,57.736618
158.69832,14.49995,6.274831,72.107414,47.84911
0.313385,26.33184,7.70323,93.09451,40.738743
219.44551,11.533024,23.970167,143.2419,48.774845
223.23793,14.915848,7.7061844,110.70252,74.97019
130.76257,13.807656,8.452006,59.64972,51.883984
82.07651,2.7289162,7.6102653,75.49766,-0.84241295
155.8356,28.670153,24.352797,53.50071,13.734267
215.07869,19.46476,27.035852,70.62681,52.59355
124.13166,22.560755,13.112084,31.091848,43.567345
92.11088,10.233753,13.257802,28.066212,32.52054
14.273361,17.441704,5.8557568,37.089046,27.932135
112.36616,22.168547,12.381481,40.705166,41.39947
50.6036,16.67719,9.861513,13.985046,24.81593
26.715395,7.1289196,11.598413,17.895927,3.3287768
25.34404,14.405667,9.838042,-29.406685,-0.8191147
71.28054,9.403752,10.728738,35.819252,-16.567822
132.33772,7.2911987,19.656694,53.43553,35.625828
64.86389,11.561819,10.411392,55.9476,34.24018
77.76357,11.472136,17.544529,41.907883,39.755074
113.17547,4.5667715,10.323857,53.142387,42.445625
163.04323,17.040073,14.976943,30.770023,46.59647
132.07082,13.509003,2.9424639,44.966118,37.410313
78.41228,22.027897,1.2516937,49.222977,53.041183
73.71599,13.20776,10.615331,37.19193,39.79588
103.74289,18.773169,17.17776,29.87254,23.405422
81.02944,21.278923,29.17004,21.151564,36.576576
82.26019,28.532997,4.1439257,31.327332,20.467289
72.97894,13.339361,15.877103,32.469215,49.669323
73.36035,18.425247,-2.1129866,6.593952,68.871544
89.646706,14.554631,14.321054,15.791463,67.06192
15.990505,11.365461,10.108494,-27.824379,54.647484
-20.73782,22.141932,12.61109,0.2692064,81.70636
0.62289524,12.356982,11.791491,4.0012703,107.881546
-75.10879,24.192451,12.2576,-15.703653,165.68217
-38.79353,33.042145,12.281699,-0.8647561,176.98656
48.988,51.27923,15.494565,-2.3733711,185.8526
67.01896,46.65988,16.954521,7.507366,130.4827
51.135983,26.996817,16.598726,9.472582,184.85939
58.12654,30.105556,9.0669565,15.888563,192.95874
26.858603,32.514957,18.312885,63.56819,89.665405
152.68587,27.876223,40.820908,95.0854,133.07762
