A,B,C,D,E,F,G,H,I
0.4282598,0.35692692,-0.051108085,0.7656355,-0.14158276,-0.05951768,0.48649362,-0.019351885,0.48541293
0.4001158,0.5861178,-0.13321462,0.69995224,-0.09346111,-0.054465063,0.40586743,-0.09589532,0.5264099
0.6304572,0.48855716,0.12743396,0.6415118,0.022153914,-0.034716867,0.6378907,-0.061605357,0.74313426
0.5358108,0.37651926,-0.024604201,0.7889535,0.072419435,-0.07411836,0.6343235,-0.051934846,0.63417137
0.5964345,0.51848066,0.005903721,0.7194777,-0.09320119,0.048868567,0.47295958,-0.12644288,0.74872833
0.42911214,0.5634746,0.08102529,0.529525,0.036274195,0.11207119,0.41740033,0.13096112,0.7467198
0.59644276,0.34659594,0.116656244,0.78708035,0.07854605,-0.10245699,0.51646227,-0.07542431,0.50811535
0.59657997,0.6419142,0.09083219,0.5788888,-0.052770086,-0.08313747,0.6725956,0.03204149,0.4869275
0.5249301,0.57265544,-0.0053758323,0.6186608,-0.09346111,0.06504752,0.47923192,-0.044301353,0.53462946
0.4985948,0.48973322,-0.06743625,0.65070283,-0.021078065,0.12961447,0.42144006,-0.05271156,0.47735074
0.46393377,0.51542366,0.041695103,0.73599666,0.011142999,0.04636495,0.59291357,0.022335753,0.7686833
0.50921065,0.61365014,-0.062320985,0.5854867,-0.016904637,0.11354196,0.5179818,0.0021155775,0.4850491
0.4819015,0.57576466,-0.041805536,0.76476055,0.021816477,0.011940539,0.3985083,0.07194473,0.52706194
0.5378444,0.6393485,-0.11925098,0.6409267,0.03946905,-0.03408938,0.45450902,-0.045097716,0.5497514
0.33304542,0.48109627,0.072318226,0.8234159,-0.020916402,-0.081487656,0.5873902,-0.0635964,0.6307426
0.5359945,0.4082184,-0.051108085,0.69906545,0.14902249,0.0069545954,0.63403046,-0.057644643,0.65210485
0.3983844,0.57491696,0.07781847,0.7140188,-0.020668715,0.03640212,0.38256007,0.0025041252,0.49975815
0.5212324,0.39378154,0.11676952,0.7170935,-0.13563424,0.042787567,0.42050496,0.0764474,0.48167595
0.5381365,0.613661,-0.11872761,0.78976727,0.025438488,-0.023168057,0.3535989,-0.011158958,0.5485682
0.43251586,0.6525724,-0.069992535,0.5236367,-0.06154815,-0.14515702,0.46481115,0.1213257,0.5287077
0.6113949,0.55006486,0.0031596273,0.6185278,-0.14410217,-0.12598638,0.56249666,0.05895844,0.74592733
0.4616564,0.45778757,0.13452032,0.71167463,-0.11388682,-0.014011338,0.6536446,-0.023909763,0.67579263
0.519097,0.6103972,-0.093995266,0.5927713,-0.06568626,0.13486868,0.38539815,-0.08530714,0.47006276
0.5121429,0.40101194,-0.081291735,0.5938143,-0.018102065,0.021125242,0.46263608,0.0005750805,0.7057192
0.62400436,0.4353641,0.14156306,0.7336233,-0.08652377,0.009020537,0.45226467,-0.14424917,0.72091436
0.5267165,0.3990842,0.06800249,0.76930356,-0.050053976,0.0812843,0.3759821,-0.10781738,0.6136707
0.56520087,0.6655953,0.14244619,0.66338193,0.1195007,-0.012303278,0.39769122,-0.120243475,0.54521286
0.53455245,0.5358423,-0.039936446,0.82437694,0.013386175,-0.1115731,0.5322976,0.020984814,0.61397994
0.63076884,0.47394535,-0.015756756,0.75975734,0.14735389,0.13873538,0.5458269,0.004576087,0.5046848
0.6342509,0.36048418,-0.07666401,0.58216584,0.049864396,0.13486868,0.5096256,-0.08530714,0.65792567
0.36238375,0.61177635,0.008657783,0.7371033,0.040579736,-0.10981658,0.42968148,0.034750953,0.7017585
0.46331623,0.5462265,0.0396152,0.5664769,0.054483816,-0.13685277,0.5680446,0.06840716,0.73510575
0.50718737,0.43071368,-0.1376748,0.70538634,0.085908696,-0.038471177,0.47723883,-0.04478102,0.5333303
0.3808901,0.6158505,-0.030160747,0.7335833,-0.0046603084,0.1440804,0.58139527,-0.10936421,0.54877746
0.47093627,0.3672704,0.11059284,0.5562149,0.0064620525,-0.08632055,0.40385228,0.059109822,0.6991359
0.48959818,0.43184036,0.0064468533,0.6548974,-0.09473835,0.08950581,0.44786972,0.007980302,0.52811664
0.63308275,0.54071593,0.1217452,0.5104541,-0.0039800107,-0.1357287,0.4933244,-0.08172402,0.65159893
0.5020567,0.43053207,0.035148546,0.5647212,0.11332539,-0.1412224,0.42860103,0.046685457,0.53603
0.33425406,0.4581477,0.023779735,0.6131715,0.03453511,0.086784914,0.56938267,-0.040092997,0.7029668
0.63986474,0.52244574,0.10042995,0.6481401,-0.117051266,0.11751279,0.49639606,-0.11665928,0.47570387
0.59906137,0.550672,0.10207826,0.7598349,-0.058169663,-0.07315003,0.40415078,-0.033023216,0.53906393
0.6672579,0.3891463,-0.07666401,0.7767845,-0.015979096,-0.10155244,0.414898,0.023168817,0.714522
0.48923588,0.37902364,0.077114135,0.67982274,-0.0059453994,-0.09285617,0.4984662,-0.12245309,0.47740337
0.41355547,0.36683327,-0.006915927,0.6864375,-0.048352614,0.07367319,0.37206694,-0.13178699,0.7036921
0.5869634,0.43391904,-0.0602218,0.7006927,-0.08339689,-0.1412224,0.6232225,0.12706363,0.7113254
0.46244287,0.49155134,0.09413232,0.58352244,0.072865605,-0.14515702,0.61353976,0.0048721433,0.47346666
0.663537,0.48113012,0.10052124,0.6859108,0.023227066,0.03877957,0.5077611,0.09526867,0.612998
0.3754577,0.47252178,-0.010268331,0.72105074,0.021713108,0.14405671,0.50903225,0.14542392,0.7375547
0.47656223,0.6182923,-0.082939915,0.6439076,-0.0005623549,0.028400242,0.35408476,-0.069396295,0.73572725
0.52140796,0.50099736,-0.036622755,0.553924,-0.03829585,-0.08527823,0.5921525,0.013125479,0.5415556
0.5160525,0.50774354,-0.10067421,0.5800375,-0.06815647,-0.054773644,0.4881903,-0.087407775,0.5283653
0.61456645,0.34804773,-0.051108085,0.7307933,0.07663569,0.06852822,0.377834,-0.0554948,0.7177818
0.66303694,0.36545366,0.1264579,0.7957476,0.0855466,0.030085253,0.6332383,0.04782228,0.56063616
0.6640674,0.43398994,-0.04153154,0.6833568,-0.09199756,0.10486877,0.47026226,0.085658014,0.4851818
0.5233153,0.47368842,0.006458938,0.75237924,0.10662252,0.042787567,0.5192899,-0.038961947,0.5341042
0.4924641,0.36794865,0.14503303,0.72927624,-0.07526179,-0.06768598,0.3942385,-0.1054565,0.7481385
0.5256458,0.49452326,0.0030263066,0.5335808,0.12793481,0.0024113806,0.5501436,0.09978309,0.7666193
0.5841273,0.58106196,0.07447502,0.66302574,-0.10395717,-0.06879815,0.39777386,0.12126851,0.6610112
0.45543864,0.38300925,-0.061234422,0.534793,-0.14158276,0.08609466,0.38583517,0.048457563,0.50675374
0.4665257,0.38709247,0.07358165,0.5895623,0.13415223,0.04432203,0.5877881,0.022335753,0.73404205
0.6393361,0.5020633,0.010742098,0.73099625,0.014468804,0.10486877,0.34709054,0.098012716,0.6353454
0.5814588,0.5384475,-0.13438112,0.70706695,-0.047520787,-0.12668559,0.44126645,0.05684036,0.6448798
0.5227346,0.45221,0.10745853,0.68132824,-0.12891513,-0.13630994,0.59065175,-0.13276264,0.7364044
0.63538355,0.577991,0.12944803,0.72670513,-0.13320114,-0.13976988,0.5696877,0.09229687,0.5278964
0.63805443,0.4965701,0.07444012,0.566887,-0.10936643,0.065225676,0.59436786,0.07040405,0.5065513
0.58268315,0.48760653,0.11435941,0.7840863,0.07915364,-0.12046436,0.44480872,-0.09691306,0.4741304
0.54450786,0.5894468,0.05961144,0.77473223,0.058655992,0.040333733,0.5206356,-0.0037870407,0.48800865
0.5832635,0.52766275,0.13802388,0.5200698,0.104472846,-0.02063778,0.40421113,-0.03931403,0.6811004
0.59129655,0.46096593,-0.11925098,0.64263904,-0.037129857,0.0936694,0.6109997,-0.13595445,0.71534115
0.43731967,0.47299787,0.05090548,0.71589625,0.03432791,-0.042714432,0.5625936,-0.048305675,0.53002405
0.6646353,0.48675627,0.028395236,0.75805765,-0.071999736,-0.034716867,0.51748514,-0.09298881,0.73419416
0.39736044,0.47194335,0.13830164,0.70195705,0.14127097,-0.01723522,0.3619612,0.0066878498,0.6297965
0.66894484,0.6302615,0.06160821,0.6550674,-0.072524734,-0.098688304,0.41029572,-0.10531923,0.664665
0.4216956,0.3741166,-0.073080115,0.5896865,-0.028675161,-0.052789398,0.5763278,-0.064481795,0.49447984
0.41254187,0.55498576,-0.07604379,0.6324669,-0.06815647,-0.05324711,0.49683645,-0.1308098,0.6519258
0.5270635,0.55224687,-0.13696973,0.7579105,0.14560035,0.14366674,0.3965525,-0.0011576265,0.5693097
0.4007234,0.43903014,0.13387203,0.7250613,-0.10281719,-0.056370527,0.50485444,-0.10759044,0.5407253
0.5810831,0.47852048,-0.11286627,0.80211365,0.14572021,0.024326414,0.5540067,-0.045097716,0.52878845
0.4348624,0.48108792,-0.0030727985,0.5659122,0.057769373,0.0068994462,0.49845698,-0.06785796,0.6964605
0.45833272,0.54439807,-0.12362048,0.6598849,0.066028655,-0.008680493,0.40625703,0.058540925,0.7558118
0.37595305,0.51898766,-0.13229324,0.5496457,0.0855466,0.12115455,0.5148551,-0.029080622,0.5268318
0.5935359,0.4613463,0.04443629,0.682567,0.13106859,0.11435172,0.47341305,0.10463774,0.72787094
0.46326143,0.51333076,-0.10722029,0.71380585,0.13319424,-0.031364538,0.59645736,-0.06491377,0.53683084
0.3568979,0.5740442,0.123773366,0.70505786,0.14735389,-0.0077490956,0.4875344,0.09672105,0.65720344
0.5365484,0.37948638,0.13041276,0.71830136,0.121466875,0.03145787,0.4150384,-0.061530307,0.52986467
0.5719131,0.63606143,0.09027302,0.53481185,-0.01089184,-0.023336858,0.64461654,0.13386679,0.6453037
0.55166763,0.4628028,0.04487014,0.67404526,-0.1148172,0.072279006,0.51510286,-0.06491377,0.5141314
0.49722058,0.54947084,0.014068648,0.7036344,-0.14259446,0.11502886,0.3429,0.14384106,0.69340277
0.51707685,0.61117154,0.00347206,0.65853006,-0.03165009,-0.07315003,0.57907563,-0.0064902604,0.60718745
0.6200197,0.46726528,-0.044300474,0.51678693,-0.08710143,0.04229617,0.4206444,0.047874704,0.660148
0.67791414,0.47019878,-0.060217634,0.72719693,-0.14612691,0.05855839,0.406023,-0.075022995,0.7529715
0.40254667,0.46912336,-0.0047317743,0.6002401,0.048767805,0.08543944,0.5889248,-0.14793089,0.49069968
0.47855037,0.6640193,0.026919693,0.6969181,-0.02875144,-0.012303278,0.6024587,-0.0459601,0.6982253
0.64198315,0.6422445,0.10229024,0.6776796,-0.013727248,0.10085514,0.40366292,-0.04627721,0.68980855
0.51602316,0.50504667,-0.06070111,0.6112728,-0.0009499192,0.083726406,0.35173374,0.0005750805,0.48462376
0.5573834,0.47042266,-0.06374483,0.78280264,-0.14544572,0.06235841,0.6139907,-0.082669206,0.6641843
0.5275388,0.67096823,-0.049591705,0.7736884,0.13717383,0.09638983,0.5665901,-0.061530307,0.73259676
0.47476003,0.43340862,0.13207707,0.8254831,-0.09763157,0.07224718,0.48517147,0.07759385,0.63784695
0.5141063,0.46322748,0.092696175,0.75057167,-0.0057862103,0.116013736,0.3804428,0.005457923,0.6675497
0.40090173,0.4682041,0.0089529455,0.73455256,0.1195007,0.05451174,0.6381025,0.10254648,0.7728998
0.3297981,0.42380577,-0.04180271,0.66439325,0.018261805,-0.059026822,0.5197904,0.1377579,0.6360261
0.3787566,0.37912428,-0.07039179,0.72895736,0.13415223,-0.07992958,0.65167975,0.074833736,0.47325242
0.46079043,0.5777907,0.14416412,0.7416159,-0.021635354,0.13406414,0.59795594,-0.14372015,0.65659505
0.3293592,0.48735368,0.1264579,0.5576323,0.13210878,0.13912645,0.6495422,0.056748852,0.7063178
0.37168944,0.5903456,0.11075291,0.66403687,0.059726447,0.03085691,0.53587925,-0.08306138,0.4602712
0.44229385,0.55288535,0.011044532,0.7769606,0.04364188,0.004150778,0.45642078,-0.10759044,0.59074587
0.43907937,0.4386802,-0.06494406,0.6322908,-0.11388682,-0.11628594,0.3700414,0.06907059,0.6453763
0.3620428,0.5469294,-0.0051957667,0.75083977,-0.06815647,0.06905997,0.5155066,0.037780747,0.65399384
0.4241456,0.48802835,0.10038373,0.77541065,0.025004178,0.016713902,0.50955915,-0.042980686,0.49717194
0.5106423,0.46879303,-0.073842436,0.51819783,-0.0008722842,0.00084488094,0.58957744,0.060140297,0.6245742
0.517787,0.41282445,-0.12978037,0.81603295,-0.11460771,-0.11930452,0.51380914,-0.030038849,0.7435083
0.37100813,0.5178718,0.04183571,0.7506263,0.022030488,-0.026323415,0.46879482,0.060302153,0.61620015
0.36723566,0.5499747,0.07172604,0.73377824,0.14047545,0.0135346055,0.3957972,0.08564292,0.64512
0.50956345,0.45111787,0.07307319,0.65974236,0.042939454,-0.0098002255,0.5106479,0.14893055,0.62838924
0.4157989,0.4367514,-0.10037878,0.69859064,-0.13280706,0.005882174,0.6162535,0.09610234,0.5099394
0.51295936,0.47256184,0.13452032,0.65732807,0.13415223,-0.14308542,0.58692986,0.10212174,0.61617726
0.4693105,0.43732068,0.02035448,0.7668342,0.021504581,0.029633926,0.5142375,-0.087407775,0.7659033
0.6526115,0.53969455,-0.056943983,0.78512985,-0.123192884,0.084639505,0.45769334,0.047898978,0.50357616
0.66456056,0.5339271,0.091117665,0.700166,-0.02204892,0.061627418,0.409959,-0.084391706,0.72810394
0.6648429,0.5948245,0.06384237,0.66816664,-0.048480786,-0.007988229,0.40360704,-0.03343547,0.6911103
0.46157974,0.42337573,0.027691662,0.61284393,0.086592704,0.019048527,0.6615632,-0.14677529,0.536075
0.3506743,0.49042216,0.035073638,0.6335403,-0.114683196,0.01790291,0.4557439,-0.13178699,0.7240073
0.6318487,0.46054256,0.05859819,0.54863185,-0.09361471,0.1112037,0.4037399,0.1294986,0.470442
0.36723813,0.5375127,-0.13977244,0.6504153,0.0049213916,-0.019716933,0.5925035,0.122158736,0.64021456
0.44886234,0.6240287,-0.08902567,0.71372277,0.010389268,-0.124494486,0.4016042,0.1119245,0.6623997
0.5335425,0.5720554,0.07785113,0.7204024,-0.102381766,-0.009882569,0.39756018,-0.03931403,0.5820252
