A,B,C,D,E
0.39228287,0.91152424,0.91128224,0.7293556,0.7377124
0.43669564,0.9261201,0.9070178,0.7453744,0.750265
0.38098824,0.9001228,0.9150887,0.7386385,0.7394762
0.44320711,0.9294472,0.9255161,0.7414427,0.7354402
0.37660778,0.904093,0.91896075,0.74317366,0.72830087
0.43378893,0.9336802,0.9278105,0.72547656,0.7311786
0.40131253,0.9061694,0.9192205,0.74086845,0.74148834
0.4141112,0.91846734,0.9146507,0.7401443,0.7295248
0.39716685,0.9179068,0.90433145,0.74347705,0.74201596
0.4224149,0.9301826,0.91099256,0.7366926,0.7332508
0.39825642,0.91243947,0.9237494,0.74292856,0.74463445
0.42377186,0.9149243,0.9178539,0.73327816,0.7385963
0.40067658,0.9120605,0.92307377,0.73132294,0.7433258
0.4296953,0.9210353,0.9137544,0.73937523,0.7375666
0.39579594,0.89474595,0.90584487,0.7384121,0.7363708
0.41949645,0.9240441,0.902242,0.7484096,0.7402733
0.3862985,0.9157445,0.9129076,0.73978984,0.73036194
0.43407863,0.93147343,0.9116872,0.7350332,0.7474129
0.39279816,0.90624887,0.9187712,0.7333031,0.748324
0.43131924,0.9143745,0.93235254,0.7370917,0.7390374
0.39791042,0.9072201,0.9223329,0.7420744,0.7390683
0.41876194,0.92564005,0.9158344,0.7321744,0.7359138
0.4081056,0.9195631,0.90128696,0.741983,0.74587685
0.41447827,0.9109769,0.91492635,0.73507655,0.7428493
0.3977975,0.9195156,0.9266348,0.7429001,0.74385446
0.42718452,0.9171789,0.9217517,0.73217356,0.74047047
0.40355125,0.9139073,0.9294405,0.7266145,0.7480047
0.42065352,0.918243,0.91419286,0.74002874,0.74836665
0.39039996,0.9157405,0.91148096,0.73507655,0.7330487
0.42924395,0.9235289,0.91506904,0.75105184,0.7414389
0.3850111,0.9048059,0.91911006,0.75298315,0.72719556
0.4230002,0.9283665,0.9249561,0.74482554,0.7393114
0.39617997,0.9223403,0.91240555,0.7401132,0.7298134
