A,B,C,D,E,F,G
0.70287955,0.99850774,-0.08824903,1.0672458,-0.07424989,0.6295504,1.0187118
0.60257304,1.0109255,-0.13574964,1.1164689,0.11077598,0.5352636,1.1033216
0.50304043,1.1367996,0.14962867,0.88934684,0.06507252,0.44370827,1.128757
0.54417515,0.9542804,0.14892092,0.9844713,-0.13222113,0.27777755,0.8562984
0.5210353,0.97536033,-0.12235673,0.8606094,-0.0026025325,0.6637343,0.9162144
0.52716756,1.0872755,-0.047906883,0.9466452,0.013435185,0.60433203,1.0569284
0.45625943,1.0351372,-0.12529014,1.0224508,0.022862554,0.40076458,0.9278873
0.36332285,0.9104916,0.1495395,0.8581202,0.039176702,0.53514194,0.99955726
0.4886142,0.9147943,-0.057364464,0.89974576,-0.07222118,0.49862128,1.0251615
0.5153199,0.92533755,0.053132698,1.0511239,-0.085532516,0.36982545,0.9026866
0.5697149,0.9418828,-0.052746445,0.8531619,-0.10752797,0.5847393,0.93078494
0.7568655,0.88213885,-0.10626516,0.8900629,-0.09861702,0.49904847,0.8870784
0.54484236,0.9738102,-0.10001892,1.0006138,0.098918244,0.6850388,1.1337322
0.5513888,0.98287344,0.12468963,1.0717516,-0.08801201,0.2785549,0.95312303
0.40501702,1.0907397,-0.073848516,1.130638,-0.082294434,0.60647583,0.9340978
0.5007016,1.1471477,0.098940626,0.8948277,0.00484477,0.5061744,0.9026866
0.65011847,1.0573709,-0.13029195,1.0088365,-0.11298436,0.5254991,0.9378121
0.56049955,1.1291019,0.1045824,1.0876524,-0.02641552,0.49801916,1.0535259
0.5816318,0.89612526,-0.036911868,1.0808566,-0.13079086,0.46111798,1.1052761
0.5618403,1.1196461,-0.04638087,1.0124879,0.025088385,0.4578134,0.9405713
0.555063,0.9859604,-0.104175806,0.8829707,0.048773646,0.48176563,0.9555371
0.5542327,1.016533,-0.10272224,1.0940853,0.122308105,0.7074851,1.0373805
0.5048505,0.8579662,0.14194071,1.0060033,0.13263947,0.4446311,1.0141772
