A,B,C,D,E,F,G,H
-0.0014882475,0.004048034,0.65725005,0.6653017,0.50161815,0.0053705005,0.007009084,-0.0022400522
0.00039710378,-0.00040623965,0.66112137,0.6614587,0.50223225,0.0029305618,-0.012106851,-0.0012207179
-0.0032255815,-0.0062176553,0.6657065,0.65860945,0.49946165,0.006929328,-0.0022845017,0.0031171935
0.0088196285,0.002718077,0.6657065,0.6593439,0.49976346,-0.0033994082,0.0052759396,-0.00095293514
-0.0073559354,-0.00658863,0.65856576,0.66037494,0.5065128,-0.0018861113,-0.0053398083,0.003613296
-0.006852964,0.003379547,0.6518771,0.66385275,0.49464205,0.005036525,0.00053898105,0.0027356653
0.003235462,-0.0049166973,0.66479313,0.65700245,0.51028025,0.004463311,-0.004418812,-0.0012207179
-0.0028163549,-0.0009449014,0.6510319,0.6592862,0.50469613,-0.0006104004,0.0025253089,-0.0026498665
0.0048046187,-0.0057046157,0.6578575,0.65828437,0.5012338,0.0045278203,-0.003947135,3.653906e-05
-0.0016454761,0.00069181167,0.6595392,0.64920896,0.5007378,0.0068354937,0.0022271213,-0.0009674781
0.00083985366,0.0032845812,0.6544321,0.6646649,0.4939683,0.00097616034,0.0023025586,0.0038073633
0.001534607,0.0034290736,0.6692756,0.66127723,0.5042186,-0.00031540816,-0.0029957364,-0.0061611603
0.002374791,0.0010068831,0.6560683,0.6622285,0.49891627,-0.0021282171,0.008191607,-0.011548277
-0.0017609098,-0.004870572,0.6637315,0.6534134,0.49757943,-0.009212306,-0.0045130644,-0.0072191497
-0.0032454666,0.001869071,0.656818,0.66772383,0.51398206,-0.0020696628,0.0013492763,0.0034971368
-0.0032707097,-0.00055973994,0.6618468,0.66121703,0.50152194,-0.008500414,-0.0054483395,-0.0046464973
0.010508655,-0.0071498887,0.65798646,0.65701866,0.50266814,0.0029233296,-0.0020024416,0.0029446494
0.0031160947,-0.003665196,0.6541138,0.65249723,0.4963717,-0.00015652532,-0.0028976286,-0.0003394136
0.0035169981,0.0063335416,0.65812624,0.66099685,0.50243056,-0.0012625399,0.006239316,0.0013904311
0.0052069128,0.0061584483,0.66227657,0.665829,0.5003027,-0.0003470072,0.0014297925,0.0022144688
-0.0007560791,-0.0079399105,0.66066927,0.66981864,0.49154234,-0.0038041966,0.003963189,-0.007739842
0.0054602344,0.0023528996,0.65398264,0.65619016,0.5021708,0.0018890204,-0.0003589905,-0.0020148903
-0.0013307814,-0.002031193,0.65856576,0.65927535,0.5024433,0.005944623,-0.004176341,0.0031588187
0.011293232,0.0047300137,0.6530212,0.6574379,0.5034783,0.004397143,0.0015095965,-0.0027192587
-0.0009483469,0.010488325,0.66212696,0.6626945,0.5044524,-0.0028085436,-0.00077282346,-0.0018083424
0.0015731812,0.008398807,0.663782,0.6586413,0.49472463,0.004343136,-0.0056049125,-0.0012289013
0.009318886,0.00045326856,0.6661954,0.65679413,0.49261612,0.011649589,0.0005828424,0.0027268722
0.003575913,-0.0028829437,0.6572842,0.65367216,0.49820283,0.008059255,-0.007411874,-0.007739842
0.0025840262,0.0027471783,0.6573279,0.6572352,0.49644083,-0.0012080063,-0.00072449207,-0.0011652932
0.0027770917,-0.0048728655,0.6601009,0.65363806,0.4919497,-6.538888e-05,-0.007566233,-0.006981844
-0.0006467884,-0.0072009373,0.6735623,0.64661634,0.49393713,0.00015869543,-4.7857797e-05,0.006732728
0.00011912278,0.0026033756,0.6562363,0.65671116,0.49890298,0.0033051546,-0.0027865123,-0.0010576852
-0.0039527006,-0.0027601304,0.66063297,0.66420984,0.5035606,0.0001478543,-0.0006160456,-0.0015050174
-0.0008642286,0.0024262758,0.65395427,0.66966504,0.49936703,-0.007580803,-0.00035499653,0.000978756
0.0027764866,-0.008537864,0.66057605,0.6569614,0.5048814,-0.0023309747,-0.0012673544,-0.0077399174
-0.0014759147,-0.0033477189,0.67261106,0.65783024,0.49368486,-0.00057792926,0.0014154849,0.0018854915
0.0065173064,-0.005203045,0.6594401,0.65643007,0.49799973,-0.0010445408,-0.003093459,-0.004924921
0.00011912278,0.007277737,0.6645983,0.66352797,0.4951888,0.0072613093,0.001094696,0.002149381
-0.002979401,0.0007500444,0.65629023,0.6587819,0.5050877,-0.0020137015,-0.0007664169,-0.0063882577
0.0026650052,0.00062891876,0.66286194,0.6618703,0.50273275,0.006298637,-0.0055363565,-0.0021415018
-0.0029357888,6.4311775e-05,0.65204,0.6626153,0.5096178,0.002359316,0.0006786166,0.006532221
0.005710789,-0.0073550716,0.66152924,0.6451307,0.5036182,0.0061122687,-0.00035004728,0.0057189497
-0.009288024,-9.393492e-05,0.6581461,0.6608008,0.48778707,0.004289013,-0.0015270029,0.0011221734
-0.0013971352,-0.0012266196,0.6540742,0.6621579,0.502911,-0.0040722247,0.0052493275,-0.00455715
0.006191127,0.0031351761,0.65398264,0.6638113,0.50293475,0.00046049076,-0.005080554,-0.008873912
0.012055881,0.00786948,0.6582285,0.6597342,0.49719694,-0.0012080063,-0.0054527926,0.0009472308
0.003141792,-0.0019575523,0.6533831,0.6664635,0.49741894,-0.002968086,0.0048281597,-0.012076874
0.0023854533,0.00403478,0.6582285,0.6655599,0.50078595,-0.0059700576,0.0009787872,-0.005326292
-0.0026925025,-0.0006391131,0.65524805,0.6635798,0.50539184,0.00046049076,-0.0023990888,0.0003650203
0.0055207056,0.0010206574,0.66101587,0.655048,0.5027797,0.0016506594,0.0032523393,0.0069798473
-0.0025207284,-0.0023065966,0.66799915,0.6601245,0.4953565,-0.0003470072,-0.0022745163,-0.0009697193
0.0008139497,-0.00039078254,0.64923084,0.6670367,0.49684948,-0.0065514855,-0.008416769,0.0009797558
-0.0008642286,0.00027004036,0.65144265,0.65739304,0.5032191,-0.010156615,-0.0008699751,0.0071645775
-0.0049789376,-0.004943869,0.6621736,0.65828556,0.49226367,0.0041918377,-0.0058344156,-0.0083648935
0.005397659,-0.004896183,0.667425,0.6564977,0.49901858,-0.005704897,-0.0020820764,0.001813785
0.0026762967,-0.013555553,0.6637465,0.6596773,0.49835613,0.009510767,-0.0015270029,0.0008625747
0.0055207056,-0.0013713001,0.65875494,0.662491,0.49193567,0.0021638272,-0.0056888685,0.0011662925
0.004536882,-0.003568033,0.6617798,0.6693189,0.49025494,-0.0014679087,0.0028452293,-0.0035268462
-0.003945354,0.00564085,0.6533587,0.6603686,0.4938833,-0.0036055238,0.0005505648,0.00032883935
0.002263075,0.0071477317,0.6589608,0.66083443,0.5111863,0.0055910028,-0.00913589,0.007324454
0.0067342143,-0.002354247,0.6582189,0.6659828,0.49948063,0.0025902623,-0.005136929,0.0009120458
-0.0072050015,0.008640848,0.65542966,0.6603641,0.49937755,0.0010502404,-0.001487846,-0.0024531127
-0.0001852152,0.001481208,0.660522,0.6661938,0.5016923,0.0008005455,0.0011672335,0.0058479146
-0.0024057433,0.0026988648,0.66701317,0.6675072,0.48992175,0.0009914729,0.0005828424,-0.001298588
0.0005442765,-0.004430882,0.66462976,0.65909827,0.49811667,0.0018714856,0.008304186,-0.0005253073
0.0010456895,0.006593015,0.66216415,0.66448444,0.4990908,-0.0004444763,-0.0012291955,-0.0025125458
-0.004498376,0.0012116901,0.65440273,0.6645159,0.50564027,-0.0025268337,0.0039110114,-0.005303127
-9.412892e-05,-0.005968397,0.66057605,0.66233075,0.4977585,0.0026165503,0.0038725813,-0.00753122
-0.0018511782,0.0054590516,0.65470284,0.6604906,0.49256206,0.011096345,0.0054228795,-0.00052297284
-0.0019451529,-0.0024514336,0.6478902,0.657273,0.48710674,-0.002901062,0.0048954175,0.008368696
-0.010343369,-0.0016714458,0.6589731,0.6572841,0.49705967,0.004563499,-0.0056049125,-0.0083648935
