A,B,C,D,E,F,G,H
-0.08819483,0.01854639,-0.06760772,-0.09350036,3.5222077,-0.054349728,-2.645414,0.054322496
-0.03702355,0.025439687,-0.11200194,0.08707712,4.7211604,-0.1453797,-0.19841227,-0.10560216
0.06860511,-0.055146795,0.08357054,0.049776226,3.6961527,-0.054349728,-2.0814676,0.14825489
-0.14534679,0.18382649,-0.113302514,0.2610998,2.6510313,-0.058279023,-0.84228253,-0.2799948
-0.10579359,-0.2987421,0.09697598,0.19498894,2.2538579,0.02785133,-1.513409,0.047913253
0.07918584,0.1539738,0.15157087,0.19680756,2.089558,0.04383424,-1.4166948,0.12239516
-0.14534679,0.13112795,0.07586287,0.27597463,4.381764,-0.08981866,-1.3108268,0.012151696
0.120774984,-0.066724665,0.0009446144,0.060995027,2.726139,-0.015147522,-1.401897,-0.1279874
0.0028239489,-0.15908095,0.006740615,0.2048037,2.5989628,0.037517622,-0.06567383,-0.013972789
0.12165055,0.064419374,-0.11448,0.2404412,3.4515233,0.05359675,-1.4217637,0.18403669
-0.09829782,0.2918067,0.05975181,0.09541662,4.4304276,0.14512113,-0.6670664,0.12691821
0.08706966,-0.03951451,0.041133434,0.061038442,3.0627356,-0.107319966,-0.69156826,-0.095807046
-0.067821786,0.102505654,0.11950286,0.05581508,4.937485,0.06582184,-2.1292417,0.18280081
-0.050286986,0.002077356,-0.006128937,-0.03559444,2.467148,0.120209694,-0.7024746,-0.053025432
0.085090354,-0.11470492,0.07516749,0.028623022,3.3172035,0.08868925,-1.5177917,-0.11048286
0.13513815,0.07463583,-0.09466851,-0.04022824,2.4038832,0.06186762,-1.4480648,0.19067495
0.123925775,0.18324728,0.25012538,-0.07309666,2.1878254,0.0052994336,0.14518583,0.14821053
-0.09755143,0.20725316,-0.07844798,0.018502768,2.322245,0.046389863,-3.5854464,-0.050358556
0.04430212,-0.11345989,-0.022986665,0.22053996,2.5540938,-0.061479025,0.051099855,-0.16927926
0.055733845,-0.28255734,-0.1839813,0.36071634,2.2552094,-0.12078043,-1.2131819,0.03632477
-0.05476805,0.016019866,-0.020304367,0.28471935,2.1380358,-0.1472292,-0.8391849,-0.16881554
0.079596534,-0.18125486,-0.07119314,0.14161435,2.9839232,0.03339696,-0.043928385,0.17427
0.06694634,0.14012636,-0.055564746,0.07298486,3.643078,-0.08593496,-2.6842787,0.18826687
0.1361886,0.21910995,-0.020017639,0.060863633,2.6899889,-0.096765295,0.108187914,0.21654625
-0.004625365,0.09054546,0.06076844,0.23815891,2.5975003,0.03301388,-3.0143275,-0.18057498
0.08408435,-0.14106199,-0.0772467,0.22071294,2.4057508,0.09964053,-0.41307384,-0.095807046
0.030075222,-0.20958012,0.0132134035,0.36861885,3.7047362,-0.028551973,-2.8366523,-0.0070373714
0.10386899,-0.17177995,-0.032308787,0.25392902,3.310567,0.096310034,-0.75431937,0.10022871
-0.041051783,0.11249482,-0.1459557,0.20600721,2.600775,-0.13390793,-2.0090053,-0.11995219
-0.092410564,-0.2641766,0.16867359,0.31348556,4.6913576,-0.09086634,0.02207312,0.15245989
0.10794571,0.13131128,-0.019633248,0.24552433,3.3018582,-0.044079013,-1.3107564,-0.244274
-0.09160054,-0.39881265,-0.034845084,0.28859,3.8923922,0.034674257,-1.3609368,-0.1221585
-0.11808698,0.11423974,-0.18332352,0.28586945,2.3896055,-0.12078043,-0.08051419,-0.0684561
-0.030215621,-0.026927292,0.0952654,0.24481903,4.8158484,0.070782036,-2.4184217,-0.0734309
0.07143642,-0.082764074,0.23209704,0.14572331,4.7899747,0.08743627,-0.20916606,0.19391538
-0.0721734,0.1445688,-0.087344915,0.2627672,4.7758117,0.09386693,-1.8508092,-0.09308011
0.075155675,0.0008241646,0.19897668,0.16871546,1.9308162,0.11655709,-1.786011,0.12180135
-0.12441259,0.044970445,0.06309222,0.056775548,3.2248642,0.026091158,-3.6674147,-0.15087889
0.036458448,-0.31535038,0.16979387,0.2356241,4.009359,0.11578724,-0.6606952,-0.036603265
-0.14059746,0.023215506,-0.1412274,0.07964163,2.3315089,-0.1403377,-2.9347272,0.010066099
0.1169633,-0.05887485,-0.119501464,0.05941973,2.659322,-0.028806679,-1.2766725,0.026476838
0.032873183,0.00095758215,0.0022651553,-0.06852756,3.3064148,-0.06505337,-2.422792,-0.05728925
-0.13721634,0.07065531,-0.01744403,-0.06219945,3.7525277,-0.0771642,-1.9914031,0.009929225
0.14513665,0.2517666,0.0451648,-0.093100645,4.139597,-0.029728822,-0.9708321,0.064567044
-0.14088196,0.2537933,-0.043982513,0.04366441,4.012413,0.13804269,0.73514456,-0.007407382
-0.03225562,0.21916173,0.05648233,0.06695101,2.366841,-0.09573083,-4.2662516,-0.0066864192
-0.13199604,0.20192826,-0.057871744,-0.031873155,2.1859932,-0.13727695,0.46531653,0.085534826
0.074562326,0.04078742,0.2922127,0.05668017,4.766666,0.050989345,-5.666511,0.2664447
0.051308706,0.29547113,-0.14809965,0.02654277,2.699644,-0.092161775,0.17426717,0.033760905
0.14699185,-0.15200889,0.15348391,0.27037027,2.68718,0.018674046,-3.9612756,-0.2043439
0.101549536,0.043555036,-0.0925325,0.11662079,2.6947765,0.056212634,0.59590894,-0.09417878
-0.10937047,-0.04775638,0.15858315,0.124082685,4.220049,0.0016528666,-3.01417,0.18826687
0.10961947,0.20329212,-0.14193076,0.30940247,4.7887034,0.058051642,-0.2569266,-0.0684561
0.1253008,-0.07968383,0.23328361,0.53227806,2.2375975,-0.113651946,-2.2463467,-0.08669511
-0.04208971,-0.005074233,0.16074058,0.56936806,2.333672,-0.017417401,-1.1258572,0.049988136
0.0569987,0.18970102,-0.14809965,0.5176628,2.2659798,-0.028159156,-1.3078303,-0.008201107
-0.057079643,0.18769005,0.0035170764,0.27778175,3.4240978,0.060433935,-0.22127664,0.13926294
-0.04795947,0.20402454,0.019555032,0.38683268,2.4971273,-0.04537835,-1.7212733,-0.15963967
0.048013568,-0.20360416,0.09533679,0.37531894,5.038413,0.0061601247,0.32731938,-0.01019153
0.042192146,0.10387238,-0.05403331,0.23188376,4.1142535,-0.13260794,-5.383112,0.026535481
0.027933702,0.11634175,-0.24131803,0.055797845,3.404737,0.116262406,1.142914,-0.12594827
0.08367206,-0.3232457,-0.116619796,0.09880214,2.2480652,-0.0906864,-4.615713,-0.22574513
0.087938115,-0.111362904,0.0684717,-0.010745026,2.238585,-0.122740194,0.8987651,0.22942448
0.041359022,0.24495578,-0.022242635,0.10570188,3.5590298,-0.008626446,-5.2927065,-0.19900921
0.087558344,-0.05865023,-0.20551206,0.3036905,4.3421946,0.04383424,2.1743047,-0.056968518
0.11886436,0.021385467,0.078104205,0.33143505,2.675389,-0.11152652,-6.2322807,0.21964318
0.12571836,0.34108287,-0.06760772,0.51865274,2.7060685,-0.12515926,1.4767752,0.104627594
0.0831251,0.12759273,0.025660872,0.5123033,2.530211,-0.042900167,-7.0688004,0.100403756
-0.0012244135,0.0873893,0.23886704,0.3375296,2.6951983,-0.046676964,-0.28575492,-0.056968518
0.079596534,-0.05550414,0.03778719,0.46368116,2.6116421,-0.06704378,-1.3628274,-0.07334049
-0.059309654,-0.2781803,0.016408205,0.41576436,4.2242813,-0.027681418,-2.917234,0.18073167
-0.06853479,0.03891357,0.045844585,0.39688322,2.4070816,-0.12294748,-0.2884431,-0.02051489
0.0028873384,0.12678052,0.1844015,0.45627052,2.7962809,0.042333737,-1.0589026,0.09835304
