A,B,C,D,E,F
0.7248597,0.731955,0.005639645,0.0011604243,0.999771,-0.0005640515
0.74957883,0.734564,0.0025420883,-0.00432447,1.0019339,-0.00013376436
0.74344736,0.73153955,0.007914596,0.0027181613,0.998319,-0.005553048
0.7526314,0.7271298,0.00832191,-0.010284536,1.0030351,-0.00020412404
0.74403954,0.7404758,-0.0039350083,-0.004196849,1.0003661,0.0017622845
0.7411185,0.74330676,0.001017892,-0.0011974717,1.0007166,0.0005431842
0.7373449,0.7442972,0.004406982,-0.0012378303,0.98852956,-0.0054313056
0.73912925,0.7451591,0.0049376884,0.007088475,0.99679196,-0.0038815504
0.7390111,0.73887897,0.010202386,-0.00017381871,0.98999923,-0.008390417
0.73015016,0.7387351,0.0041232775,-0.0042107264,1.0019339,0.003741359
0.7362683,0.737162,0.0060955277,0.0029319108,0.99529886,-0.00019981033
0.7494205,0.7482899,-0.0021296875,0.0058091665,0.9972122,0.0010805185
0.7273236,0.73503786,0.006604879,0.0031006595,0.99980843,-0.00011503558
0.7420336,0.73556775,-0.0022584016,-0.008272982,1.0054954,0.003586895
0.75073934,0.7378078,0.010012774,-0.0065397047,1.0032356,-0.0045620278
0.73433495,0.74992764,0.006457599,0.0029528136,0.99312514,0.0062854295
0.7278254,0.73846257,-0.005009667,0.0031006595,0.999105,0.0028767067
0.73799586,0.7366062,0.000103721475,0.0055192676,1.002315,-0.0007415918
0.7448167,0.7384835,-0.002614193,0.0052199694,1.020156,-0.002844518
0.73395646,0.738588,0.0019562235,0.0013807248,0.99732345,0.0048270184
0.73842216,0.7408764,0.0011747348,-0.001308376,0.99587977,-0.008354102
0.7458065,0.7478137,-0.0025650342,0.0011622853,0.9996666,-0.005915545
0.73775357,0.749979,-0.0094044795,0.004691697,0.9971875,-0.004072512
0.7246615,0.7375359,0.00056450156,0.0036168483,0.99627554,-0.0013811669
0.7396906,0.73618007,-0.0003188991,0.0053012334,0.9977353,-0.00094435265
0.747889,0.73972297,-0.0023966406,-0.0029671239,0.9996612,-0.007829834
0.73682743,0.7318563,-0.005259822,0.0064333323,0.99804175,-0.0031077897
0.73775333,0.7404863,-0.001559749,-0.0014259737,0.99279255,0.005260542
0.7477083,0.7348556,-0.0025136801,0.0052188444,1.0063411,-0.0021085157
0.7382139,0.7274368,0.0030663332,0.0028765793,1.0005705,0.004048126
0.7571319,0.74433595,0.0015533781,0.003386358,1.0017208,0.001541985
0.7341074,0.74197495,-0.0030169305,0.0028457434,0.9972479,-0.0001427392
0.7263351,0.73976296,-0.0020813122,-0.0012996595,0.9941353,-0.00013376436
0.742307,0.73887897,0.0055316216,-0.00545572,0.9995834,0.0012703757
0.73594135,0.7463278,-0.005611177,-0.0026544612,1.0011965,-0.009975255
0.7377821,0.7351253,0.007006275,0.00079183734,1.0018908,0.00033884417
0.7483281,0.7321539,0.0041232775,-0.0073648747,0.9967769,-0.0023797343
0.7378238,0.7299933,0.009393276,-0.0023690402,1.0011765,-0.006325478
