A,B,C,D,E,F,G,H
0.7459778,-0.004883435,0.741312,1.0026894,0.9994345,1.0021676,0.00543165,-0.0041426863
0.7389161,0.0028283158,0.7447782,1.0135549,0.9900627,0.997047,0.008583192,-0.0050341254
0.73363763,0.006157416,0.7354156,0.995855,0.9986013,1.0010332,-0.0024714498,-0.009750019
0.74270236,-0.0007600887,0.73405385,1.0056819,0.9987333,1.0045148,-0.00310386,-0.0020789807
0.73973805,-0.0012062532,0.74602956,1.0039214,1.0044014,1.0022106,-0.0017384277,-0.009131618
0.7297858,0.003581058,0.7358054,0.9972234,1.0053697,1.0011907,-0.0039433003,-0.0033464755
0.7303955,0.008204258,0.7424939,1.008068,0.997832,1.0048293,0.009735469,-0.0031151976
0.7457619,0.0010429211,0.745959,0.99411124,0.996601,1.0006279,-0.005703767,-0.009668448
0.73570955,-0.0043334863,0.73315275,1.0031197,0.9976817,1.0054854,0.0102937175,0.0019193981
0.74636126,0.0037896128,0.74082613,0.9967501,1.0040408,0.99981093,-0.008386621,-0.0016009341
0.7257451,-0.0012100821,0.74381804,0.99471384,1.0047468,1.0007724,-0.003061796,8.473383e-05
0.74388087,0.002994688,0.7424368,1.0006901,0.99894154,1.0018723,-0.005411791,-0.00273105
0.73863244,-0.004938442,0.7290371,0.99637824,1.0111957,0.9995811,-0.002114096,0.0010344002
0.7455595,0.00031207004,0.7310846,1.0025772,1.0080807,0.9929351,0.0069526006,0.0045683933
0.7402708,-0.0005209628,0.7424926,0.99688053,0.9896234,0.9900906,0.0007659306,0.001365014
0.74202704,-0.0054128305,0.7379292,1.0002677,1.0117658,1.0004734,-0.0005075342,0.00032486822
0.7315667,-0.0005132086,0.71987957,0.998305,1.00338,0.9933565,-0.012491816,-0.009768075
0.7501693,0.0054679713,0.7429615,1.003317,1.003519,0.99734193,0.0024572413,0.0011848802
0.7341171,-0.0004855546,0.7407264,1.0074073,0.9945785,0.9980222,0.0033915704,0.0021670205
0.74207675,-0.0060549644,0.7404409,0.9959023,1.0010362,1.00598,-0.0025093984,-0.0060922564
0.7328791,-0.005667846,0.7407264,0.9991269,1.0010403,0.9976071,0.001937672,-0.003437084
0.7330392,0.002869739,0.7302803,0.9947289,1.0080807,1.000047,0.0015667642,0.00834912
0.7443822,-0.013214292,0.74055725,1.000815,0.9913399,0.9941216,0.0010060205,0.006609679
0.72914475,-0.008299533,0.7458338,1.0068357,0.9906112,1.0004784,0.009010402,0.001984365
0.73431337,0.0044470984,0.71987957,0.9954495,1.0014188,0.99721277,-0.0024088963,0.00394199
0.75385875,0.0038605612,0.72940695,0.99974394,0.99895245,1.0019068,-0.0052672527,-0.0057495185
0.74191374,0.006472726,0.73475313,1.005489,1.0044905,1.0022776,-0.009739255,0.0004617647
0.74136853,-0.0013451637,0.73506933,1.0068885,1.0000597,1.001537,0.0021990947,-0.0015751304
0.74886096,0.00076060643,0.72978294,0.99665374,1.01324,1.0052338,-0.0025240197,-0.005162058
0.7438675,-9.110733e-05,0.7387788,0.99039245,0.9926021,1.0066427,-0.002471911,-0.004591845
0.7401789,0.0032319725,0.7382772,1.0002549,0.9992678,0.997912,-0.014112812,-0.0073239896
0.7343689,-0.004367559,0.73696613,1.0022247,0.99958515,0.9961534,-0.003339161,0.006357653
0.7309406,0.0049199094,0.7376322,0.99562,0.9977729,1.012217,-0.013203784,0.00067077175
0.7448837,-0.0019679002,0.7355002,1.0084181,1.002056,0.99881864,-0.007843927,-0.0018448726
0.7441931,-0.0056943153,0.7451065,1.0036943,1.0101893,0.9992111,-0.009396379,-0.0027728647
0.72569525,0.010979533,0.7351956,0.9924613,0.9948697,1.0000336,-0.003215295,0.008046475
0.7533736,0.004603988,0.74082613,1.0030234,1.0022486,0.994451,-0.0077982843,-0.0018448726
0.7425695,0.012670121,0.7422498,0.9987312,0.9976408,0.9944299,0.0043861554,0.0021814299
0.7430773,-0.0017356295,0.7440651,0.9963063,1.0032889,1.0017954,0.002957854,-0.005512937
0.72855073,0.002760432,0.7235558,1.0045406,1.0001881,0.9998693,0.007272942,-0.0003017663
0.7518282,-0.005667846,0.7498753,0.99330634,1.0037899,0.99501586,0.0009917445,0.0044118874
0.7342694,-0.007922953,0.72940695,1.0014569,0.99729776,0.98975354,-0.0068461616,-0.0030708143
0.74711347,0.006472726,0.747701,0.9957502,0.9977425,1.0014359,0.009735469,0.00053969014
0.74153715,-0.0013565624,0.72782904,1.0023917,1.0081104,0.99069077,0.0033915704,-0.007965381
0.7465409,-0.0020498063,0.7396646,1.0051111,1.0072498,1.0026163,0.00027413946,0.0017893317
0.7449532,-0.0018728514,0.73218805,1.0057945,1.0101893,1.0029151,-0.00022726625,-0.00016738332
