A,B,C,D,E,F
0.45603338,0.23567124,0.08439735,0.04473846,-0.001738376,-0.0019819466
0.48386893,0.2204876,0.053253215,0.04251657,-0.005896015,-0.006550502
0.46251336,0.30691928,0.0670893,0.03219478,-0.0017517952,0.001227323
0.55656904,0.2297289,0.056462247,0.08584547,-0.0005203535,0.0069251084
0.4698304,0.27001023,0.044024874,0.08682942,-0.0019346792,0.00057253777
0.5245699,0.20892948,0.06631025,0.05207649,-0.0037877427,0.0077534
0.45926428,0.2740223,0.026605062,0.053379677,0.0018367568,-0.004681707
0.52563256,0.29554015,0.025824573,0.041110042,-0.0031131827,0.0031269647
0.54665554,0.21470378,0.054383755,0.09452658,-0.008203688,0.013373027
0.46158588,0.33312207,0.07393928,0.0216759,-0.0027845486,-0.015429026
0.58622736,0.17213613,0.029967282,0.075311065,0.0028721562,-0.00068106374
0.39691776,0.2523836,0.04892984,0.061692517,-0.0012610948,-0.008141349
0.49292994,0.21339193,0.08334168,0.06484304,0.0015435157,0.0009196007
0.44448674,0.25603262,0.095254324,0.05375133,1.858003e-05,0.0011489216
0.50045913,0.24084297,0.062892884,0.0778293,-0.004097163,0.0064508524
0.48050296,0.27704522,0.045974698,0.061292782,0.0034428071,-0.001669297
0.53172517,0.29396904,0.10110599,0.047196977,-0.0039413306,-0.0061679883
0.5383794,0.1301712,0.0022519156,0.064556345,0.0082320105,-0.0049375035
0.37607247,0.1481003,0.043519765,0.051000733,0.006573759,0.0019170259
0.3984691,0.26784238,0.08620191,0.074187115,0.0006615615,-0.007518091
0.505162,0.28073448,0.07091653,0.030767867,-0.0009983133,0.001666941
0.53608286,0.24173817,0.051999316,0.057118554,-0.001080302,0.0060938722
0.4834227,0.20970434,0.05931438,0.06998806,-0.0016989654,-0.002391504
0.4455422,0.21238577,0.08605022,0.070711076,-0.0090956,0.0058509614
0.44823974,0.26820073,0.13408434,0.07744148,-0.00062835374,0.0028947187
0.51615953,0.16727585,0.07529392,0.058452673,0.00045915908,0.006346033
0.40137288,0.23529679,0.02565306,0.062241886,-0.0021434329,-0.004335292
0.43003482,0.13169906,0.0561644,0.027654367,0.004708741,0.00033079702
0.3701832,0.27532867,0.08534148,0.06264735,0.004072925,-0.003607348
0.53536415,0.19726346,0.08588636,0.07618395,0.0027827502,0.0064247907
0.4488614,0.17562701,0.07881475,0.0050874054,0.0026020193,0.004209307
0.4170647,0.20970434,0.067758076,0.033278253,0.00029399374,-0.0029761696
0.4510956,0.26335546,0.061056957,0.010948218,0.007462743,0.00049154187
0.5172386,0.18151236,0.04498233,0.03405638,0.0015467661,-0.001896076
0.4246426,0.12918018,0.057944484,0.11718014,0.001106399,-0.0004974363
0.36455062,0.31096327,0.067758076,0.07968003,-0.0006536073,0.0002541846
0.55336404,0.1330929,0.09690566,0.027981693,0.0043263203,0.00083716627
0.37516254,0.25385392,0.10890828,0.009140454,0.008655293,0.0021254458
0.5049508,0.3107732,0.0046936907,0.062604316,0.01162423,-0.0053705308
0.5610133,0.12262046,0.03286403,0.04405306,0.013718039,0.0068164244
0.37619242,0.28610596,0.05127319,0.013700206,-0.006796156,-0.011307645
0.51888573,0.31008396,0.039503407,0.07528681,0.00036657322,-0.0076991003
0.56132823,0.27546382,0.051567312,0.1102066,0.0027476773,0.0048585655
0.5342484,0.18437791,0.08109185,0.017722301,-0.008332383,0.0026445636
0.40418062,0.23858437,0.024094746,0.023180708,-0.003913892,0.0033295024
0.48125908,0.2972429,0.07036796,0.072954796,-0.0025581254,0.0049209725
0.5319719,0.22306749,0.085834876,0.043555997,4.073429e-05,0.0105971815
0.4619059,0.29961804,0.0146882385,0.0452976,0.003276061,0.008479191
0.56051385,0.29097304,0.06099192,0.090057075,0.0045205387,-0.00176906
0.5499822,0.1624747,0.0950842,0.043852586,0.0016846535,0.0055033527
0.4105292,0.091386184,0.095268026,0.09947714,-0.0045462833,-0.003124145
0.3190698,0.2640734,0.058952637,0.059625186,0.0051000435,-0.0040550767
0.50535554,0.22084093,0.030596506,0.06548534,-0.0051949965,-0.007942542
0.45646608,0.3107732,0.0146882385,0.07252869,0.010274131,-0.006714365
0.57463896,0.14397484,0.020201199,0.03901167,0.0040144245,0.007893204
0.39714605,0.26192513,0.07940942,0.0628333,0.0024753714,-0.0039687594
0.5141904,0.15172389,0.061056957,0.08039135,-0.0010793308,-0.00191188
0.37847272,0.22375934,0.07940942,0.08256108,0.0013685032,-0.009369377
0.4669605,0.26692328,0.09597922,0.054881547,-0.0019114021,-0.001833727
0.5211273,0.2280022,0.056126058,0.039975945,-0.0037401211,0.0009835057
0.4803255,0.26517707,0.01172141,0.015953582,-0.0023177697,-0.0083411
0.50361854,0.31198198,0.063507,0.055560004,0.0060931505,-0.003253562
0.5697185,0.15285966,0.012263291,0.035560697,0.0023691976,-0.007413191
0.40410402,0.30141172,0.09011707,0.081712924,-0.0009457425,0.002870074
0.5562366,0.26692328,0.072932206,0.07815099,0.0018469327,0.010604445
0.5129517,0.16416848,0.017911393,0.054824933,0.0047844034,0.0046504172
0.39935118,0.2960864,0.054040827,0.07521851,-0.002919344,-0.0074151857
0.54474264,0.20518135,0.06613427,0.03567882,-0.0034899875,-0.0020198682
0.43988112,0.17142554,0.0023666918,0.020405859,0.00031382055,-2.8356735e-05
0.4057538,0.19671823,0.08605022,0.034876857,-0.0037877427,-0.0073350007
0.44219112,0.33902904,0.07115544,0.062986694,0.0050524333,-0.0023036788
0.5945182,0.24233815,0.04398767,0.03718101,0.007136708,0.0021207067
0.49171078,0.2411077,0.101043664,0.060811974,-0.00013062211,0.0056636753
0.49414954,0.24222809,0.0451897,0.035134226,-0.011337357,-0.0011068627
