A,B,C,D,E,F
-0.11384562,0.30978954,-0.043282755,0.14185476,0.8566794,-0.12452979
-0.09895249,0.5073786,0.0067353696,0.53806674,0.9957689,0.005075276
0.043868825,0.27929458,0.012499779,0.65577674,0.9365246,0.013979837
-0.0791433,0.21182694,-0.104527496,0.55353516,0.987665,-0.1172854
-0.036389194,0.28747356,-0.057812497,0.6572012,0.8515548,0.055791557
0.08110647,0.2354541,0.08638814,0.67221034,1.0230436,-0.016726792
0.11820033,-0.073281914,-0.13991144,0.33531207,0.9635039,0.03811942
0.02654016,0.19354135,0.10992932,0.36135936,1.0748899,0.010885507
-0.0023268312,0.27464896,0.1222001,0.291163,0.9050755,-0.0834355
0.005166501,0.18695226,-0.06833207,0.51883733,0.8424441,0.038737625
0.07132575,0.25499254,-0.055288248,0.24133758,0.98533475,-0.12060716
0.023846596,0.19121799,-0.007899657,0.40065464,0.97298366,0.070007354
-0.018049836,0.26537535,-0.05995866,0.34636226,1.1241257,-0.068288505
0.10444236,0.26656148,0.024642423,0.3212012,1.036843,-0.039223805
0.030342832,0.3528028,-0.077679045,0.43176144,0.89580536,0.12776741
-0.10050318,0.029355839,0.09351933,0.5666094,1.0833769,-0.14862809
-0.082087725,0.33943045,0.14282185,0.24834289,1.1040125,0.0032947212
-0.029502802,0.3545261,0.08790891,0.5679795,1.0416374,0.00017821789
-0.13182367,0.36794454,-0.030440623,0.47949106,0.93785566,0.02091293
0.106473565,0.27630872,-0.11366217,0.6713475,0.9402135,0.014355183
0.030342832,0.35712805,0.015963405,0.638832,0.9344944,-0.110101216
-0.14986466,0.23381963,-0.0017918199,0.575142,0.95698744,0.036561996
0.05429381,0.3398223,0.13510796,0.6803714,0.8606037,-0.11740142
0.11481467,0.38171944,-0.011058152,0.3272255,0.90912235,0.00017821789
-0.08376983,0.32783365,0.06403613,0.12656829,1.0470471,-0.113362744
-0.009449005,0.21142212,-0.13560869,0.6717922,1.0932357,-0.13891342
0.07842423,0.010334492,0.14617184,0.46821377,1.1211128,0.051966906
-0.04752081,0.11943717,0.03694798,0.51851547,0.9592729,-0.0055045485
0.014583111,0.29791418,0.12949762,0.29635736,0.88004196,0.078603625
-0.1415233,0.19329706,0.058472678,0.4786806,0.90957797,-0.13206576
0.0968654,0.33024758,0.045031786,0.47261608,0.9001402,0.06884964
-0.047753714,0.271617,0.11055368,0.3379836,0.86066353,-0.04195159
-0.07321696,0.40317714,0.079497814,0.35065353,1.0592034,0.1422337
-0.03608369,0.13620658,-0.11203225,0.65115774,0.91666865,0.072525114
0.076838925,0.3546554,-0.02330114,0.43176144,0.837925,0.087440625
0.1338779,0.2806826,-0.11394292,0.452841,0.8826032,-0.0055045485
-0.011711612,0.33655602,-0.1389736,0.454144,0.9282777,-0.010386065
0.084218755,0.2806826,-0.0846903,0.42087942,0.9564874,-0.11453745
0.044638664,-0.0011527836,-0.13684171,0.58852553,0.8578756,0.085623175
0.10345414,0.30157882,0.114821166,0.66429436,0.9077256,0.05108598
0.024573207,0.32230973,-0.10084309,0.6101823,0.82431906,-0.14551418
0.031888217,0.09984268,0.043441966,0.10104811,0.9520076,0.024743855
0.12935561,0.26618916,0.046817705,0.5119951,0.8388083,0.117866874
0.10049617,0.26901394,0.092659906,0.4830724,0.97819966,-0.024691522
-0.11270231,0.40821546,0.04641889,0.43473887,0.8841481,-0.12752669
0.08126126,0.23459932,-0.048368238,0.605966,0.84157866,-0.10667302
-0.0014070272,0.23019356,-0.12589456,0.3720757,0.94305056,0.06326847
-0.03558351,0.32400417,-0.114135936,0.5176368,0.9468362,0.13259456
0.05988224,0.2037202,0.027453467,0.5833709,1.0412257,-0.024516016
-0.13332081,0.18347567,0.016335964,0.24853016,0.9405745,-0.11922844
0.024573207,0.35657007,-0.103908285,0.4561087,1.0241523,-0.05052468
0.018336296,0.42981774,0.058472678,0.5104412,1.0548364,0.026606947
-0.04156351,0.28706494,-0.11959179,0.65314627,0.94333583,0.09832464
-0.050489478,0.29683855,0.018642455,0.6859938,0.9155168,-0.11955415
0.02450487,0.3246273,-0.10735144,0.32235152,0.8777276,0.0471372
0.13003772,0.237004,0.10411653,0.7322712,0.99448776,-0.10194807
-0.10028534,0.2753905,0.012253597,0.60329473,0.855048,-0.08388394
0.008341417,0.19444716,-0.10798912,0.2605008,1.0553885,0.004426092
-0.048599176,0.35720176,0.12464857,0.6101823,1.1197553,-0.083507776
-0.09355855,0.34938848,0.06865503,0.51307213,1.1304617,0.08629136
0.13178629,0.2530534,0.1472032,0.52827764,0.9494108,-0.053090572
0.097359076,0.16039899,-0.05995866,0.4468255,0.89913034,0.026804373
-0.02023223,0.247309,-0.010271415,0.3577177,1.0693376,-0.006641865
-0.012823224,0.37640843,0.10411653,0.3720757,1.0877192,0.11369935
-0.07304567,-0.06467667,-0.020033434,0.5377221,1.0731854,0.091197625
-0.09857376,0.24261379,0.11355093,0.565935,1.1363325,0.14275506
0.078376606,0.010537982,-0.016924366,0.7336417,1.1795309,-0.14670177
0.037194386,0.21074225,-0.14901376,0.6693168,1.0306093,-0.053090572
-0.08589843,0.25285774,-0.09769265,0.5098625,0.8742689,-0.074949294
-0.092142396,0.32341847,0.10923642,0.34368503,0.9825578,0.114130765
-0.11937286,0.16752814,0.12418559,0.45993197,1.0824666,0.12837276
0.08642021,0.24341886,-0.08624445,0.4188854,1.0944412,-0.12155466
0.0077839345,0.0958408,0.114872515,0.4374644,0.96933544,0.057958886
0.054105476,0.35825482,-0.058654964,0.5325325,0.881564,-0.04893399
0.10907203,0.18216488,-0.106450215,0.47115144,0.98131657,0.12641189
-0.104416505,0.38427782,-0.074225165,0.540704,0.9526887,0.039904073
-0.12839116,0.3213353,0.04641889,0.70797265,1.096838,0.028230458
0.056483284,0.2416293,0.086657315,0.5405889,1.060434,-0.12060716
-0.14958684,0.40202838,-0.06453218,0.59411967,0.8887455,-0.035984695
-0.041419998,0.21926865,0.0044801533,0.57476753,1.0652221,-0.032455444
-0.05163317,0.31333396,-0.076557636,0.5191848,1.0096282,0.08302982
-0.11640769,0.18226045,-0.10293176,0.3577177,0.9176067,0.045036495
0.06907044,0.32693917,-0.12114881,0.6064958,0.92006975,-0.0053026676
0.09261364,0.12901098,0.052534163,0.49777955,0.82580876,-0.035984695
-0.04575888,0.15479699,0.12698084,0.6434794,0.9955179,-0.12654123
-0.008934468,0.46947956,-0.07557843,0.4217298,0.9628098,0.0040246844
0.061701372,0.44973376,0.060019568,0.41879955,1.0092328,0.013292015
-0.0075644255,0.32210666,0.11860651,0.50271046,0.9297587,0.14275506
-0.121224985,0.25822094,-0.0492246,0.4533735,1.0211272,-0.13325553
0.02450487,0.20358172,-0.11959179,0.2258048,1.131799,0.06963226
0.061701372,0.13442868,-0.09303473,0.36078948,0.9390429,-0.11453745
0.12825167,0.22545923,0.049590915,0.4963785,1.0065055,0.0017722547
0.113271266,0.023604125,0.0703952,0.62547785,1.0316045,0.034953907
-0.08681631,0.29345936,0.110304356,0.5353776,1.1125839,0.083706915
