A,B,C,D,E,F
0.05026187,0.0057880906,0.005039728,-0.0041279895,0.36867112,0.1008724
0.054868575,0.008114457,-0.007486748,0.0021292337,0.31144005,0.040755823
0.08369511,0.006583051,-0.008291907,0.0017985567,0.31528738,0.032753583
0.026995536,0.0009777412,0.008753396,0.009100384,0.20480268,0.06401557
0.017532382,-0.005544639,0.00097556936,0.00030016684,0.18943194,0.046861663
0.06213437,0.0013267999,-0.0022206246,0.0077337516,0.24796775,0.037972786
0.015946444,0.0031692924,-0.0020366416,0.010833665,0.20984657,0.07867174
0.10493991,-0.007872178,-0.0016102527,-0.00016111508,0.18053491,0.056148604
0.10243186,-0.0029030298,-0.013015866,0.0055269212,0.2751757,0.08761799
0.07367002,0.0002405816,-0.0035081708,-0.0046032285,0.22218609,0.05819966
0.060663357,-0.00079949293,0.0044499887,-0.006449392,0.30655962,0.102799796
0.090051696,-0.0012381957,-0.0014284456,-0.008002744,0.23791538,0.081723675
0.05323048,0.004259416,-0.001746792,0.001186249,0.3247799,0.05799713
0.050489075,-0.010924109,0.0016719111,0.0020570834,0.2937173,0.040187743
0.09583479,-0.0012528376,-0.009992289,-0.009696615,0.22615597,0.066805646
0.05300612,0.0010784813,0.0024335235,0.00429426,0.19761342,0.05011656
0.05535449,-0.0005245496,-0.0005438486,-0.0036497866,0.25323418,0.06589503
0.08484795,-0.0106643485,0.002022362,0.0070702885,0.21212097,0.056148604
0.08192115,0.004399025,0.002407985,0.00437655,0.25744635,0.04029088
0.06503253,0.0053337,0.0012853206,0.0012355463,0.22538397,0.07323823
0.06890409,-0.004389689,-0.0009973359,-0.0015056961,0.19658613,0.0777453
0.07911784,0.00038179298,-0.000389683,0.010383118,0.27250576,0.06834886
0.055726346,0.006991319,0.0035006122,-0.0057924273,0.28055048,0.07781984
0.047798026,0.003075342,-0.008949556,-0.008382809,0.2509989,0.035589598
0.09919266,-0.006011679,0.0047938293,0.008368562,0.27259153,0.0870654
0.064724036,-0.00337346,-0.0017389598,-0.0049594417,0.16989428,0.05444053
0.10243186,-4.188399e-05,0.0017473104,-0.0053983754,0.27563342,0.057567306
0.025422733,0.0010092445,-0.0016260871,-0.0046517537,0.21287201,0.061364688
0.050489713,-0.002915968,-0.0017121764,-0.0024568774,0.23817752,0.034534264
0.0809403,0.0031474468,-0.00010049559,-0.0050959825,0.24479121,0.043843012
0.06142516,-0.0007918773,-0.0010532317,-0.0005550635,0.18943463,0.06758579
0.03560172,0.0014436808,-0.00022185447,-0.0066959932,0.20325758,0.0427699
0.064448975,-0.00090834324,0.0024146787,-0.004639381,0.25881505,0.047787458
0.030470477,-0.0015562254,0.0043720435,0.0055269212,0.19953032,0.058179792
0.06601249,0.004198573,-0.010377614,0.00441959,0.21870302,0.09842196
0.07401586,0.0011565594,-0.0065135914,0.005694521,0.24769853,0.05565089
0.04284783,0.0056394516,-0.0047816103,0.0053722905,0.32769066,0.05658696
0.076220244,-0.0023957998,-0.0127485655,-0.007592014,0.21951684,0.07092589
0.055213675,0.013458449,-0.0040336144,-0.005401911,0.23908041,0.031975757
0.077330664,-0.00061090826,-0.0055596307,0.004271292,0.27177137,0.035589598
0.0939581,0.0004668108,-0.0067031905,3.5275465e-05,0.1934956,0.07912019
0.060576126,0.00084988447,-0.005367525,-0.0036767235,0.18756002,0.0543387
0.11487669,8.6060405e-05,0.0010164987,-0.018033346,0.27571326,0.087062836
0.05026187,0.0028231048,-0.0056909695,0.003586482,0.21994007,0.051159028
0.10160972,0.0034050536,0.00071403023,-0.0022679905,0.30144837,0.04526938
0.024194945,-0.00915954,0.00031297363,-5.6663615e-05,0.2018446,0.019752666
0.06011782,0.002623206,0.00252208,-0.00057339505,0.20311926,0.09132867
0.06466356,0.0017947973,0.0024335235,-0.0015795594,0.1455203,0.0054312423
0.066979475,-0.0060629724,-0.004544729,0.0009612582,0.29975918,0.06530794
0.07490876,-0.0049269563,0.001524364,-0.005224739,0.1270333,0.10601536
0.017532382,-0.0010270266,0.0004050742,-0.00018803452,0.24331108,0.06406539
0.0991753,-0.0070638764,0.0022981307,0.0037970375,0.34723344,0.01953582
0.060757503,8.6060405e-05,0.0019642657,-0.002820685,0.25412554,0.084206626
0.06865629,-0.00500169,0.002810994,0.00026775865,0.13977565,0.042689126
0.056033026,0.0006383436,-0.0021955115,0.011549918,0.29246715,0.069918476
0.0028158426,0.0059666554,-0.008474481,0.004180621,0.20191748,0.05213926
0.080496565,-0.0013869772,-0.0033505948,0.0030977593,0.26165092,0.06786205
0.030414488,0.003334636,-0.0015978726,-0.0036767235,0.21752386,0.07453877
0.0388601,-0.0076138256,0.00410317,0.0020263907,0.25336984,0.07594401
0.041161876,-0.003568795,-0.00022790268,0.0030908345,0.2651754,0.042239156
0.038678642,0.0007422938,0.0041308645,0.0024730829,0.27956295,0.013548184
0.063068554,-0.0010617243,-0.00060813455,-0.0039128214,0.20229039,0.018212914
0.03718571,-0.0010003789,-0.0053612175,-0.004064618,0.12327108,0.0614193
