A,B,C,D,E,F,G,H
0.0004946317,-0.007402328,-0.005809452,-0.008434617,-0.0019114381,0.009045309,0.0016749548,0.010744316
0.0013377328,0.0141026005,-0.005575496,-0.006077697,0.0043892227,0.0067800977,-0.010751268,-0.0044398266
-0.0047554267,0.0026034983,-3.396999e-05,0.01012975,0.0015973696,0.010066645,-0.010069392,-0.003533993
-0.0029421623,-0.008467305,0.010590581,-0.009934821,-0.007065886,-0.0027473944,0.010356182,-0.0015082846
0.0014244309,0.0021009718,0.0046410244,-0.015505127,-0.00028587517,0.007515484,-0.011915354,0.002798981
0.0010800213,-0.00013375073,0.0053836033,0.0015152709,0.0035284609,0.0004971558,-0.009104958,0.0044195903
-0.00285021,-8.029572e-05,-0.0024621664,-0.0003702586,0.0017546108,0.011921227,-4.323118e-05,-0.0016571704
0.00068631175,0.0036065718,0.0089169815,-0.0039488235,0.001932798,0.011448215,0.0037882489,0.0030039416
0.0017181688,0.0031274278,-0.0038578247,-0.003007045,-0.0010513474,0.001748627,-0.004428929,0.0107881855
-0.0056407484,0.0027493024,-0.0006237179,0.001855761,-0.0034127005,0.011331346,0.004248631,-0.0013230602
-0.0050612455,-0.011773514,-0.0068512945,-0.0031006888,0.007933949,0.006289595,0.0047946777,-0.0017379052
0.00068592746,0.0015323923,-0.0046962374,0.006449828,-0.0026933046,0.007622906,0.003926609,0.0043313573
4.1073625e-05,-0.0008157188,-0.011696284,-0.0073207594,0.0066176257,0.0007098289,-0.0030230456,0.0054948693
0.0035810235,-0.0075562913,-0.003707147,0.008827371,0.00019171444,-0.0056388644,-0.00509195,-0.0010579701
0.0046333023,-0.0014230795,0.0019838237,-7.01025e-05,-0.0043083928,0.003316898,0.011318676,-0.0036360845
-0.00017481364,-0.002510678,-0.011279089,-0.0031006888,-1.7895552e-05,0.020304212,0.0012192605,0.001027916
0.0032214762,-0.015271254,-0.0037958843,0.0010195082,-0.006204963,-0.004224603,-0.002905873,0.002798981
0.0055053607,0.006282717,0.00106439,0.0012660325,-0.0015370655,-0.010468587,0.004463746,0.0031212776
-0.0022652661,-0.0051327227,0.008818271,-0.011631531,0.0037226176,0.0006816257,0.001839959,0.001991176
-0.00076518406,-0.0046785036,0.00799364,0.0013428463,-0.0026933046,-0.009009017,-0.007522443,0.004349204
-0.005728313,0.0039973417,-0.0020804852,-0.0015956128,0.00047798041,-0.0012697829,0.004253207,-0.0051319865
-0.009353699,0.00025807356,0.0019297043,-0.003167234,-0.002131828,0.0042842347,-0.0024968754,0.0022402648
0.009583759,0.0074431617,0.016960047,-0.0031285835,0.0032931792,-0.006535827,-0.005683848,0.0042018527
-0.0014223335,-0.0015602908,0.0004752758,-0.005887056,0.00030297198,-0.0012508398,-0.0037986613,-0.0029204816
-0.003248674,0.0073048337,0.004906726,0.0012247753,-0.00013730326,-0.0040931264,-0.011687733,-0.0076828757
-0.00909417,0.010701787,-0.0015415577,0.0010300749,-0.0066874735,0.008382097,0.004130899,-7.788288e-05
-0.005249451,-0.0035411294,-0.0047992165,0.008929503,-0.0065027033,-0.003917395,-0.00055233296,-0.004555935
0.00033577756,-0.005389319,0.0068611605,0.0030120923,-0.0033919278,0.0055046817,0.005702705,0.001991176
-0.00302008,-0.0046785036,-0.0061407927,0.009905645,-0.0040887017,-0.007883389,-0.0032560565,0.0023054695
0.004670933,0.011716504,-0.0019305255,-0.008961736,-0.0011156525,-0.0057596895,-0.00024319068,-1.6610371e-05
-0.0081121465,0.0051218932,-0.0053933687,0.00033589924,-0.007458423,-0.019460019,-0.0047568544,-0.0014037085
-0.0063240533,0.00461842,-0.005603825,-0.00225155,-0.0066874735,0.00881568,-0.0018729721,-0.0013553101
-0.0044945115,0.011882085,0.016519789,-0.0016839044,-0.007561482,-0.011983531,0.007032361,-0.0002390041
0.0011239339,-0.010305377,0.004701999,0.0012660325,0.0014999011,-0.0065778443,-0.0030404278,-0.013214309
-0.0013564102,-0.011134891,-0.0056698276,-0.0012374683,-0.0066010496,0.0034912124,-0.0010915118,0.0025476955
0.0057858787,0.00071567844,0.0072776703,0.002407242,-0.0030635542,0.002363147,-0.0017561293,-0.0042989487
0.0055727065,-0.008935998,0.0094054155,-0.006926409,-0.0028544206,0.004956745,0.004575926,0.0038412702
