A,B,C,D,E,F,G,H
-0.007313703,1.6592402,1.6513629,1.6636028,3.2766647,0.0012857728,0.0008603946,1.705821
-0.0009420815,1.6835203,1.7054563,1.698009,3.2987652,-0.001339601,0.010815409,1.7184439
0.0021180965,1.728581,1.7223845,1.7043371,3.4121704,-0.004449606,0.0016567586,1.7664642
-0.0027286075,1.7456608,1.7835817,1.7538996,3.4444218,0.00740583,-0.012362139,1.7983403
0.0063346964,1.7868676,1.7932582,1.7939248,3.552885,-0.0023611994,-0.00095266174,1.8167009
-0.005136965,1.8307958,1.831595,1.8029494,3.595296,-0.0069734887,0.00970797,1.8347564
-0.0058783707,1.8388958,1.8685026,1.8648448,3.6564894,-0.0005252033,0.0046607703,1.9234939
-0.001602446,1.8952975,1.8848581,1.9029131,3.7219849,-0.004404737,-0.0011730564,1.9127331
0.009252099,1.9233038,1.9210901,1.9209695,3.7483654,-0.0034632753,0.0016875797,1.9494677
-0.004626698,1.9451015,1.9587297,1.9624681,3.8383293,-0.0010657663,0.0033967777,1.9711518
-0.013090281,1.9764237,1.9832785,1.9678743,3.9196496,-0.004111438,0.012412909,2.0070853
-0.0042304853,1.9892976,2.0220392,1.9948986,3.9770246,0.007288851,0.005092438,2.0675476
-0.0055660596,2.022867,2.0302522,2.0622752,4.0461645,0.009269382,0.004694363,2.063115
0.008020475,2.059669,2.0727434,2.055737,4.0540996,0.008654358,-0.005575593,2.0764177
0.006278471,2.0928998,2.0909095,2.087666,4.1208706,0.00038692946,-0.0012576628,2.134355
0.00047786767,2.1246903,2.1335628,2.1358519,4.18313,-0.0004439352,0.002143228,2.1692684
0.003467147,2.1590607,2.1480355,2.147878,4.269732,-0.0022571876,-0.004918346,2.1468945
-0.0006981396,2.180973,2.1987615,2.166016,4.2833056,-0.009850046,-0.0033492479,2.202589
-0.004118637,2.2214134,2.21038,2.211291,4.3986673,-0.010344637,0.00264645,2.2469764
-0.0017328508,2.2379766,2.2687082,2.240381,4.443795,0.0030978874,0.001725753,2.287943
-0.00090291235,2.275219,2.2693725,2.275821,4.553903,0.00032860617,-6.3948995e-05,2.2735949
0.000999983,2.3091602,2.3234918,2.2948515,4.5317693,0.0034367586,-0.0009430385,2.345313
-0.0036585855,2.3350296,2.3392563,2.3511229,4.645855,0.0026317262,0.0035139325,2.3757164
0.007117519,2.3564832,2.3734717,2.3465543,4.6795073,-0.0068524536,0.005999257,2.3949547
-0.006506912,2.391137,2.3880506,2.3826811,4.756252,0.0028836527,0.0057800096,2.4022634
0.0015941233,2.3944862,2.4332778,2.415646,4.776535,-0.0010949732,0.0026881571,2.4326203
-0.0014440642,2.4639897,2.4343412,2.452959,4.8593874,0.0027762407,-0.0047443463,2.457584
-0.0013621175,2.4660704,2.500432,2.472697,4.873719,-0.0018786914,-0.003044628,2.5456355
-0.002412671,2.5099282,2.5044947,2.5157769,4.9904194,0.0062521496,0.005632833,2.5536819
0.0065524327,2.537576,2.5410042,2.5497644,5.02935,0.0013266648,-0.008169147,2.551198
-0.0042711752,2.5670154,2.5680163,2.5616727,5.079852,-0.0045120646,-0.0007137111,2.6104896
-0.005136965,2.582871,2.600729,2.5980182,5.1501856,-0.0006970396,0.004310386,2.6072366
-0.0065162466,2.6431527,2.6032546,2.6246974,5.19903,0.00023809787,-0.0048592733,2.6430538
0.010449137,2.626621,2.6686478,2.6359956,5.1964464,0.0037121975,0.0037155156,2.6938717
-0.004608146,2.6775217,2.6530845,2.6845677,5.3359046,0.0034130933,0.0022955127,2.6998472
-0.0018886927,2.6786895,2.7180684,2.7115593,5.318914,0.0038280617,0.00614759,2.739427
0.0007020945,2.7210572,2.726479,2.726212,5.423698,-0.0016699556,-0.0059543303,2.7174625
-0.0033893087,2.7511032,2.7587612,2.749389,5.436337,-0.0010657663,0.0040470357,2.7740936
-0.0053974977,2.7739277,2.7715235,2.7940032,5.5239773,-0.0027877747,-0.0034140893,2.7868774
0.0034783918,2.799101,2.8130355,2.7937229,5.532725,0.0035650625,0.004538325,2.832149
-0.005710338,2.8309965,2.8262374,2.833279,5.6312127,0.00152342,0.011774633,2.8764415
0.0050338004,2.853751,2.8691366,2.863715,5.6718554,-0.0032868152,0.004597684,2.880357
-0.0050389967,2.891268,2.890615,2.8859668,5.752089,0.006345947,-0.0043165362,2.9127824
0.0010002061,2.9048545,2.930902,2.921231,5.7853723,0.0010540017,-0.0046623605,2.9192157
-5.248768e-05,2.9460855,2.9372008,2.9326444,5.8402576,0.003450332,0.0017894956,2.9778063
-0.0035031836,2.9545064,2.977369,2.9565501,5.8697815,-0.0058447164,0.0063143894,3.0200052
0.0010021101,2.9766636,2.9844236,2.9930136,5.959006,0.004890769,-0.0084141735,3.0106597
0.0020520268,3.0040123,3.0326731,3.0046754,5.9622564,0.013970546,0.0075086704,3.0420458
-0.002225032,3.0515263,3.0312793,3.0636003,6.0707493,0.0005741196,0.0075269532,3.0617993
-0.0031523448,3.0659955,3.0783422,3.0601263,6.066751,0.0031541644,-0.0008816476,3.0934446
0.0015960439,3.0876238,3.095391,3.0985918,6.145297,0.0025130012,0.006112225,3.120169
