A,B,C,D,E
2.0,0.0,0.0,2.0,0.0
2.0,0.0,0.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0
5.0,0.0,0.0,2.0,3.0
23.0,0.0,1.0,5.0,17.0
100.0,9.0,11.0,13.999999,66.0
170.0,17.0,6.0,36.0,111.00001
161.0,17.0,6.9999995,33.0,104.0
135.0,20.0,19.0,32.0,64.0
81.0,13.0,20.0,24.0,24.0
92.0,15.0,10.0,40.0,27.0
111.00001,13.999999,15.0,32.0,50.0
118.0,13.0,13.999999,53.0,38.0
142.0,26.0,12.0,58.0,46.0
181.0,6.9999995,17.0,100.0,57.0
238.0,18.0,21.0,120.0,79.0
300.0,20.0,22.0,179.0,79.0
261.0,17.0,20.0,143.0,81.0
146.0,16.0,15.0,60.0,55.000004
90.07243,10.025882,7.4090185,22.111647,26.192236
90.07243,10.025882,7.4090185,22.111647,26.192236
89.38035,10.040381,7.4726357,22.094208,26.141302
89.37033,10.040346,7.4721026,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
89.370186,10.040346,7.4721074,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
89.370186,10.040346,7.4721074,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
89.370186,10.040346,7.4721074,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
89.370186,10.040346,7.4721074,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
89.370186,10.040346,7.4721074,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
89.370186,10.040346,7.4721074,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
89.370186,10.040346,7.4721074,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
89.370186,10.040346,7.4721074,22.094172,26.141197
89.370186,10.040346,7.4721065,22.094175,26.141197
334.0,24.0,13.0,168.0,129.0
291.0,22.0,16.0,121.00001,132.0
278.0,19.0,18.0,122.00001,119.0
247.99998,24.0,13.0,88.0,122.99999
209.0,23.0,16.0,76.0,94.0
179.0,16.0,6.9999995,52.0,104.0
133.0,6.0,6.0,50.0,71.0
81.0,11.0,4.0,19.0,47.0
57.0,9.0,6.9999995,15.0,26.0
33.0,2.0,3.0,13.999999,13.999999
6.0,1.0,1.0,3.0,1.0
6.9999995,0.0,0.0,3.0,4.0
2.0,0.0,0.0,1.0,1.0
2.0,1.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0
12.0,1.0,2.0,6.9999995,2.0
35.0,3.0,2.0,24.0,6.0
88.561005,10.058022,7.518068,22.098045,26.113958
88.561005,10.058022,7.518068,22.098045,26.113958
89.358475,10.040302,7.471721,22.094181,26.141138
89.37001,10.040346,7.4721107,22.094175,26.141197
89.37018,10.040346,7.4721055,22.094172,26.141197
89.370186,10.040346,7.4721055,22.094175,26.141197
89.370186,10.040346,7.4721055,22.094172,26.141197
89.370186,10.040346,7.4721055,22.094175,26.141197
89.370186,10.040346,7.4721055,22.094172,26.141197
89.370186,10.040346,7.4721055,22.094175,26.141197
89.370186,10.040346,7.4721055,22.094172,26.141197
89.370186,10.040346,7.4721055,22.094175,26.141197
