A,B,C,D,E
-3.2010581,-1.3373361,-1.274226,-4.263804,-2.532018
-3.3399878,-1.1048822,-1.4505869,-4.403267,-2.80008
-3.2801178,-1.4610091,-1.0809073,-4.975574,-3.1797264
-2.984055,-1.2443786,-1.1111759,-5.292761,-3.5161917
-3.4117117,-1.5601946,-1.5425723,-4.997877,-3.4536629
-3.7577875,-2.1073763,-1.0661217,-5.2362146,-3.417375
-4.2867336,-2.3223045,-0.6609784,-4.5051675,-3.87441
-3.4299831,-2.7037988,-1.2814708,-4.8193674,-3.8974793
-3.6110468,-3.0764902,-1.7030597,-4.467802,-4.191597
-2.9888375,-3.6195703,-1.918915,-4.5100727,-5.024122
-3.8878884,-3.9531074,-2.238672,-3.8584294,-5.382348
-3.042655,-3.7789495,-2.0375826,-3.3383863,-5.620658
-2.6575873,-3.1196027,-2.4064183,-3.5380068,-5.645247
-2.91849,-2.7840974,-2.6671698,-3.9431918,-6.0163436
-2.5444386,-2.3092809,-2.3407063,-3.9250658,-5.90856
-2.2630856,-2.3436117,-1.6166706,-3.1689358,-5.222845
-2.2432296,-2.2011569,-1.7452086,-2.4760985,-5.3238893
-2.2060714,-2.2029305,-1.9734061,-2.9718924,-5.64628
-3.4077652,-2.143349,-1.9654046,-2.8810909,-5.9184093
-3.5075994,-2.4691632,-2.3329706,-2.6295137,-6.1283565
-2.7753716,-1.6560693,-2.2973435,-2.5877368,-5.57114
-2.5056584,-2.1630387,-2.7038214,-1.943275,-5.5711946
-2.477079,-1.8686205,-2.4356961,-1.5767155,-5.402548
-1.8655163,-1.9407421,-2.1224697,-1.7337747,-5.514364
-1.6391126,-2.1443007,-2.0161364,-1.6334522,-6.0789275
-2.1684804,-1.6924536,-2.0379105,-2.1557138,-6.1991506
-1.7912723,-2.362784,-1.5697699,-2.4320347,-5.5308657
-2.011171,-2.75365,-1.6457753,-1.4535803,-5.567368
-1.4579688,-3.230477,-1.818145,-1.5397587,-5.3815317
-1.3539183,-3.1257546,-1.6451088,-1.3060982,-5.3028235
-1.3787619,-2.6207838,-1.5202104,-1.317686,-5.85692
-0.9292481,-2.9673276,-1.2687054,-1.1747286,-6.3992434
-0.8862527,-2.6525197,-0.6491703,-1.8192431,-5.560763
-2.018187,-2.8855593,-1.2579472,-2.4919858,-5.2173896
-2.3838372,-2.7400239,-1.3071185,-3.0415835,-5.0298157
-2.2587142,-2.748653,-1.313539,-3.4580917,-5.1038036
-1.7497997,-2.3839011,-1.5777571,-3.0174854,-5.576902
