A,B,C,D,E
-6.214591,0.2121836,-4.1436405,0.478324,-0.20321095
-1.4565887,-4.493802,-5.002767,1.3333049,-1.8511013
-2.276903,-1.9963552,-2.512755,0.97990847,-2.9431002
0.48251963,-1.7508695,0.106001556,0.87797534,-1.1797626
1.5580482,1.1671996,-3.1116185,-1.7227819,-2.6407857
-2.412584,2.2716167,-2.5227513,0.4619981,-0.011157572
3.51235,0.061152697,0.6103373,-1.9009264,1.8526144
0.39007342,-0.39101046,-2.0785332,1.5327132,-1.6478677
-4.9792376,-2.5298293,-2.9026983,-3.342012,1.1194271
-0.6119656,-0.009817362,-2.8428776,-0.03190863,0.8655372
5.9033084,-0.56304955,0.1363712,0.2993016,1.548542
-2.1819038,1.0040203,0.30014122,-0.5820641,4.044845
0.8722655,-0.86874545,-0.11547979,-1.629569,2.8016114
1.3665771,1.7829196,5.312178,0.7365496,1.3253611
-1.2598051,-3.5506692,4.8219066,1.9344139,1.9775308
-1.8841999,-0.2306056,4.8082113,0.5514014,3.8420143
1.3415126,1.8022616,0.8227892,1.7668005,3.578384
-0.66485673,-1.0785139,2.8812132,-0.26743472,-1.9192445
-0.6482456,0.6471289,0.9461103,1.4119506,-0.34960526
3.7691379,0.26884294,4.36067,-0.050305545,-4.172705
-3.319485,0.6362207,3.6642685,-0.16617732,0.040783584
-3.337527,2.471838,3.0992894,-1.833156,0.2639409
1.4957881,0.037276387,3.6221075,-0.8163238,0.030437946
2.1185956,1.0925511,5.443794,-1.0351768,-4.127353
1.2677852,1.3229637,-0.56668293,-1.1292161,-6.4541707
-3.064701,-1.4860331,-4.4897494,-2.8565567,-1.3781681
-3.7721004,-3.6883504,-3.808913,-3.0332851,0.14633065
-4.1162286,-0.8515512,-3.2003293,-4.0359483,0.91053873
-0.83468974,-1.5315864,2.4511614,-1.1238911,5.682451
-2.2259586,0.37968284,-6.6546516,1.0771332,3.1931422
-1.370445,-0.6308816,3.9860492,3.6379175,3.0136967
-3.090977,5.3548923,7.214687,1.3584855,-3.209095
1.9535828,2.6445773,3.072336,-0.48812133,-0.25409275
1.3697854,-0.5379088,-2.651329,-2.0425296,-0.18116361
-0.7953193,4.6735487,-1.437143,-3.2243538,0.6652961
3.6242275,2.948699,-3.9335022,-1.7932246,0.46326548
3.0948496,2.013706,-0.69394577,4.856181,0.7477076
4.4579935,-1.0983102,6.3065696,2.6475809,1.9620116
3.5001898,0.17961353,0.3924234,-0.12244713,3.9627004
-1.1465373,-1.5381278,2.77358,-0.8212988,-0.78723806
3.7568307,0.5573983,-2.971179,2.3939977,-4.897845
-2.7822344,-0.89171034,-0.00037892163,2.2724469,-0.6608352
-0.37638375,5.0247912,1.2158642,0.20229083,-2.763393
-1.1777525,1.9167813,-0.35974276,-0.0714869,0.82874537
0.578444,2.580016,1.0331444,4.9527235,-0.75498134
-1.1180984,1.6019713,4.496869,0.6152257,0.7065927
0.45296305,-0.3972497,4.497191,-0.28570616,-2.1336482
1.1367431,1.1396308,2.0221765,1.4201379,0.46089697
1.452168,2.8194432,2.7699938,-0.014630377,4.2333508
1.7376201,2.4188216,0.1319691,0.029695025,-3.573444
-0.7864697,1.2111464,-0.9074857,-2.1190095,2.2750401
2.1673698,-2.573071,0.18705523,-2.994172,1.4790013
3.5695674,-2.6649632,-2.8808076,0.9838525,1.2139456
-0.5954479,-0.9861898,-2.2509007,2.7397528,1.6608112
