A,B,C,D,E,F,G
0.44332233,0.34722555,0.4238554,0.36738166,0.37601802,0.3383079,0.5873831
0.48477387,0.37172794,0.46684015,0.38887402,0.37172794,0.3383079,0.5873831
0.49042827,0.3764259,0.4673465,0.3823757,0.372164,0.33788592,0.58046275
0.5535551,0.40375555,0.49982417,0.39786202,0.40600604,0.3455939,0.5695759
0.55167025,0.40375555,0.50132924,0.39936703,0.40472606,0.34517196,0.566608
0.5121035,0.39527392,0.46633378,0.3953583,0.40386808,0.3455939,0.56265557
0.5422463,0.40281314,0.49032983,0.39435965,0.402574,0.3447359,0.56562346
0.5497855,0.40752515,0.50082284,0.40786272,0.402574,0.3447359,0.5705605
0.5356495,0.39527392,0.4803291,0.38836768,0.40686405,0.34517196,0.57847947
0.5469583,0.39338914,0.4908362,0.39786202,0.4141501,0.34688795,0.582446
0.5733315,0.40092835,0.5073212,0.40136436,0.41972008,0.3477319,0.58144736
0.5299951,0.39150432,0.50082284,0.39836836,0.383726,0.34259793,0.5883817
0.46217033,0.36984316,0.42735776,0.37337363,0.378592,0.3408819,0.5953021
0.4593431,0.37361276,0.4373444,0.37836695,0.38244602,0.34217596,0.5913496
0.46782473,0.37267035,0.43084607,0.37936562,0.38843802,0.3400239,0.5903509
0.44049513,0.36041915,0.40486673,0.36337295,0.378592,0.3391659,0.55670583
0.43389833,0.36607355,0.412856,0.36537027,0.37729797,0.34131795,0.5329629
0.4442647,0.36701596,0.41935438,0.37237498,0.37386596,0.33960193,0.52307475
0.44709194,0.36701596,0.42135173,0.3773683,0.37386596,0.3391659,0.5141712
0.43646553,0.3963546,0.40742135,0.35471666,0.38675886,0.33446175,0.45661518
0.43646553,0.3963546,0.40742135,0.35471666,0.38675886,0.33446175,0.45661518
0.43555978,0.39688462,0.40683627,0.3538471,0.38711464,0.33433846,0.4523271
0.4354826,0.3968946,0.40681157,0.35381302,0.38712445,0.3343352,0.4520149
0.435476,0.39689478,0.40681052,0.3538117,0.38712475,0.3343351,0.45199218
0.43547544,0.39689478,0.40681046,0.35381165,0.38712475,0.3343351,0.45199051
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199043
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.44520712,0.3867923,0.40935367,0.3728673,0.38843802,0.36444193,0.5854139
0.4442647,0.3867923,0.408355,0.3718686,0.38843802,0.36401996,0.5844152
0.43107107,0.3839651,0.40036568,0.37137634,0.382868,0.36230394,0.5636402
0.4461495,0.3820803,0.42185807,0.369379,0.37729797,0.36188197,0.5695759
0.47346509,0.40658274,0.45335117,0.38936633,0.37386596,0.36144596,0.5646248
0.5064491,0.41883394,0.4838315,0.40185666,0.37643996,0.36358395,0.56562346
0.5413039,0.4263591,0.48483014,0.40185666,0.40986004,0.371306,0.5705605
0.5535551,0.44332233,0.50132924,0.41036642,0.40728602,0.37086996,0.57551163
0.5554399,0.44520712,0.5063225,0.412856,0.40514803,0.37044796,0.5764962
0.5535551,0.44897673,0.5073212,0.42035306,0.40429002,0.37044796,0.574527
0.5441311,0.43578312,0.49232715,0.40285534,0.40514803,0.36958995,0.56265557
0.54601586,0.4235319,0.48433784,0.40236303,0.40858006,0.37086996,0.56165695
0.57710105,0.4442647,0.5163232,0.41085872,0.4141501,0.36873198,0.57254374
0.5629791,0.43389833,0.49733457,0.40236303,0.42142206,0.37386596,0.57847947
0.5036219,0.42918628,0.4738308,0.41036642,0.38758,0.37086996,0.566608
0.46217033,0.40469792,0.42436177,0.38836768,0.38843802,0.371306,0.57551163
0.4762923,0.41600674,0.43235108,0.390365,0.39315,0.36958995,0.5695759
0.46876717,0.41035235,0.43585345,0.387369,0.389296,0.36615795,0.55670583
0.43201348,0.3811379,0.40336168,0.36787397,0.38029397,0.36401996,0.5705605
0.4351803,0.3966031,0.40666866,0.35435,0.38693625,0.3351165,0.46101442
0.4351803,0.3966031,0.40666866,0.35435,0.38693625,0.3351165,0.46101442
0.43545023,0.3968893,0.40680447,0.35383272,0.38711953,0.3343556,0.45264962
0.43547323,0.3968947,0.40681022,0.35381252,0.3871246,0.33433565,0.45203835
0.4354752,0.39689478,0.40681046,0.35381168,0.38712475,0.33433512,0.45199388
0.43547535,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199063
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199043
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
0.43547538,0.39689478,0.40681046,0.35381168,0.38712475,0.3343351,0.45199037
