A,B,C,D,E,F,G
0.39998594,0.36607358,0.37636963,0.35287994,0.37644,0.364878,0.54384977
0.40187073,0.36890075,0.37587732,0.35287994,0.378592,0.36615795,0.54583305
0.40375555,0.36890075,0.376876,0.35287994,0.37987196,0.366594,0.54286516
0.41789156,0.36701596,0.38836765,0.35287994,0.38200998,0.36444193,0.5220761
0.44991913,0.3867923,0.41835573,0.37386593,0.38715804,0.36316195,0.54088193
0.45274633,0.3811379,0.415852,0.37037766,0.38330403,0.36444193,0.55373794
0.39527392,0.38867712,0.3698713,0.36937898,0.38072997,0.36444193,0.5547366
0.39433154,0.39433154,0.35487726,0.36937898,0.38330403,0.36701596,0.56265557
0.17859201,0.39621633,0.13844855,0.376876,0.38500595,0.366594,0.5646248
0.16822559,0.40281314,0.12795554,0.376876,0.39057598,0.3652999,0.58144736
0.124889225,0.42260355,0.09197552,0.3973697,0.38330403,0.36830997,0.59431744
0.17199521,0.40281314,0.12846191,0.37836698,0.382868,0.366594,0.59431744
0.21344678,0.39904356,0.19393767,0.38386664,0.37601802,0.36444193,0.61904496
0.277516,0.3905619,0.25741613,0.37386593,0.37558195,0.36316195,0.6408186
0.34439835,0.37455514,0.2994022,0.35937828,0.38758,0.36701596,0.623996
0.42541668,0.37925312,0.3898727,0.3623743,0.39315,0.37001193,0.6022224
0.4244743,0.36795837,0.382868,0.3483789,0.39486602,0.36915395,0.61114
0.4414375,0.36607358,0.40336168,0.35037622,0.390154,0.36830997,0.6012378
0.44803432,0.36795837,0.4063577,0.3493776,0.39101204,0.36573598,0.5933188
0.3213235,0.4582393,0.3397755,0.3807884,0.44644332,0.38126168,0.530016
0.3213235,0.4582393,0.3397755,0.3807884,0.44644332,0.38126168,0.530016
0.31791708,0.46468455,0.33561426,0.38255256,0.44778562,0.38170007,0.5263448
0.31782776,0.46514583,0.3353568,0.38265166,0.4478188,0.38171235,0.5261331
0.3178254,0.46517885,0.33534083,0.3826572,0.44781968,0.3817127,0.5261209
0.31782535,0.4651812,0.33533987,0.38265753,0.44781968,0.3817127,0.5261202
0.31782532,0.4651814,0.3353398,0.38265756,0.44781968,0.3817127,0.5261201
0.31782538,0.4651814,0.3353398,0.38265753,0.44781968,0.3817127,0.5261201
0.31782535,0.4651814,0.3353398,0.38265753,0.44781968,0.3817127,0.5261201
0.31782532,0.4651814,0.3353398,0.38265753,0.44781968,0.3817127,0.5261201
0.31782538,0.4651814,0.3353398,0.38265753,0.44781968,0.3817127,0.5261201
