A,B,C,D,E,F,G
0.4577887,0.38744578,0.41832703,0.35891342,0.40640286,0.3815735,0.39736646
0.46889767,0.38837153,0.41734603,0.36137286,0.40934592,0.38410202,0.39736646
0.46149167,0.38097936,0.42519414,0.3687374,0.41060326,0.3815735,0.39541823
0.4873988,0.38929728,0.43649653,0.3697184,0.40977424,0.38410202,0.39930084
0.47445217,0.38744578,0.4409042,0.3706994,0.40556,0.38451654,0.4041645
0.48554733,0.3957775,0.4399232,0.37118304,0.4051455,0.3836737,0.4051455
0.4790809,0.3994805,0.44532567,0.381007,0.4034598,0.38073066,0.4051455
0.4790809,0.3985547,0.43796116,0.37217787,0.40261695,0.3853594,0.39930084
0.4790809,0.39485174,0.44288003,0.3765855,0.4013458,0.381988,0.39930084
0.4873988,0.40318346,0.45514965,0.381988,0.39798823,0.38241634,0.40124908
0.4948048,0.40966368,0.45613065,0.38444746,0.39755988,0.37820214,0.40223008
0.5031365,0.41799542,0.46693563,0.38886896,0.39671707,0.37735927,0.40223008
0.49017605,0.4041092,0.45564705,0.38788792,0.3971454,0.38030234,0.4041645
0.49017605,0.4041092,0.45957112,0.38493106,0.39630255,0.37820214,0.4041645
0.48554733,0.40318346,0.45564705,0.38493106,0.39671707,0.37863046,0.40223008
0.47260064,0.40503496,0.4409042,0.37954238,0.40093127,0.3798878,0.40124908
0.50591373,0.41521817,0.46545723,0.3932904,0.4013458,0.381988,0.4041645
0.49110177,0.41429242,0.4522066,0.39525244,0.40218863,0.3832592,0.4080609
0.48091856,0.40503496,0.43599913,0.381988,0.4013458,0.3815735,0.40999532
0.24376665,0.516614,0.23120396,0.4368593,0.50494725,0.5462194,0.54544896
0.24376665,0.516614,0.23120396,0.4368593,0.50494725,0.5462194,0.54544896
0.23661366,0.52310085,0.22614664,0.43918273,0.50775564,0.553726,0.550262
0.23640002,0.52346617,0.22602092,0.43928307,0.50783366,0.55406445,0.55042875
0.23639363,0.52348673,0.22601779,0.43928742,0.50783587,0.5540797,0.5504345
0.23639345,0.523488,0.2260177,0.43928757,0.5078359,0.55408037,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.52442867,0.41521817,0.49491534,0.39721447,0.39630255,0.37904495,0.4566557
0.5225772,0.41429242,0.5008153,0.40211955,0.39671707,0.37778762,0.4556885
0.53737533,0.43003014,0.49589634,0.40948406,0.39587423,0.37820214,0.4547075
0.52811784,0.42262414,0.49589634,0.4001575,0.39461684,0.37735927,0.45860392
0.51979995,0.4291044,0.48902926,0.40752202,0.39420235,0.37778762,0.45762292
0.53367233,0.41984692,0.49001026,0.39721447,0.3933595,0.37820214,0.46443474
0.5179485,0.41336668,0.4826457,0.3932904,0.3933595,0.37735927,0.46540192
0.52165145,0.4291044,0.49835578,0.40556,0.39420235,0.37778762,0.46636912
0.52626634,0.4309559,0.50326085,0.40850306,0.39545968,0.37863046,0.46928453
0.53182083,0.43280736,0.49246967,0.40850306,0.39420235,0.37778762,0.46928453
0.52626634,0.42632714,0.49099126,0.39917648,0.39587423,0.38114518,0.46928453
0.5225772,0.42354992,0.49099126,0.40211955,0.3971454,0.37820214,0.46928453
0.5290436,0.42077264,0.4944317,0.40065494,0.39587423,0.37820214,0.47123274
0.50591373,0.42262414,0.47430015,0.40163594,0.39671707,0.3794733,0.47026557
0.51239395,0.4254014,0.48116726,0.392793,0.39630255,0.37904495,0.47221377
0.50498796,0.40873796,0.46889767,0.39083096,0.3971454,0.3794733,0.47221377
0.51331973,0.42354992,0.47970265,0.40359798,0.40050295,0.38114518,0.47414815
0.50683945,0.41799542,0.46251416,0.38837153,0.40430266,0.38030234,0.47414815
0.508691,0.42077264,0.46938127,0.3942714,0.40218863,0.38283086,0.47414815
0.24460933,0.51752156,0.23199253,0.43736833,0.50497043,0.5462744,0.5477239
0.24460933,0.51752156,0.23199253,0.43736833,0.50497043,0.5462744,0.5477239
0.23663883,0.52315193,0.22616626,0.43920472,0.5077563,0.55372846,0.55034083
0.23640077,0.52346903,0.22602141,0.43928403,0.5078337,0.5540646,0.55043155
0.23639365,0.5234869,0.2260178,0.43928745,0.50783587,0.5540797,0.55043465
0.23639345,0.5234879,0.22601771,0.4392876,0.5078359,0.55408037,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639345,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.23639344,0.523488,0.2260177,0.4392876,0.5078359,0.5540804,0.55043477
0.53552383,0.4272529,0.50375825,0.40654102,0.39630255,0.37904495,0.4828944
0.53644955,0.4318816,0.50375825,0.40604362,0.3933595,0.37863046,0.48192722
0.51609695,0.42077264,0.4826457,0.40113854,0.39671707,0.3794733,0.479979
