A,B,C,D,E,F,G,H,I,J
0.35192275,0.49805802,0.6611202,0.55886126,0.82624,0.43068054,0.77065444,0.55217654,0.35180292,0.31855264
0.3979734,0.5452905,0.8545869,0.32585633,0.75831306,0.42135307,0.46887502,0.584797,0.38776097,0.6473242
0.32595348,0.4876023,0.48462638,0.23068812,0.6092257,0.55421656,0.6892805,0.7501609,0.45358825,0.5030555
0.52024657,0.3397334,0.5329675,0.24905024,0.7152673,0.38549653,0.41204485,0.62912863,0.36906105,0.53134406
0.32336733,0.4901258,0.6455348,0.47743407,0.43631873,0.5106776,0.4529904,0.80721444,0.4385195,0.30445454
0.688686,0.51086426,0.58723366,0.73620814,0.26146102,0.56331676,0.6231571,0.3426651,0.4352663,0.7494172
0.5973043,0.41056126,0.6185914,0.32016262,0.5659743,0.7139964,0.77228284,0.36753598,0.6127495,0.32682285
0.62001544,0.7741069,0.47532606,0.40111256,0.7486811,0.4123466,0.42575037,0.49469048,0.649599,0.5031461
0.73450303,0.57718617,0.6384072,0.6008339,0.8408295,0.48393324,0.51717067,0.39019012,0.46134478,0.18675077
0.6308889,0.5906953,0.54994625,0.39607576,0.70351285,0.48999974,0.63968724,0.35427597,0.35532603,0.5198009
0.752469,0.71397376,0.5363801,0.2979609,0.5281091,0.19768356,0.59256417,0.30795497,0.3772646,0.71978366
0.59821934,0.47287434,0.5112359,0.22644967,0.7334084,0.60755926,0.7014766,0.19992009,0.50169873,0.54479516
0.42463416,0.26446712,0.3839718,0.3878347,0.7955282,0.45119885,0.5320729,0.3606239,0.29024237,0.51547515
0.33016473,0.45992774,0.47690454,0.22501811,0.5557893,0.40907145,0.52425814,0.4357343,0.704309,0.44233578
0.21073252,0.6325094,0.38401458,0.45368516,0.6944309,0.24221905,0.336205,0.50363225,0.628147,0.18386619
0.6213787,0.2706314,0.5452555,0.2854769,0.7295772,0.4109624,0.34718895,0.5031864,0.5631849,0.15741238
0.34212077,0.44456035,0.42328936,0.5354333,0.5909982,0.6020948,0.6396525,0.36759993,0.5371626,0.54187006
0.36291325,0.5793906,0.7146437,0.35474396,0.35283405,0.3975459,0.53550845,0.48416457,0.35579097,0.4039505
0.50287,0.58074564,0.36005852,0.4264591,0.512937,0.61147445,0.39848813,0.40406197,0.5107913,0.43527552
0.70009637,0.28290102,0.6081953,0.5408797,0.6109545,0.4502084,0.6000154,0.34881422,0.7802535,0.59243697
0.37059602,0.19066764,0.77213603,0.5533674,0.7515679,0.7571461,0.45367014,0.4418778,0.5452,0.37732044
0.45421895,0.2814722,0.45806444,0.59004235,0.78481495,0.3837944,0.5549986,0.42644748,0.69522685,0.51507294
0.28284827,0.5208821,0.8085646,0.21198131,0.6205239,0.5669162,0.7698658,0.5283448,0.5188846,0.5297293
0.3095367,0.77459,0.546973,0.5719889,0.54551893,0.46450767,0.70876974,0.6150444,0.3850384,0.45557067
0.5811801,0.43513572,0.6460785,0.7910969,0.517184,0.5543319,0.54253715,0.52413595,0.2969569,0.41416597
0.45303404,0.55274206,0.4336566,0.54503584,0.5953202,0.36332092,0.29721773,0.81612116,0.7206453,0.45538744
0.56974137,0.22414842,0.58683264,0.29952893,0.6642611,0.67375326,0.24845912,0.52231836,0.5063444,0.2204554
0.44262442,0.27008852,0.626199,0.41462818,0.7565452,0.7213698,0.47861776,0.70629936,0.678558,0.51475275
0.2454073,0.47092757,0.7280663,0.33510086,0.8668643,0.49151534,0.7105341,0.6691894,0.49411035,0.41949618
0.21210141,0.55399054,0.38759366,0.45575225,0.68017423,0.541574,1.0,0.7803666,0.5145381,0.7134836
0.4807414,0.74714005,0.28373876,0.5064083,0.6204653,0.7138186,0.7109239,0.629957,0.66428936,0.64869446
0.53482926,0.751734,0.5071297,0.5263299,0.7077184,0.53288555,0.856561,0.4762079,0.72907716,0.5028938
0.53593326,0.5043565,0.5090753,0.5470941,0.5676881,0.6315794,0.52040553,0.45861265,0.40260696,0.4586674
0.47625238,0.2497711,0.33150277,0.42909226,0.55336607,0.50740844,0.4798571,0.22884838,0.2762306,0.3397536
0.36307234,0.7262263,0.5905181,0.46350387,0.5828341,0.46447545,0.41468197,0.44273782,0.51576793,0.40006515
0.58316016,0.64112127,0.4796954,0.33880776,0.506393,0.52626693,0.6730397,0.3223813,0.3408086,0.32436657
0.6220252,0.9975188,0.43693277,0.34818074,0.64668536,0.52737737,0.70932347,0.5036335,0.37972826,0.36559528
0.8119353,0.58301866,0.40250474,0.56850755,0.8920632,0.59069544,0.47281295,0.42323768,0.41067547,0.5988265
0.6708441,0.60690343,0.6696495,0.34859487,0.9159813,0.76880354,0.5116237,0.19304149,0.4773003,0.53579664
0.74575293,0.48169485,0.61606646,0.5408184,0.8615243,0.49968022,0.63811886,0.33047846,0.37919554,0.3813387
0.62522906,0.8562048,0.62565243,0.27164686,0.8262174,0.48988488,0.53238964,0.43381342,0.33229384,0.69963044
0.71935576,0.19494423,0.3294318,0.6749585,0.8260494,0.62684184,0.6609467,0.57323575,0.6126909,0.45506668
0.4173355,0.4323993,0.7721015,0.5649493,0.87565726,0.6717065,0.52610177,0.8477788,0.46148652,0.6918794
0.25857905,0.46830133,0.80489826,0.32310012,0.85558367,0.59748876,0.7237761,0.6089161,0.45414343,0.48294356
0.09896647,0.80479044,0.5435947,0.51785177,0.28960028,0.49160647,0.5302874,0.90951675,0.5490904,0.8230701
0.66671586,0.3073062,0.34501716,0.48592767,0.38797843,0.600267,0.6167659,0.6142921,0.33039644,0.47540715
0.45457673,0.6707248,0.4473854,0.4616194,0.5117867,0.5388525,0.63773763,0.0801161,0.2463905,0.35380554
0.6419593,0.67901516,0.520799,0.64337146,0.5073602,0.3842856,0.48457432,0.22350192,0.4195459,0.59897685
0.76649135,0.5780396,0.6116557,0.55763286,0.50968564,0.6221777,0.5849829,0.27821735,0.7383714,0.3842224
0.6748997,0.47201538,0.3794053,0.5703846,1.0,0.5717777,0.6082464,0.16337462,0.6042697,0.37236166
0.4724001,0.55205095,0.9496967,0.4744091,0.730011,0.5968522,0.47922486,0.48396462,0.47867495,0.82086104
0.3827652,0.2993705,0.6172697,0.49032205,0.5879602,0.4872808,0.36680755,0.6984334,0.17072944,0.46040204
0.42194006,0.49236116,0.24133228,0.34228638,0.53761214,0.60883915,0.5553122,0.5340496,0.4280358,0.293458
0.21134117,0.43211165,0.70412743,0.48007262,0.62143195,0.4607242,0.52013934,0.104252346,0.69259953,0.48991945
0.5062815,0.9685676,0.62486356,0.3108449,0.6520196,0.43492684,0.6009897,0.4872625,0.3608534,0.39435226
0.5708782,0.50625116,0.6563131,0.6693565,0.8072738,0.4604565,0.3175237,0.8220643,0.5204737,0.4643084
0.50549996,0.18107586,0.5952697,0.23577641,0.79891443,0.537828,0.40792975,0.76685286,0.49284676,0.42226517
0.47998688,0.53234655,0.30653062,0.3915923,0.7760106,0.5862303,0.29038903,0.77928454,0.6607529,0.45416483
0.5637104,0.478707,0.5561279,0.3976115,0.6643675,0.63901067,0.20563252,0.5549715,0.5308672,0.3599982
0.48127612,0.3946295,0.485803,0.38950378,0.64910907,0.40288758,0.5730429,0.37289193,0.56629735,0.5471632
0.52175313,0.6618752,0.49771762,0.30308548,0.79470044,0.40013355,0.4082757,0.3030144,0.37208804,0.38477767
0.38122553,0.43281376,0.560896,0.39022052,0.6423831,0.40615216,0.67991316,0.51763725,0.44758728,0.38885063
0.52588433,0.6541725,0.38979173,0.39281136,0.68832934,0.44844308,0.6798158,0.5962564,0.52290034,0.597134
0.24417223,0.62127787,0.72767186,0.2840678,0.7220265,0.53891057,0.40622336,0.51498145,0.28003132,0.49222916
