A,B,C,D,E,F,G,H,I,J
0.4681746,0.4201673,0.50188726,0.23398478,0.40115944,0.31866437,0.34908447,0.45535886,0.41176972,0.38738742
0.77610534,0.53574675,0.4922968,0.6243885,0.50572115,0.43474153,0.37405017,0.46570694,0.19592817,0.39142787
0.6038101,0.31501794,0.3232161,0.48585457,0.41397095,0.5921299,0.50617564,0.55984926,0.45967013,0.34701878
0.40603793,0.6670542,0.444707,0.5328432,0.5366718,0.43757942,0.51461387,0.39154643,0.40405056,0.5685657
0.5104002,0.5748006,0.56894916,0.2224136,0.6333383,0.45698905,0.2681785,0.4948128,0.34867793,0.40170416
0.41796,0.5138978,0.52149177,0.4079131,0.7228244,0.5279466,0.3764583,0.4483452,0.49857587,0.4403818
0.61657035,0.49101657,0.50618935,0.42805946,0.4969177,0.3986998,0.3986456,0.5012147,0.4364681,0.45552322
0.6461867,0.6027746,0.5737619,0.43370262,0.21769068,0.52824175,0.4359204,0.46366775,0.3393926,0.48268253
0.48108655,0.293175,0.5671664,0.5756846,0.39722025,0.48281422,0.36632913,0.51339805,0.45879814,0.48443836
0.4370091,0.44070306,0.41405392,0.14697926,0.5349531,0.53086805,0.46360245,0.51722413,0.53438294,0.46282104
0.49178532,0.541902,0.5505714,0.43781984,0.40840647,0.3439103,0.4650164,0.45808867,0.39633042,0.45965883
0.5637261,0.6361835,0.55875134,0.22508916,0.62057257,0.46841037,0.31262597,0.43713486,0.4073068,0.46495643
0.5565509,0.38317537,0.4728142,0.407417,0.5564116,0.50487024,0.4825476,0.62809134,0.34336525,0.35769105
0.5719613,0.5728847,0.59115285,0.35347718,0.5131733,0.35915127,0.39976874,0.47602874,0.49385208,0.68812704
0.50454885,0.3648888,0.5516556,0.5725431,0.7000168,0.45644563,0.4840628,0.4792569,0.4075349,0.38951394
0.5470413,0.4259226,0.491601,0.4751043,0.18497011,0.6031846,0.3822656,0.42169052,0.7640472,0.48196822
0.3978674,0.5731476,0.47446588,0.49897796,0.5796821,0.5357363,0.4099475,0.49404582,0.30849576,0.41189262
0.6996144,0.44030517,0.54055053,0.35675338,0.4633509,0.37955934,0.3813788,0.42256746,0.42742243,0.4281752
0.58485436,0.50510615,0.48240975,0.60125685,0.736881,0.48528254,0.47066206,0.46513999,0.45011768,0.47728553
