A,B,C,D,E,F,G,H,I,J
0.2839692,0.6559708,0.37108618,0.1722803,0.63536507,0.42472926,0.6106457,0.84802186,0.3655435,0.5130078
0.47888416,0.57249326,0.49861196,0.9626652,0.31226525,0.27589348,0.6821328,0.46118113,0.4700419,0.24718697
0.70508,0.2604791,0.67474943,0.66205186,0.45582768,0.3760497,0.58786803,0.64106596,0.37738588,0.33608586
0.58713263,0.5081642,0.41954017,0.5304978,0.1973638,0.43672797,0.6013647,0.39120734,0.74883735,0.34179157
0.33241197,0.57761437,0.5987961,0.2677879,0.5751438,0.33071068,0.4719119,0.6153481,0.73114556,0.04947209
0.36981457,0.4819316,0.40298232,0.50645643,0.6387517,0.47729695,0.57355493,0.54779667,0.33047348,0.7084424
0.57783383,0.2377233,0.7342552,0.6460799,0.31598353,0.53596324,0.69584405,0.64294577,0.65543544,0.53933954
0.53212863,0.5031591,0.42779237,0.4649409,0.49408823,0.549674,0.7456624,0.690237,0.7596852,0.2232116
0.40925264,0.5372602,0.7090658,0.702682,0.7196774,0.4683194,0.7273936,0.71883756,0.47774383,0.49694276
0.43175682,0.23281719,0.4189337,0.27717027,0.3275301,0.4680203,0.77299863,0.6184853,0.66024995,0.48782268
0.5522954,0.5058177,0.67449623,0.75766456,0.51537037,0.7326531,0.8759664,0.6106399,0.34309262,0.4524345
0.41410044,0.68775606,0.5226756,0.24970035,0.4944073,0.8238458,0.64736813,0.67951214,0.4308014,0.38392118
0.6188135,0.6669099,0.58254814,0.2754426,0.46314144,0.8013203,0.45780388,0.3297815,0.7459627,0.64468956
0.6833571,0.66260993,0.41098502,0.53385866,0.45169684,0.37453684,0.43817094,0.5158097,0.5994532,0.8417968
0.57345665,0.7951061,0.6393254,0.20251067,0.6293499,0.39409652,0.50829244,0.4664597,0.5197796,0.43739212
0.7463807,0.441199,0.6951978,0.75482756,0.59386796,0.47109908,0.65518045,0.86962104,0.47912312,0.5931489
0.6081501,0.47696036,0.7050835,0.3087968,0.42923576,0.5203907,0.58005494,0.3964855,0.71026945,0.14950518
0.49907592,0.68218917,0.47613853,0.5905082,0.18113546,0.50493383,0.5270895,0.53767425,0.59157574,0.34253854
0.40968925,0.2775744,0.7305214,0.5944281,0.53932357,0.40914628,0.42009577,0.31420407,0.5069905,0.5421472
0.64563715,0.52779025,0.32646775,0.10799842,0.47082925,0.3816357,0.7100276,0.17981185,0.7990436,0.24637568
0.4312921,0.31281683,0.6093018,0.39293262,0.51858974,0.5792754,0.44029057,0.4953871,0.4443851,0.5075112
0.54946685,0.42466563,0.42000893,0.48910138,0.5980429,0.26668108,0.5400131,0.4093532,0.33661857,1.0
0.59234816,0.18555376,0.5354408,0.07175619,0.4192848,0.39508206,0.6825867,0.41542175,0.6682659,0.4109171
0.46689278,0.6110776,0.33314312,0.32742488,0.5123979,0.3359341,0.6672057,0.40469334,0.5352197,0.44809353
0.5512496,0.5038462,0.4683831,0.58647275,0.5735759,0.41359872,0.13473047,0.6181679,0.36889037,0.6748264
0.57276565,0.46094683,0.5965986,0.42817354,0.39422965,0.2941689,0.5312156,0.2552286,0.55560935,0.34392115
0.63309675,0.21735603,0.55236495,0.35778245,0.4293145,0.53580123,0.4352497,0.3973861,0.7069402,0.7418701
0.45949122,0.559217,0.5998643,0.47122863,0.29185098,0.44296846,0.87270176,0.5696964,0.626787,0.33649907
0.40758026,0.2986903,0.6625535,0.23678134,0.09032758,0.61173207,0.50242984,0.91404384,0.5708878,0.34475082
