A,B,C,D,E,F,G,H,I,J,K,L,M
0.0677310924369747,0.3905882352941176,0.1596638655462184,0.0690420168067226,0.3310924369747899,0.1633613445378151,0.4010084033613445,0.1018487394957983,0.4574789915966386,0.3596638655462185,0.0724369747899159,0.0846050420168067,0.0675305210084033
0.0677647058823529,0.3929411764705882,0.1596638655462184,0.0692436974789915,0.3401680672268907,0.1542857142857143,0.3996638655462184,0.1008403361344537,0.466890756302521,0.3502521008403361,0.072235294117647,0.0851764705882353,0.0675293445378151
0.0678319327731092,0.4067226890756302,0.1596638655462184,0.0696134453781512,0.3573109243697479,0.1563025210084033,0.3747899159663865,0.0991596638655462,0.4897478991596639,0.3650420168067226,0.0723361344537815,0.0843697478991596,0.0675214117647058
0.0676974789915966,0.3852100840336134,0.1596638655462184,0.0690084033613445,0.3294117647058823,0.1509243697478991,0.3848739495798319,0.1005042016806722,0.4510924369747899,0.3364705882352941,0.0723361344537815,0.0840672268907563,0.067515294117647
0.067798319327731,0.3993277310924369,0.1596638655462184,0.0696470588235294,0.3579831932773109,0.1573109243697479,0.3616806722689075,0.1015126050420168,0.4672268907563025,0.3680672268907562,0.0724705882352941,0.082890756302521,0.0675017142857142
0.067798319327731,0.3858823529411764,0.1596638655462184,0.0691428571428571,0.3357983193277311,0.1431932773109243,0.5845378151260504,0.1025210084033613,0.4521008403361344,0.3452100840336134,0.0722016806722689,0.0834957983193277,0.0674981176470588
0.0679999999999999,0.4184873949579832,0.1596638655462184,0.0704201680672268,0.3899159663865546,0.1684033613445378,0.5297478991596639,0.106890756302521,0.4904201680672269,0.3939495798319327,0.0721344537815126,0.0833613445378151,0.0674925042016806
0.0683025210084033,0.4416806722689075,0.1596638655462184,0.0713277310924369,0.4225210084033613,0.1976470588235294,0.3284033613445378,0.1126050420168067,0.5045378151260504,0.4299159663865546,0.0723025210084033,0.0824873949579831,0.0674876974789916
0.0681008403361344,0.4053781512605042,0.1596638655462184,0.0706890756302521,0.3989915966386554,0.1630252100840336,0.4127731092436975,0.10890756302521,0.4863865546218487,0.3912605042016807,0.0721008403361344,0.0824873949579831,0.0674775798319327
0.0677647058823529,0.3660504201680672,0.1596638655462184,0.0687394957983193,0.3152941176470588,0.1334453781512605,0.5307563025210085,0.1008403361344537,0.4238655462184874,0.3169747899159664,0.0717310924369747,0.0833949579831932,0.067474756302521
0.0674957983193277,0.3334453781512605,0.1596638655462184,0.0678991596638655,0.2631932773109243,0.1025210084033613,0.7300840336134454,0.0894117647058823,0.3852100840336134,0.2410084033613445,0.0713613445378151,0.0835966386554621,0.0674598655462184
0.0674621848739495,0.3388235294117647,0.1596638655462184,0.0678319327731092,0.2594957983193277,0.0968067226890756,0.6484033613445378,0.0863865546218487,0.3878991596638655,0.2245378151260504,0.0712605042016806,0.0844369747899159,0.0674682016806722
0.0674285714285714,0.3408403361344537,0.1596638655462184,0.0678655462184874,0.2601680672268907,0.0981512605042016,0.6094117647058823,0.0867226890756302,0.3915966386554622,0.2221848739495798,0.0712268907563025,0.0855798319327731,0.0674819831932773
0.0674621848739495,0.3452100840336134,0.1596638655462184,0.0681344537815126,0.2810084033613445,0.0968067226890756,0.5663865546218487,0.0870588235294117,0.3966386554621848,0.2295798319327731,0.0718319327731092,0.0823529411764705,0.0674618823529411
0.0674621848739495,0.3364705882352941,0.1596638655462184,0.0681344537815126,0.28,0.0974789915966386,0.5677310924369748,0.0873949579831932,0.3831932773109243,0.2292436974789916,0.0721680672268907,0.0798319327731092,0.0674359663865546
0.0673949579831932,0.3260504201680672,0.1596638655462184,0.0679663865546218,0.2689075630252101,0.0974789915966386,0.7667226890756302,0.0873949579831932,0.3700840336134454,0.2070588235294117,0.0718655462184874,0.0795966386554621,0.0674205042016806
0.0,0.3095798319327731,0.1596638655462184,0.0674621848739495,0.2252100840336134,0.081344537815126,0.8507563025210084,0.0789915966386554,0.3411764705882353,0.1905882352941176,0.0716638655462184,0.0791932773109243,0.06740756302521
0.0673277310924369,0.3055462184873949,0.1596638655462184,0.0673949579831932,0.2141176470588235,0.0776470588235294,0.9273949579831932,0.0763025210084033,0.3317647058823529,0.1761344537815126,0.0712605042016806,0.0797647058823529,0.0674029915966386
0.0673613445378151,0.3139495798319328,0.1596638655462184,0.0674957983193277,0.2278991596638655,0.0843697478991596,0.8383193277310924,0.0803361344537815,0.3378151260504201,0.1942857142857142,0.0711596638655462,0.0800336134453781,0.0674024537815126
0.0673949579831932,0.3260504201680672,0.1596638655462184,0.0676974789915966,0.2463865546218487,0.1008403361344537,0.9690756302521008,0.0884033613445378,0.3492436974789916,0.2285714285714286,0.0710924369747899,0.08,0.0674003025210084
0.0676974789915966,0.3761344537815126,0.1596638655462184,0.0691092436974789,0.334453781512605,0.173109243697479,0.8494117647058823,0.1042016806722689,0.4026890756302521,0.3435294117647058,0.0713613445378151,0.0792605042016806,0.0673978487394958
0.0680336134453781,0.4020168067226891,0.1596638655462184,0.0707899159663865,0.4026890756302521,0.2073949579831933,0.8463865546218488,0.1102521008403361,0.4490756302521008,0.4235294117647059,0.071563025210084,0.0788235294117647,0.0673983865546218
0.0678319327731092,0.3781512605042016,0.1596638655462184,0.0696470588235294,0.3583193277310924,0.1774789915966386,0.9216806722689076,0.108235294117647,0.4077310924369748,0.375126050420168,0.0720672268907563,0.0773781512605042,0.0673919663865546
0.0677310924369747,0.3640336134453781,0.1596638655462184,0.0693109243697479,0.3431932773109243,0.1694117647058823,0.3650420168067226,0.1045378151260504,0.3922689075630252,0.3509243697478991,0.072672268907563,0.0760336134453781,0.0673878655462184
0.0677310924369747,0.3643697478991596,0.1596638655462184,0.0693109243697479,0.3435294117647058,0.1680672268907563,0.3727731092436975,0.1042016806722689,0.3926050420168067,0.3384873949579832,0.0729747899159663,0.075126050420168,0.0673791596638655
0.0678319327731092,0.3764705882352941,0.1596638655462184,0.0699495798319327,0.3707563025210084,0.1700840336134453,0.3526050420168067,0.1055462184873949,0.4070588235294117,0.3539495798319327,0.0733109243697479,0.0743865546218487,0.0673746554621848
