A,B,C,D,E,F,G,H,I,J,K
0.27195212,0.08990012,1.217137,0.9498853,-0.031355586,0.11897293,-0.066997826,-0.06781038,1.1165237,1.1968744,0.31745562
0.509979,0.14156368,1.0177147,1.202072,0.26329225,0.071808085,-0.041111454,0.0008120984,0.9506608,1.0732893,0.24325916
0.5199324,0.10180673,0.98757184,0.96402156,0.29452378,-0.10767475,-0.0792294,-0.07519294,0.89677703,0.9122497,0.17586407
-0.02596265,-0.07269034,0.96269786,1.0147313,0.384333,-0.094318025,-0.11511344,-0.10649206,0.8810066,0.988896,0.22935441
0.29747105,0.110003024,0.8544191,0.9745469,0.3163652,0.020333365,-0.08800362,-0.14490974,0.7171622,1.0135186,0.31698936
0.5093354,0.048385322,0.92939126,0.91831195,0.308725,0.019377813,-0.11075058,0.12760913,0.63740426,0.7430365,0.04969485
0.30225006,-0.04642809,1.0293597,1.0780891,0.26475674,0.046109006,-0.0026494712,0.088840574,0.66326773,0.9012886,0.008187979
-0.041499782,-0.039249197,0.88045585,1.0493962,0.086148575,0.09012027,-0.12107998,-0.06266136,0.86397254,0.90158856,0.13535303
0.37297684,0.11782691,0.8915734,0.7974396,0.1765766,0.021964327,0.12436548,0.034566015,0.75822985,0.83880824,0.2509475
0.22504477,0.14736262,1.0881672,0.8993497,0.40563422,0.07719995,-0.02505298,-0.054602697,0.8185178,0.817727,0.22482623
0.44544414,0.057493836,1.1752976,1.0752153,0.51302946,-0.100501284,0.0060240775,-0.033401497,0.8678351,0.9554837,0.1767187
0.08281553,0.09857546,1.2057298,1.0198534,0.15236725,-0.115998015,0.015750036,-0.14665347,0.96242905,0.88718903,0.19968385
0.24097283,0.05254394,1.2260033,0.95626,0.27308932,0.02011031,0.09342793,-0.087273024,1.019754,1.0029923,0.20581226
0.31939685,-0.059226073,1.0681778,1.2289618,0.32106295,0.026602566,-0.14035639,-0.009520486,0.9403855,0.932558,0.123058215
0.32461053,-0.08393335,1.1234467,0.908779,0.1910026,-0.121604994,0.00818029,0.033499956,0.9358863,1.0713077,0.06554926
0.5941137,0.085201144,0.98220146,0.91562665,0.2929824,-0.13093972,0.05397454,-0.12217384,1.011428,0.97287,0.38014218
0.29157618,-0.09418872,1.0448141,0.8813995,0.21487421,0.063721314,-0.0109061,0.121941656,1.0452739,1.0347353,0.44870603
0.11043285,0.014367312,1.1447123,0.933261,0.24174199,-0.00058689713,-0.12590079,-0.013854876,1.0902188,0.90925324,0.11404884
0.17336604,0.14846712,1.2039659,1.1825,0.18493462,0.09078841,0.043134913,-0.10853179,1.0203466,0.9430765,0.14510392
0.3419664,-0.14774586,0.99223316,1.1309383,0.5225955,-0.100179866,-0.046812706,-0.08019514,0.97791255,0.9111412,0.16622369
0.64622533,-0.070888855,1.0155932,1.0043526,0.35694528,0.13049603,-0.1443763,0.024099573,0.9506314,0.96213853,0.4541704
0.31762263,0.088207215,0.97578204,1.0082133,0.12037292,0.07575309,0.08870673,0.1258963,0.885847,1.0749351,0.33200628
0.5232887,0.07857281,0.85852873,0.85707307,0.19241622,-0.008370072,-0.11197125,-0.03221637,1.0544671,0.88245094,0.3572844
0.15698943,-0.08184588,0.77839357,1.0059923,0.29110253,-0.040078424,-0.09994355,0.13344204,1.0176202,1.0864298,0.0067947507
0.22880554,-0.042035617,1.0015903,0.8639049,0.19408368,0.02216199,-0.1229779,0.12086642,1.0263307,1.106313,0.32796723
0.0880335,0.0004425943,0.9842571,1.0102484,0.32290828,0.010709882,0.10325557,-0.14124055,0.9729963,0.8673066,0.10826354
0.11496077,0.0285573,1.1012203,0.9259261,-0.028326865,0.09357706,-0.09661015,-0.0046162307,1.0247449,1.0031441,-0.008055203
0.49104586,0.07603331,1.0655742,0.96886486,0.27104747,0.13962054,-0.07956963,0.012216866,0.9939252,1.1274705,0.44792792
0.43068397,-0.14693919,1.1152884,0.9415828,0.24867544,-0.010806695,-0.13515978,-0.1380873,1.0694433,0.8812333,0.399073
0.45178652,-0.08027537,1.0195014,0.9836972,0.31013307,0.12667468,0.0013849884,0.06246522,0.88076794,0.9887071,0.23629658
0.23454168,-0.11473788,0.9397455,1.0959561,0.26031852,-0.028368868,0.12140536,0.106512755,0.825452,0.9284396,0.39695346
0.30678326,0.023601457,0.968912,1.0023932,0.2356342,-0.13779978,0.121378094,-0.019647479,0.96996945,0.90478027,0.2819499
0.38133183,0.0015448779,0.8611408,1.0286301,0.11097748,-0.06552893,-0.11072031,-0.14861028,1.1629226,0.93061465,0.2245115
0.15080924,0.022590443,0.9872937,1.0157845,-0.019430995,0.086368814,-0.033995353,0.11640912,0.9012437,0.96684235,0.21843901
0.34994966,-0.094520174,1.0404266,0.91578555,0.27475846,-0.11643171,0.0844976,-0.046771757,1.1380825,1.0226743,0.34564516
0.6005475,-0.12457628,0.9127079,1.1133375,0.31751615,0.04101801,0.104227185,-0.12081673,1.2275958,1.046169,0.3937274
0.3379283,-0.011207357,1.0537342,0.85517013,0.41747773,0.0049390793,0.07120898,-0.11827339,1.1223297,1.2244033,0.15653916
0.22864062,-0.14747274,1.078221,0.9823214,0.16622497,-0.07362358,-0.10570952,0.12611657,1.1820326,1.009181,0.1839169
0.6058173,-0.086277135,1.1768936,1.0282972,0.38508815,0.02101928,-0.05945964,-0.08521663,1.0870293,1.160373,0.18071102
0.15329647,0.03247884,1.139805,1.0277476,0.3018778,-0.036799982,-0.0065508485,0.03826718,0.9216584,1.0027736,0.032388046
-0.04277256,-0.09202561,0.943939,1.1181697,0.111634776,0.12754297,0.010559693,0.059954584,1.0133139,1.0159206,0.0790782
0.043978512,0.08538818,1.0984857,1.0993679,0.31671917,-0.024169803,0.045107707,-0.12702905,0.9082246,0.8600192,0.38852406
0.17723063,0.056513086,1.063199,0.9689935,0.2531703,0.03519112,-0.09788567,-0.0032295436,0.96823734,0.8076886,0.18296762
0.2834687,0.14975241,1.0392985,0.96805227,0.320207,0.12376773,0.082631364,0.09574145,0.88411367,0.90127414,0.26681003
0.6528331,-0.13575688,1.0231748,1.1406788,0.36970472,-0.14759926,0.13184103,0.12221736,1.1485502,1.0146453,0.30361587
0.48744938,-0.085809946,1.1276625,1.1100283,0.3676108,-0.013809562,0.04446347,0.02727969,1.0852641,1.1827402,0.470568
0.18076737,0.04481274,1.0742557,1.0899997,0.33649635,-0.109813556,0.14643744,-0.036942534,1.075479,0.9613428,0.15751763
0.30710173,-0.018747807,1.100925,1.047528,0.33818984,-0.064330995,0.08691271,0.1238575,0.98976505,1.0370979,0.3117411
0.22998387,-0.11584021,1.0370774,1.09241,0.26524884,-0.073477864,-0.00036852062,0.12824458,1.1570312,0.92488337,0.109984666
0.30490795,0.064346254,1.1020114,0.9021072,0.22921406,0.03271167,-0.048990622,0.061709866,1.2426891,1.2036533,0.3122689
0.168046,-0.045872875,1.1928406,1.1259954,0.34132987,-0.0624907,-0.07564082,0.0021209866,1.0959973,1.2122302,0.110004775
0.27431735,0.12042618,1.1076081,0.99975264,0.17310658,-0.07519269,0.09983878,-0.14563875,1.0354413,1.1917102,0.28145504
0.33664435,-0.003911078,1.0978065,0.91186905,0.46959922,-0.023049235,0.11068362,0.09015678,0.9841414,1.0840847,0.38256812
0.15876313,0.058561876,1.1864303,1.034694,0.1562371,0.07806496,-0.0028365105,0.13592613,1.0585991,1.0997494,0.20533732
0.27628103,0.014889598,1.0246193,1.0160472,0.18221106,0.029026061,-0.09867254,-0.05981736,0.9648959,1.1520002,0.41359422
0.061022133,0.04026121,0.98491514,0.8820311,0.07904528,-0.14287752,0.08277349,-0.1376041,0.9387154,1.0234387,0.16984585
0.40192008,0.00634636,0.9322969,1.0605527,0.31888646,-0.067747936,-0.009328112,0.13228828,0.7903124,1.0250211,0.36976632
0.20948808,0.005078882,0.9163489,0.8942043,0.1438812,-0.07182547,-0.066568375,0.11527902,0.85747653,0.83243144,0.15252024
0.38219795,0.029445738,1.0453649,1.1065452,0.028146334,-0.00010961294,-0.011590928,0.12016621,0.8396115,0.85632044,0.33601528
0.26405114,0.045780733,1.1398876,1.0178635,0.24074037,0.023049548,-0.0885936,-0.14831477,0.8884978,0.9961704,0.10525348
0.15714473,-0.049870566,1.1812384,0.9261668,0.18918695,0.09896135,0.09718421,-0.1368816,0.8488655,0.89149964,0.20047861
0.15419145,-0.08654133,1.0275021,1.10317,0.118130766,-0.1033933,-0.13128577,-0.00071436167,0.86435986,0.97415316,0.44213676
0.33892894,0.03364359,0.91536206,0.89368623,0.23320386,-0.06447891,0.09835775,0.13709581,0.93987614,0.874803,0.33046883
0.20263743,0.0352571,0.8161261,0.84272736,0.13789126,0.058515027,0.026745826,-0.11797133,1.0777856,0.9605805,0.27240092
0.3874514,-0.05078257,0.7544968,0.9852822,0.25112697,-0.13342428,0.0680832,-0.09217247,1.1171422,0.9458722,0.24723628
0.4138251,0.021039858,0.99330056,0.76802313,0.26601952,-0.07375675,0.04926227,-0.042148575,0.96118796,1.0393962,0.34596363
0.20126367,0.04365331,0.99698293,0.85984814,0.25495124,0.1027143,0.12425089,0.10198,0.9735296,0.975342,0.34959453
0.30480844,0.10478255,0.9356862,0.8674082,0.3510208,0.054158613,0.036224425,0.046142578,1.1811326,0.96701837,0.2071438
0.47667694,0.015196055,0.91539913,1.0823461,0.22154668,-0.13162461,0.12957221,0.07163663,0.9875221,1.0332576,0.21726163
