A,B,C,D,E,F,G,H,I,J,K
-0.021497644,0.29747427,0.11214414,-0.1460807,-0.40931505,0.83579034,-0.05642408,0.115412,-0.2850032,-0.0045983084,0.6126443
-0.022041366,0.005053103,-0.11137943,-0.038375817,0.82804066,0.94411373,0.03149856,-0.091964476,0.7030629,0.2933297,0.15192977
-0.25967342,0.07264751,-0.03374759,0.10298681,0.8087019,-0.25247324,0.61370254,-0.049224548,0.5702921,-0.28091714,-0.2775295
-0.11346193,-0.04022385,-0.086253874,-0.0138656795,0.86803377,0.5409142,-0.19262369,-0.019140527,0.6241509,-0.103744164,0.5286278
-0.22892523,-0.10765548,-0.014252618,-0.12452231,-0.13100968,0.64015263,0.071601555,0.10567036,-0.1356528,0.11662448,0.51018155
-0.13504612,-0.062421065,-0.09477228,-0.098574996,0.53849894,0.65866804,0.054876156,0.031766012,0.6065291,-0.02282355,0.76287067
-0.18162507,0.13392594,0.024014026,0.1439878,0.51302654,0.18869378,-0.10472444,-0.110813215,0.53174365,-0.12137014,0.018763416
-0.10357609,-0.13822073,0.00086435676,-0.058972985,0.5830612,0.55845433,-0.08027458,0.042133078,0.6856993,0.00041882694,0.5236139
0.011437014,0.013545476,0.09923704,0.06944446,0.16536412,0.6593956,0.042583287,-0.0051767677,0.17347199,0.038198438,0.45349443
0.06287521,-0.042941686,0.09314825,0.04079704,0.61798954,0.80092144,0.032632664,0.007019371,0.5425004,-0.09723065,0.5924556
0.18720259,0.09185444,0.027999476,-0.05744741,0.7254158,0.5072551,-0.21722187,-0.016140252,0.66670173,-0.08374123,0.27964422
-0.013989095,0.1427722,-0.021002844,-0.1248637,0.7639028,0.8909685,-0.2174485,0.039842784,0.5977176,0.014845289,0.35595855
0.059699018,-0.03025318,-0.08543655,0.03005153,0.60491896,0.9492717,0.123267084,0.13578057,0.42683524,0.12281315,0.51191103
-0.22537833,0.26007748,0.05036649,0.012062788,0.8621297,0.74140936,0.35783535,-0.12508667,0.6776251,-0.045420215,0.6715476
0.07367052,-0.13034353,0.08785893,0.05791682,0.88315153,1.0194846,-0.02545683,-0.031391755,0.7956872,0.14151897,0.3229789
0.16808288,0.02645177,0.04650627,-0.09065248,0.718025,0.69966793,0.2487448,-0.045009367,0.55661523,-0.058839247,0.5528867
-0.0130883865,-0.07462281,0.009179771,0.12519318,0.674992,0.94904065,-0.27768132,0.02672106,0.78072166,-0.03668824,0.7660943
0.076815985,-0.0031913146,0.08166455,-0.0520657,0.4779454,1.1019732,0.08602418,-0.020382077,0.5538435,-0.23856407,0.53684056
0.090722,0.0665325,-0.14159997,-0.016750053,0.706145,0.9026767,-0.3602111,-0.040838115,0.69452685,0.22036636,0.55234754
-0.00070910156,0.050238248,-0.115536034,0.03863606,0.7056371,0.9046429,0.08731732,0.053555444,0.76124835,-0.010265041,0.420425
-0.08637538,-0.20487155,0.10649824,0.046990767,0.6646424,0.8134735,-0.07401395,0.08836472,0.8125122,-0.08825016,0.6169038
0.11237819,0.04545573,-0.008641019,0.11875528,0.67476183,0.8800653,-0.12604202,-0.0042230487,0.6245529,-0.18867293,0.8290436
0.052323528,0.088279866,0.03856328,0.06395958,0.7966809,1.1273849,-0.3367627,0.018754274,0.8277725,0.18400876,0.7380538
0.16357607,-0.087016,0.08189304,0.029071718,0.75689375,0.99497765,0.16309476,0.048643023,0.6486007,0.2805434,0.64144516
0.1737307,0.15068235,0.1288192,-0.010503694,0.7709134,0.93605614,0.2726789,-0.116798066,0.93432343,0.09421399,0.84078026
0.22115171,-0.114922255,0.025294513,-0.0086120665,0.8243922,1.0318878,-0.098290525,-0.09012048,0.8643666,0.15057558,0.6008019
0.013204129,-0.07888439,0.12582865,-0.029717945,0.76102227,1.0818447,0.15797956,-0.10191916,0.7939497,-0.00978446,0.7999519
0.1481727,-0.18385684,0.087980896,0.0077222288,0.72793686,1.059387,-0.05328434,0.030825183,0.80482996,-0.2294257,0.6718709
0.18156609,0.11991369,-0.028452948,-0.08284831,0.7716587,1.0491062,-0.28651237,0.06178081,0.8886219,-0.14113277,0.55631655
-0.08193253,0.07449822,0.09773815,0.038055226,0.80944824,0.94559956,-0.4263619,0.07738422,0.9096911,0.21721001,0.651946
