A,B,C
-0.3958854,-0.051925942,-0.57213634
-0.43912727,-0.12842023,-1.2782335
-0.25209475,0.013751566,0.49251997
0.5181929,-0.08722156,1.5496858
0.7565967,-0.016886443,-2.488963
0.94944847,0.13372675,2.7238464
0.483938,-0.013688594,-0.52033615
-0.1406802,0.07402675,-0.218669
-0.095379755,0.1265808,-0.90710425
0.2654268,0.1259673,2.355972
-0.335868,0.06731728,0.10222711
0.87203676,-0.12747315,-0.5602921
0.4108615,0.09030296,0.36248884
-0.20143344,-0.08265707,-1.298314
0.70865923,0.07398918,-1.9113274
0.78755796,-0.14308538,0.49531126
0.9434992,0.08275242,-0.19872524
-0.63696,-0.13784398,-1.9117075
-0.050179295,0.08358391,-0.3041929
-0.7331352,-0.051645756,-0.9774908
0.21748105,0.023235798,-0.46797508
0.30219197,-0.05577171,0.32352656
-0.20248933,-0.12582278,-0.6740751
0.07584849,0.06779875,0.57845706
-1.0271245,0.048777446,-1.1741195
0.78038335,-0.1298499,1.764573
0.87468755,-0.011611357,-1.716092
0.7959564,-0.10109892,-0.394679
0.7911159,-0.14819172,0.5870058
0.21056673,-0.12219426,-1.8938053
0.48058873,-0.09026103,2.1297169
0.5476891,0.079284504,3.475462
0.06774886,0.034878477,1.948201
-0.75002915,0.08778378,1.4101624
-0.024034638,-0.06277335,-1.187202
-0.25513253,-0.06505355,-0.17297997
-0.78193516,-0.024259612,-1.5277046
-0.54043144,0.14684176,2.062681
0.83499646,0.019771844,-0.3511886
1.0378404,0.035821527,-0.5237701
0.9847158,-0.10719949,-1.0620838
0.17738952,0.027827382,-1.854336
0.10107054,-0.038102143,0.7006709
-0.47479802,-0.010980457,0.39713442
0.85010535,0.10784927,-0.016311526
0.7019194,-0.025576763,0.44910064
-0.038465954,0.12404385,-1.3507191
-0.94844604,0.08888069,2.7010987
-1.0036058,0.14054313,-1.8708727
0.76305664,-0.010803491,-0.27930903
0.42823055,0.07906677,-0.26135498
-0.21067643,-0.06491654,0.14000466
-0.121943116,0.048064068,0.5865195
0.9300427,-0.08122435,-0.3185284
-0.17366853,-0.042600237,0.20187595
0.51024777,-0.035860866,0.87628627
-0.08607873,-0.08694443,-0.7514776
0.1809502,0.09094939,1.2057401
-0.8238852,-0.09080812,-0.22736895
0.05689868,-0.1452814,1.2118243
