A,B,C,D,E,F,G,H,I,J,K,L,M,N
2.1319764,-0.3072144,-0.011791376,-0.007694355,-0.003418003,-0.1916086,-1.3387252,-0.0042493897,-5.6464972,-6.451694,0.09375266,-24.044542,-0.0046167425,0.8264985
-32.745724,0.7540853,0.003728297,-0.0030987225,0.00026375512,-0.084999755,-3.2687054,-0.0009558544,-1.302463,2.1208632,0.9550103,-0.6038285,-0.0036362892,-0.55194324
1.8875306,1.4347389,-0.00546918,-0.0013310196,0.005776827,-0.006913637,-0.36458495,0.0035149152,29.050863,9.103204,0.8521064,-0.18889067,0.0051586106,-1.1360457
-3.6827407,0.3408065,0.0041563595,-0.00086003816,0.0021767227,0.7079169,-6.034388,-0.0033046864,-1.1661932,1.1413109,0.7096323,-0.15700562,-0.013157674,-0.11546905
3.2579536,-0.7364557,0.0020954295,0.0065145367,0.0026669437,-0.5876843,0.74358296,-0.007416536,1.0633421,2.074988,0.4897618,17.390955,-0.0037911313,-0.17131878
-21.396948,2.0129995,-0.0040038107,-0.0065727322,0.0057185893,0.7908911,-0.35898584,-0.004148009,-4.9287014,3.7558315,0.23966146,1.5015031,0.0070869485,0.48485532
3.0273757,-1.2596968,-0.006272528,0.00882286,-0.0029031779,0.4584641,4.0787945,-0.0092834355,-2.6743362,-13.01204,-0.34357998,-0.54155374,-0.010486828,1.5823821
18.181562,1.5165801,0.003101458,0.0038834768,-0.0023952867,0.010954317,-2.171897,0.008352699,-1.2935351,1.9830916,0.554736,-2.8334618,-0.009526866,0.69853675
-4.6337423,-1.2083224,0.0033618733,-0.015151855,0.0020683536,-0.8870412,-0.37536627,0.0038161087,9.254002,-1.1685549,0.15454388,2.6522017,0.001036795,-1.1280828
7.7155995,0.541113,0.0027721445,0.001156393,-0.00254303,0.61486757,9.282287,0.0006602508,2.6814482,0.090402536,0.7916351,2.0863552,-0.004971159,-0.29634383
-1.3980232,1.0594282,-0.003690519,-0.002990267,0.006347135,0.8804641,-2.686119,0.0020793742,7.972542,0.60966635,-0.7525653,-1.2387435,0.004871431,-1.7639749
-1.4130245,1.4747888,-0.0005146528,0.0008753643,-0.0014396241,0.95720404,-0.7400137,0.009111397,-0.20715286,0.030004501,0.43784174,-2.8422344,-0.0021737108,-1.0866984
4.5749774,0.47001538,-0.003810566,0.008443646,0.0072333375,0.2978561,-0.79410285,-0.008659509,-1.3811756,-0.38349977,0.46439344,5.1401663,3.573782e-05,1.7755942
-9.64446,0.49524334,0.0058941934,0.0020556173,0.010834517,0.05454394,-0.2285115,-0.0056670904,-1.8610458,-4.920532,-0.8821679,0.75457597,0.0048154425,-0.039245807
-0.44737032,0.4600373,-0.0010942519,-0.0057259765,0.0071916473,0.9389158,1.5992639,-0.0068712607,-7.7994266,-2.640544,0.9665863,-0.6283932,0.0017488803,0.55676293
2.9637582,-0.72753686,-0.0011926066,0.003208271,-0.0051778764,-0.04117328,5.958761,-0.0013306311,-1.582271,0.43525645,-0.7589754,0.57152224,0.0006622465,0.20811695
3.4377267,1.8217396,0.0066442,0.00562661,-0.0042535984,-0.19215545,-0.33072197,-0.011595771,0.87491083,0.5494977,-0.03335618,1.7701247,0.006706625,1.1510282
-0.2134145,0.21903479,0.0032624605,0.0028116866,-0.006340987,0.6322947,-0.7366529,-0.0018550265,4.392402,1.7456996,-0.63141876,-0.9718532,0.0024661713,-0.5699107
5.049289,0.4046325,-0.00089534465,0.001322242,0.003503078,0.20765641,2.6463962,-0.00083643256,1.2402035,-0.1559941,0.52327764,-0.462208,0.0018505903,0.10389116
1.4575638,-1.4336562,0.00032859444,-0.0021374545,-0.0010694265,0.8229838,0.7545429,0.0076946137,-0.83442146,3.0968747,0.68496704,2.154549,0.0018858938,-1.1338242
