A,B,C,D,E,F,G,H,I,J,K
0.65606946,0.5567771,0.12599653,0.7411652,-0.0851976,0.82407135,0.7760912,0.58899117,-0.052210182,0.031578436,0.71147174
0.75063694,0.8043002,0.10462415,0.8318,-0.090111464,0.8041081,0.6412589,0.6398143,0.13131115,0.018878698,0.83921474
0.735657,0.8186302,0.018207043,0.6917224,-0.0072819293,0.81630176,0.70921737,0.65151703,0.0038865805,0.1217666,0.9062839
0.57477236,0.55206925,-0.13807537,0.6839896,0.058682278,0.9846556,0.6215558,0.71482825,-0.14263716,0.025173724,0.9424072
0.7195231,0.56223947,-0.028283969,0.810689,0.12066999,0.8246766,0.5947976,0.7752465,0.12656769,-0.05133693,0.88396645
0.79715955,0.7696698,-0.017380282,0.6463884,-0.042474516,0.8263733,0.6399298,0.55265903,-0.14042974,-0.10352274,0.8875903
0.61086696,0.56656945,-0.0781759,0.58221114,0.113806665,0.9749329,0.6703533,0.6509986,0.09258385,0.03927456,0.719177
0.8005605,0.7036007,0.020011082,0.8404121,-0.11621055,0.8594144,0.57622945,0.7245196,-0.12691091,0.09764181,0.7772018
0.66755426,0.66875434,-0.028129242,0.8492908,-0.019490883,0.824784,0.64827716,0.49255168,0.05927597,0.029508382,0.8319582
0.64466023,0.7777742,-0.14647171,0.7217063,-0.062339634,0.8534725,0.5771163,0.8154415,-0.059176385,-0.08062202,0.6645061
0.6290271,0.5118518,0.076165885,0.5783217,0.035514325,0.8581612,0.5874065,0.8279648,-0.08532517,0.12707555,0.70144945
0.6758154,0.7098874,0.10227877,0.7868683,-0.11014277,0.86045,0.5892975,0.6068344,0.084362015,0.12623042,0.7262588
0.5686917,0.5186751,-0.098878086,0.5799827,0.057485625,0.85254073,0.689868,0.51671314,0.060481623,-0.01668854,0.87558407
0.6801314,0.7070993,0.064627126,0.6190851,-0.059680782,0.923691,0.55029666,0.5530629,0.08071284,0.03310828,0.7212587
0.6372728,0.739924,-0.09333131,0.73700476,-0.0173091,0.70949286,0.7629103,0.663469,-0.10948654,-0.13002342,0.8579362
0.6018897,0.5644259,-0.06346309,0.63597447,0.053819492,0.935848,0.72139937,0.7266196,0.020174205,-0.117962986,0.71628416
0.5767357,0.5891626,0.04252316,0.61640704,0.101513416,0.87650216,0.73335344,0.77857316,-0.109392166,-0.071658455,0.7525849
0.63162327,0.651331,0.07261151,0.84311634,-0.13194008,0.7969558,0.49894178,0.78554034,-0.07187031,0.13928321,0.7647505
0.6763479,0.5421775,0.008670941,0.7556148,0.10223821,0.6558289,0.6961384,0.5247818,0.0076435804,0.14036524,0.8153937
0.711613,0.6777519,-0.034813896,0.69998944,0.121329874,0.6764159,0.64118433,0.8053341,0.09042582,-0.087048255,0.90326345
