A,B,C,D,E,F,G,H,I,J
0.25760347,0.2212359,0.50517213,0.008859664,0.046767883,0.047916636,0.20980088,-0.034898043,-0.085531555,0.6725992
0.30071992,0.41263384,0.6348403,0.12573022,0.26762596,0.10070518,0.13390648,-0.13170804,0.030206472,0.5879613
0.19076604,0.48555157,0.11593801,-0.070482016,0.57955897,-0.022551388,0.358834,-0.023935229,0.08702357,0.51238585
0.19335571,0.46508536,0.55876374,-0.10033478,0.2995116,0.090552256,0.24148124,-0.06325157,0.14742762,0.49307877
0.004801631,0.60369706,0.8302444,-0.045812383,0.5992741,0.016815946,0.29007792,0.08009024,-0.12057662,0.82170177
0.27758476,0.47225368,0.66568696,0.039751902,0.39162374,-0.0144138485,0.22528216,0.12478477,0.111390084,0.71891916
0.14400332,0.33935818,0.9056885,0.07691987,0.6880134,-0.061891995,0.053007312,0.058029026,-0.027423084,0.67428184
-0.017797977,0.2338318,0.5515959,0.09600897,0.38174474,0.052647263,0.13291845,-0.039744936,0.14202154,0.7666073
0.33933288,0.3034706,0.8856962,0.06288265,0.15998936,0.06345044,0.18078423,-0.027707882,-0.09016838,0.7106954
0.33567357,0.5700734,0.49573427,-0.14962304,0.3823805,0.03306772,0.16465154,-0.037599973,-0.116906464,0.5793499
0.30388838,0.31236178,0.5163726,0.09078276,0.45476258,-0.087080866,0.3551841,0.044749454,-0.10065828,0.56644434
0.2596035,0.46645892,0.71111465,0.08586709,0.26021475,0.11699596,0.095618814,-0.09224008,-0.09729322,0.7648056
0.38229927,0.4053011,0.5803272,-0.0040096343,0.47935766,-0.09561695,0.2326734,-0.1033515,-0.0235565,0.53709495
0.40736866,0.2643267,0.36165932,0.0027645677,0.36386433,0.03969276,0.2503447,-0.06920219,0.13954046,0.66515595
0.4376802,0.47677103,0.7598102,-0.10408291,0.5176037,-0.09015971,0.24976858,-0.040470548,-0.12167221,0.59478784
0.28518376,0.4750551,0.5726911,0.025268093,0.4722932,0.071557015,0.16602814,0.048288584,0.013506427,0.59355175
