A,B,C,D,E,F,G,H,I,J,K,L,M
0.053576782,-0.044710763,-0.13653661,-0.11688806,0.08343674,-0.029446693,0.09184089,-0.13919553,0.07612744,-0.011390496,0.0693702,-0.052767403,0.024368033
0.08678804,0.06794049,-0.1133122,-0.00055782497,-0.14569774,-0.2193194,-0.04931619,0.116395265,0.02316437,-0.06470157,0.057975624,0.11350542,0.04838191
-0.07517667,-0.10853112,0.010345355,-0.14805172,0.20300573,-0.046136837,0.12678659,0.07282929,0.06438874,0.16713838,0.002826795,-0.057074994,0.11204982
0.09275974,-0.14342165,0.013947248,0.084396884,-0.033421338,0.09493701,0.116746455,0.09015791,-0.22425216,-0.063457474,0.039185166,-0.026340887,-0.13866992
0.06957136,-0.054014884,-0.0024903268,0.074703634,0.005373612,-0.10848655,0.103648424,0.079049766,-0.21785817,-0.046850428,0.077447005,-0.025791086,-0.09857319
0.045859575,0.00068613887,-0.057787515,-0.032264546,0.027868807,-0.10409145,-0.008119568,-0.13752729,-0.012463078,-0.17047675,-0.1776046,-0.14189243,-0.07358737
-0.023935065,0.08598329,-0.059354268,0.020954996,0.13948083,0.042455733,-0.12833434,0.07634567,-0.1898857,-0.08008918,-0.22653368,-0.095903635,0.015612677
-0.12558581,-0.13248526,0.14872283,-0.1014263,0.15343419,-0.0067313164,0.025069267,0.011424273,-0.27727744,0.040130213,-0.13634777,-0.10448943,0.07677148
0.068323985,-0.14531374,0.10154881,-0.03092698,-0.0045495927,-0.08196225,0.09764734,0.13768503,-0.30020827,-0.059234217,0.07655637,0.09314588,-0.06317255
0.07563694,-0.036117412,-0.05112347,0.11977175,-0.023241758,-0.16229255,-0.09822815,-0.0035671294,-0.3509077,-0.08133529,-0.18740448,0.062437996,0.06961772
0.03029561,-0.020978078,0.12659341,-0.13469052,-0.005234547,0.31851602,-0.05803453,-0.07634753,-0.12916678,-0.041366257,-0.07152578,-0.08391604,0.079783544
-0.12435696,-0.14604756,0.14705041,-0.14772996,-0.16244063,0.05290592,-0.09321101,0.07849862,-0.3317647,-0.12298781,-0.032666873,0.016480267,0.1471282
0.05947359,0.070629075,0.0010877848,-0.113365054,-0.06810962,-0.12088746,-0.024975896,0.06251916,-0.45057958,-0.12531167,0.0069681928,-0.06751106,0.14963037
0.07774757,-0.025540374,0.12993887,-0.05611276,0.2175761,0.09120979,0.07752861,-0.08498546,-0.6755457,0.0049937516,-0.04440239,0.11228424,-0.13467276
0.1476615,-0.13391787,-0.22158167,-0.002209127,0.0119929295,-0.30795103,0.022981375,-0.004921496,-0.6472196,-0.07456539,-0.094584845,0.12563336,0.12179321
0.138208,0.098096654,0.22399557,-0.1203654,-0.1798303,0.19688758,0.08611989,-0.035591148,-0.7299987,-0.08761738,0.030706987,-0.13725337,0.09647547
-0.061151147,0.04467,0.2030141,-0.024588734,0.20626268,0.06133379,0.06112504,0.108015716,-0.8343843,-0.042745322,-0.0005305931,0.102641225,0.120334715
-0.08601403,0.0071421117,0.012060322,-0.14012733,0.17815873,-0.0308633,0.0793464,-0.111069456,-0.84724367,0.1381739,0.06600308,-0.0060032606,-0.14879559
0.043153122,-0.14876913,-0.11102168,-0.034416787,0.03522083,-0.30894792,0.010152146,0.076856986,-0.7000221,-0.13293351,0.047935396,0.061525732,0.13913918
0.053389832,-0.067799345,0.043836236,-0.0046901256,-0.2914884,0.083643824,-0.041601352,-0.07373354,-0.61347413,-0.11773455,-0.053994432,-0.0539445,-0.004478395
0.016615063,-0.02318503,-0.04708434,0.11012435,-0.043699116,0.12271836,-0.107785866,-0.073195234,-0.54058063,0.079561085,-0.1477208,0.10892388,0.13716826
0.10497543,-0.08844593,0.13916153,-0.12241286,-0.040183477,0.1530021,-0.14545359,0.08993952,-0.39061806,0.08196301,0.07319383,0.0019545108,-0.04885801
-0.06619883,0.02202034,0.08427496,0.05341421,-0.18719086,-0.3169589,0.09538007,0.0718642,-0.4978066,-0.21244082,0.19840819,-0.058537357,0.07440318
-0.073040724,0.0040217936,-0.05293756,-0.010025218,0.09163337,0.08869019,0.028108776,0.03917919,-0.28428724,-0.113781266,-0.2018243,-0.10055564,-0.10386476
-0.05794096,-0.04494898,-0.18129238,-0.06814322,0.012083355,-0.17152345,0.06799792,0.00980635,-0.4095136,-0.024933223,-0.029137202,0.08553399,0.07777764
0.0514158,-0.14259714,-0.053900376,-0.14513105,-0.1690009,0.13527559,-0.05038306,0.10105932,-0.5643497,0.0467807,0.0072316397,-0.08026504,-0.09685813
-0.06323841,0.122626394,-0.05259364,0.043789625,-0.11719766,-0.36039394,-0.14003217,-0.07117957,-0.70728356,-0.041130573,0.11166985,0.06693579,0.09335041
0.10530645,-0.014564201,-0.0028706565,0.14514425,0.008242935,0.08167053,-0.11875186,0.042941943,-0.66978735,0.25189424,-0.15694483,0.004363537,0.045496255
-0.10012306,0.07675476,-0.08146596,-0.14814866,0.13095826,0.28723812,0.12627321,0.080678135,-0.45076862,0.10463502,0.1549581,-0.12905534,-0.0892153
-0.034319974,0.060097933,-0.08183385,-0.1286667,0.22312154,-0.28040826,0.00036792457,0.14325073,-0.70885086,0.21111806,0.0065306947,-0.12617102,-0.14327972
-0.058562584,0.049509093,-0.082551494,-0.112439856,0.11191651,-0.16398996,0.083524674,0.116271436,-0.8143628,0.11357094,0.100417,0.06265341,-0.11709218
-0.06547278,-0.05032509,-0.10434772,0.10881117,0.1384379,-0.22443849,0.02222763,0.14326245,-0.79353356,0.16100255,0.01413428,-0.053964473,0.121978045
-0.1329195,-0.14375052,0.24300882,0.1412392,-0.18214762,0.10740908,-0.05075589,-0.050493352,-0.52046114,-0.057276268,0.2021293,-0.0671191,0.073023915
0.024176821,0.06689273,0.021956578,0.13556013,-0.2461723,0.31243798,0.035910875,0.064786926,-0.32803196,-0.107945174,-0.003209889,0.13396072,-0.07053092
-0.13548627,-0.007465303,-0.14484355,-0.130067,0.0206327,-0.0832787,-0.012861013,-0.026302546,-0.14588611,0.034310803,-0.20182353,-0.07402432,0.030451626
0.00975503,0.041283667,0.06154482,-0.004870802,1.5626196e-05,0.024100453,-0.02264385,-0.028974228,-0.22461595,-0.13756558,-0.012140151,0.060430855,0.07541837
0.055481777,-0.047824986,0.026219428,-0.005401671,0.16455041,-0.06419258,0.012598634,0.019059166,-0.20284882,0.04960619,-0.16098525,-0.08941068,0.05968064
0.050965652,-0.06938242,0.009299494,-0.025906704,-0.11315447,0.025032334,0.023970783,0.01391843,-0.30375415,-0.12555565,0.032002818,0.14484823,-0.13852823
0.064155504,0.08190873,-0.19914702,-0.06506376,-0.1761764,-0.24855213,0.059511647,-0.12066052,-0.45543712,-0.054323025,-0.0054097623,-0.10133973,-0.099209085
0.032234624,-0.03143599,-0.039166406,-0.058095932,0.12269778,-0.16887207,0.11243215,0.02403842,-0.45186466,0.22788748,-0.022956412,0.1039795,0.07498054
-0.10109252,-0.12549444,0.20439059,-0.013725206,-0.035331786,-0.012711262,-0.13272697,-0.073698096,-0.47005534,-0.116265886,0.18389206,-0.018723354,-0.016430661
-0.058457695,0.026286706,-0.15400244,0.112564415,-0.09008725,-0.16803937,-0.0054306835,-0.02725353,-0.3817572,-0.26847696,-0.10169632,0.045102835,-0.059652224
-0.025545575,0.118665606,-0.2042254,0.11130285,0.08014785,-0.08169444,0.14078173,-0.046182364,-0.31033915,-0.09625689,-0.2406894,-0.11525917,-0.03268122
-0.11617358,0.0054264963,0.0731145,-0.066338524,0.066272765,0.014050268,-0.11130821,0.034045085,-0.29226446,-0.026557468,-0.1708706,0.07166122,-0.14696722
0.10943362,0.04847692,-0.14687182,0.07595055,-0.13110536,-0.18094094,0.065924,0.0901566,-0.35638753,0.10566184,-0.050167963,-0.07109181,-0.14705944
-0.075974345,0.123878986,-0.1491052,-0.14272666,0.087858826,-0.16385072,-0.14142238,0.07163639,-0.20616335,0.14754346,0.12610798,-0.019248083,0.0051984936
-0.08764543,-0.004623845,0.11623471,-0.028399713,0.20067072,-0.23666488,0.06695022,-0.06834272,-0.32497102,0.19184127,0.07983314,0.029418617,0.07428308
