A,B,C,D,E
-0.2276,-0.37758014,-3.3258002,4.0858994,0.2750404
-0.17185013,-0.43211988,-3.4004,4.2752,0.40178967
-0.19042984,-0.35658014,-3.6085,4.3732996,0.62962973
-0.1584001,-0.22643012,-3.5885,4.1773,0.70290023
-0.24751985,-0.35293016,-3.71,4.1794,0.48936027
-0.26996005,-0.040558983,-3.8111,3.7867,0.66830987
-0.29311,-0.16187985,-3.6462998,3.8016,0.40559033
-0.01989296,-0.16389982,-3.4991999,3.2955997,0.35011998
-0.27571017,-0.20227017,-3.2965002,3.1034997,0.21127003
-0.093729064,-0.22733006,-3.4127002,2.6695998,0.39188993
-0.24835996,-0.13156986,-3.3647,2.0983999,0.19693005
-0.30183986,-0.0788419,-3.2399998,1.6863999,-0.08575805
-0.37110993,-0.14794017,-3.0669,1.3735,-0.39701992
-0.3244599,0.053132154,-2.9522,0.68978035,-0.7104502
-0.18745011,0.062120818,-2.7668002,0.21629007,-0.8413199
-0.4646799,0.046839096,-2.6276002,-0.4425802,-1.1089001
-0.34450015,0.17716013,-2.5693,-0.9755502,-1.1406
-0.17466997,0.25790972,-2.3657,-1.5454,-1.6348001
-0.51234984,0.19103003,-2.2738,-1.9176,-1.6872002
-1.7667687,-2.5245595,-1.4776456,-1.7243373,-0.005447142
-1.7667687,-2.5245595,-1.4776456,-1.7243373,-0.005447142
-1.8750234,-2.8072627,-1.3660301,-1.7057818,0.14786012
-1.8842391,-2.8362727,-1.3499179,-1.7039999,0.162138
-1.885024,-2.8392477,-1.3475877,-1.7038289,0.16346778
-1.8850907,-2.839553,-1.3472502,-1.7038124,0.16359201
-1.8850964,-2.8395846,-1.3472012,-1.7038109,0.16360429
-1.8850968,-2.8395875,-1.3471947,-1.7038109,0.16360429
-1.8850968,-2.8395884,-1.3471938,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471935,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.2628001,-5.9366,-3.2099,-3.2326999,-2.2514
-1.0686998,-5.9003,-3.1865,-3.0037,-2.5266001
-1.1751002,-5.7423,-3.2642,-2.5672,-2.7395003
-0.92506,-5.5857,-3.059,-2.3783,-3.0902002
-1.1085001,-5.3403,-2.9345,-1.8489999,-2.9936
-1.0997001,-5.1342,-2.8185,-1.4433,-3.0333002
-1.078,-4.6914,-2.8034,-0.8507499,-2.7845
-1.0750003,-4.5967,-2.6084,-0.57017,-2.7235
-1.1047002,-4.2694,-2.5342,-0.45043004,-2.6305
-0.8711,-3.8208,-2.5481002,-0.3283599,-2.3229
-0.88225013,-3.5836997,-2.3831003,-0.057451937,-1.8361001
-1.0481002,-3.4006999,-2.4297,0.11282996,-1.5932
-1.0214,-3.3067,-2.3759,-0.024585916,-1.6955001
-1.0461998,-3.0715,-2.1909,0.03234305,-1.1583
-1.0249,-2.6867,-2.106,-0.05151893,-1.0144002
-1.0078,-2.6004,-2.0773,0.21316002,-0.59174013
-1.2641,-2.5272,-1.9715999,0.25877014,-0.47730014
-1.0584999,-2.2161002,-1.8453001,0.6528802,-0.11891012
-1.2291001,-2.296,-2.0330002,1.0774002,-0.07084482
-1.8291388,-2.783684,-1.4442205,-1.4413513,0.141768
-1.8291388,-2.783684,-1.4442205,-1.4413513,0.141768
-1.880333,-2.8338542,-1.361226,-1.6786072,0.16157204
-1.8846911,-2.8389993,-1.3492227,-1.7013906,0.16341563
-1.8850623,-2.8395274,-1.3474869,-1.7035785,0.16358742
-1.8850937,-2.8395815,-1.3472357,-1.7037886,0.16360275
-1.8850964,-2.8395867,-1.3471997,-1.7038085,0.16360429
-1.8850968,-2.8395875,-1.3471943,-1.7038105,0.16360429
-1.8850968,-2.8395884,-1.3471935,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-0.123970024,1.7175999,-2.6598,3.8817003,-0.53147984
-0.16714989,1.5472002,-2.3982003,3.4691997,-0.36626014
-0.15919,1.4343002,-2.3713002,3.5322998,-0.26720005
-0.12881981,1.0870998,-2.6308,3.3101,-0.54941
-0.25716993,0.9589801,-2.7679,3.2834,-0.70899
0.0701271,0.79495025,-2.8169,3.0749002,-0.58312
0.15127009,0.5333703,-2.8228,2.6964002,-0.71792
0.0135048935,0.40942016,-2.7266,2.2859,-0.81677
-0.09567695,0.062283013,-2.8424,2.0865998,-1.1083
-0.049171105,-0.13879009,-2.668,1.6154999,-1.0100002
-0.030854817,-0.41632012,-2.6971,1.1342003,-1.4094002
0.118519865,-0.47906014,-2.8434,0.6606303,-1.3736
-0.14355014,-0.49192005,-2.7831,0.33846027,-1.6951002
0.076096155,-0.5001,-2.6505,-0.35381013,-2.0282
-0.054239836,-0.6937301,-2.5544999,-0.9895899,-2.1438003
0.07603403,-0.7652801,-2.8214002,-1.2064999,-2.4176002
0.051566176,-0.4607201,-2.4298,-2.0863,-2.4621
0.08143981,-0.20614983,-2.2075,-2.4480002,-2.6492999
0.088429965,-0.018456968,-1.6904,-2.9357002,-2.4822998
-1.7142049,-2.5468514,-1.3959973,-1.8220853,-0.074104466
-1.7142049,-2.5468514,-1.3959973,-1.8220853,-0.074104466
-1.8705482,-2.809562,-1.3542519,-1.7151662,0.14146431
-1.8838583,-2.8365085,-1.3482143,-1.7049013,0.16154136
-1.8849914,-2.8392715,-1.3473415,-1.7039152,0.16341257
-1.885088,-2.839555,-1.3472149,-1.7038208,0.16358665
-1.8850961,-2.8395846,-1.3471966,-1.703812,0.16360275
-1.8850968,-2.8395875,-1.3471938,-1.7038109,0.16360429
-1.8850968,-2.8395884,-1.3471935,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-0.3567799,-0.43051016,-3.5732,4.1800003,0.18449003
-0.2276,-0.37758014,-3.3258002,4.0858994,0.2750404
-0.17185013,-0.43211988,-3.4004,4.2752,0.40178967
-0.19042984,-0.35658014,-3.6085,4.3732996,0.62962973
-0.1584001,-0.22643012,-3.5885,4.1773,0.70290023
-0.24751985,-0.35293016,-3.71,4.1794,0.48936027
-0.26996005,-0.040558983,-3.8111,3.7867,0.66830987
-0.29311,-0.16187985,-3.6462998,3.8016,0.40559033
-0.01989296,-0.16389982,-3.4991999,3.2955997,0.35011998
-0.27571017,-0.20227017,-3.2965002,3.1034997,0.21127003
-0.093729064,-0.22733006,-3.4127002,2.6695998,0.39188993
-0.24835996,-0.13156986,-3.3647,2.0983999,0.19693005
-0.30183986,-0.0788419,-3.2399998,1.6863999,-0.08575805
-0.37110993,-0.14794017,-3.0669,1.3735,-0.39701992
-0.3244599,0.053132154,-2.9522,0.68978035,-0.7104502
-0.18745011,0.062120818,-2.7668002,0.21629007,-0.8413199
-0.4646799,0.046839096,-2.6276002,-0.4425802,-1.1089001
-0.34450015,0.17716013,-2.5693,-0.9755502,-1.1406
-0.17466997,0.25790972,-2.3657,-1.5454,-1.6348001
-1.7372298,-2.5174243,-1.4904025,-1.6886016,-0.0008163054
-1.7372298,-2.5174243,-1.4904025,-1.6886016,-0.0008163054
-1.8725084,-2.8065255,-1.3678277,-1.7023504,0.14829113
-1.8840247,-2.8361971,-1.3501774,-1.703671,0.16217865
-1.8850056,-2.83924,-1.3476253,-1.7037978,0.16347161
-1.8850892,-2.8395522,-1.3472561,-1.7038101,0.16359201
-1.8850961,-2.839584,-1.3472023,-1.7038105,0.16360429
-1.8850968,-2.8395875,-1.347195,-1.7038109,0.16360429
-1.8850968,-2.8395884,-1.3471935,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
1.6617998,0.26880023,0.1670499,-1.7686,3.7102
2.2575002,0.36865023,0.04669109,-1.6632001,3.3724003
2.3793995,0.57902986,0.3973701,-1.6519,3.6891997
2.6021001,0.8231501,0.58729,-2.0835,3.5702
2.8254998,1.0573999,0.6546601,-1.6801,3.5105999
2.7079003,1.0163002,0.70224,-1.8396002,3.7027998
2.7592003,1.4109002,0.7771501,-1.9734002,3.2764997
2.6096,1.2988997,0.7438903,-1.8453001,3.2983
2.5379999,1.2291998,0.70308965,-2.0139003,3.25
2.1562,1.2034999,0.69004035,-2.0875,2.8853
1.8124996,1.4285002,0.47155014,-1.9367001,3.0261998
1.7932001,1.2993,0.28680977,-2.153,2.8745
1.5005,1.1841997,0.5735098,-1.98,2.6595
0.9245998,1.0189996,0.4793601,-2.0433,2.6132
0.7693202,1.0098997,0.51464987,-1.8660002,2.3161998
0.3482902,0.8237199,0.60011,-1.5442998,2.3669999
0.14685014,0.62390035,0.6117398,-1.4756,2.2264
-0.47761995,0.5708901,0.95938957,-1.3226999,2.1293995
-0.71318984,0.56004024,0.95272994,-1.1570998,1.8415998
-1.7843215,-2.4851923,-1.0142062,-1.651392,0.32005733
-1.7843215,-2.4851923,-1.0142062,-1.651392,0.32005733
-1.8765169,-2.8032,-1.2984315,-1.6987778,0.17817664
-1.8843664,-2.8358555,-1.3401412,-1.7033274,0.16496167
-1.8850347,-2.8392048,-1.3461732,-1.7037641,0.16373159
-1.8850914,-2.8395483,-1.3470459,-1.7038063,0.16361655
-1.8850964,-2.839584,-1.347172,-1.7038109,0.16360582
-1.8850968,-2.8395875,-1.34719,-1.7038109,0.16360429
-1.8850968,-2.8395884,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-3.9961,-2.2715,-4.1624,3.1267002,-1.5666002
-4.0516,-2.0832002,-4.2229,3.0151,-1.4371
-3.7804997,-2.5194,-4.0648,2.915,-1.4294002
-4.0414,-1.9998002,-4.1471996,2.4673996,-1.4257
-3.4991,-2.3855999,-3.7980998,2.2344997,-1.3728002
-3.225,-2.2799,-3.4059,1.9662004,-1.4712
-2.9194,-2.1455,-3.3734999,1.4962997,-1.6155002
-2.6408002,-2.0608003,-3.2404,1.3475002,-1.437
-2.5601,-2.1581,-3.0988002,0.79410976,-1.5148001
-2.1915002,-1.8743002,-2.8276,0.016892992,-1.5332
-1.8694003,-1.9866002,-2.9250002,-0.10164983,-1.5264
-1.6989001,-1.8000002,-2.6488,-0.57187015,-1.3876
-1.8726001,-1.4973999,-2.7698998,-1.3981001,-1.5739001
-1.5803999,-1.4189,-2.4167001,-1.7744,-1.5183002
-1.3425999,-1.5152,-2.4329002,-2.4523,-1.7229002
-1.2803,-1.5539001,-2.499,-2.9178,-2.0552
-1.2378,-1.3643,-2.2497,-3.4266,-1.8714999
-0.9968301,-1.1355999,-2.3434,-3.7819998,-2.1431
-1.0520002,-0.9819602,-2.1072001,-4.2806997,-2.176
-1.8137742,-2.6483462,-1.4545199,-1.9510187,-0.047584802
-1.8137742,-2.6483462,-1.4545199,-1.9510187,-0.047584802
-1.8790243,-2.8199756,-1.3627152,-1.727546,0.14393444
-1.8845795,-2.8375769,-1.3494382,-1.7060901,0.16177297
-1.8850527,-2.8393812,-1.3475175,-1.7040294,0.16343404
-1.885093,-2.839567,-1.3472403,-1.7038312,0.16358894
-1.8850961,-2.8395853,-1.3472,-1.7038128,0.16360351
-1.8850968,-2.8395875,-1.3471943,-1.7038109,0.16360429
-1.8850968,-2.8395884,-1.3471935,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.8850968,-2.839588,-1.3471928,-1.7038109,0.16360429
-1.9070998,2.0895998,-0.0488609,2.3828,1.1504997
-1.9410001,1.4784997,-0.37864995,2.4857996,0.82591015
-2.1749,0.6894598,-0.67172015,2.6514,0.7893804
-2.2303,0.7411004,-0.56932986,2.8412004,0.22745976
-2.224,-0.2383199,-0.74745005,2.9625998,0.009685422
-2.3362002,-0.63672984,-0.59202003,2.9973,-0.11777014
-2.2068002,-1.1814002,-0.51241004,2.7191997,-0.64269006
-2.2897,-1.7627,-0.25338995,2.6838002,-0.7401301
-1.9967,-2.2912002,-0.06443711,2.4723,-1.1969001
-2.0129998,-2.8136,0.38160983,2.4524999,-1.4552001
-1.9508001,-3.0961,0.6831399,2.1776996,-1.5094001
-1.5263,-3.6034,1.0488,2.1453998,-1.8919002
-1.4117,-3.8512998,1.2834002,1.7887998,-1.8167002
-1.0969999,-3.8732002,1.5903996,1.6019995,-1.9668
-1.0508,-4.2622,1.8013997,1.5055001,-2.048
-0.7625999,-4.3872,2.0600004,1.1956003,-2.1515
-0.7321798,-4.5243998,2.0465002,0.9275999,-2.2214003
-0.78621,-4.5108,2.2948997,0.87073,-2.5135
-0.6845298,-4.4944,2.2676,0.3850501,-2.3079998
-1.7818261,-3.0040257,-0.82545,-1.5063341,-0.059016764
-1.7818261,-3.0040257,-0.82545,-1.5063341,-0.059016764
-1.8763045,-2.8564513,-1.2711703,-1.68485,0.14286925
-1.8843483,-2.8413172,-1.3361964,-1.7019899,0.16167326
-1.8850335,-2.839765,-1.345603,-1.703636,0.16342483
-1.8850914,-2.839606,-1.346963,-1.703794,0.16358742
