A,B,C,D,E
4.5579,2.6478999,0.63338035,-0.3052905,3.5035005
1.1548002,2.5135996,1.0634999,1.5297999,0.3540298
-0.47649047,3.6385002,2.77,0.091609485,-1.2422997
0.5222203,-0.45378962,1.2936001,2.2495005,-3.2979
0.16075991,-1.8562998,0.86397046,2.7039,0.3874202
1.3156998,-2.9676,0.5446595,0.5183005,1.3404
0.8969805,-2.4289002,-2.6654997,-1.3921999,-1.6445999
-3.9658003,-1.6393998,-5.7211,-1.3236,-8.1668005
-5.6747003,-2.4663002,0.000274949,-0.7191496,-1.2550001
0.7838999,2.2937002,0.47266036,0.2590504,2.6021
-0.03466231,1.7180998,-0.11355972,-0.55869013,1.9562004
-0.60076964,0.14876966,-2.1672997,-0.8472499,-0.4940805
-1.4128,-3.8706002,-4.6499996,-2.3439,-2.9800997
-2.9747002,-1.4480001,-1.9506,-1.4216998,-0.02404485
0.6369698,2.0112004,-0.77255017,-0.08596764,1.8104002
-0.5488799,-0.4065195,-2.353,-1.0883,-0.42355955
-1.3442999,-2.0997002,-1.2402998,0.05496345,-0.74117017
-1.0737998,-0.32005957,-1.0409001,1.0172999,-0.6547396
-2.0624998,-0.16043955,1.3894,3.4826005,3.7212
-0.61837745,-0.24542135,-0.33856443,-0.3250517,-0.31906822
-0.61837745,-0.24542135,-0.33856443,-0.3250517,-0.31906822
-0.5011019,-0.25143918,-0.48369372,-0.6187633,-0.62815547
-0.4915501,-0.251865,-0.49532136,-0.641065,-0.65147287
-0.49077165,-0.25189605,-0.4962528,-0.6427593,-0.65323156
-0.49070844,-0.25189826,-0.4963282,-0.64288574,-0.6533646
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533735
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.37515944,0.002848643,-0.2755095,-3.0331998,-4.6242
-1.6637002,3.4430003,0.26762974,-0.90709025,-2.3202002
-0.17563997,3.1762998,1.3619,-1.0542998,-0.4355897
-4.8515,-2.506,-2.5049,-2.5055997,-4.2067
-1.7078999,-2.8616002,-0.8379199,-0.8645201,-0.94108
-1.0087001,0.18823999,1.5720003,0.14299022,1.3086995
-2.4801998,-0.39330947,-2.2135,-0.9363102,0.5518505
-0.18663001,1.9861,2.7821999,3.0218005,4.1329
4.5188003,4.4071,4.5519,6.0492,5.0731997
3.7426999,2.5683005,3.8659,4.2193003,1.7201003
0.051859714,2.8058,1.7631999,3.5141003,2.1534002
-2.4413998,1.2513996,1.6806998,2.1472003,1.3205999
-3.2907999,-0.7782198,-2.8396,0.01714645,-1.4009999
-1.1805,0.20321976,-2.5215998,-1.9693,0.40253967
-0.44877973,-0.7408602,-1.5950998,1.1786,2.0159996
-0.21418995,-5.554,-1.0181999,0.6562098,1.6035999
-0.06983243,-5.131,-0.88507026,2.6737998,2.1613996
-0.59423953,-3.7834997,-0.9844103,-0.53878033,0.23615994
-2.5591002,-3.5241,-3.247,-0.015549776,-6.4057
-0.6583745,-0.48315924,-0.7196508,-0.5952464,-1.0864532
-0.6583745,-0.48315924,-0.7196508,-0.5952464,-1.0864532
-0.5043598,-0.26827633,-0.5142232,-0.6392797,-0.6860453
-0.4918151,-0.25305817,-0.49776754,-0.6426219,-0.6558396
-0.49079382,-0.25198033,-0.49644798,-0.64287686,-0.653562
-0.49070954,-0.2519038,-0.49634153,-0.6428946,-0.653389
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907018,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-0.4907029,-0.25189826,-0.49633265,-0.64289683,-0.6533757
-1.4549998,0.8526899,-1.5581,-0.5759497,-0.69890046
2.7106,1.6309003,0.27521,1.5251005,1.4691002
-0.75084007,-1.0971998,-2.6209,0.11537041,0.55779964
-2.1413002,-2.8244998,2.8257995,0.5491803,0.11321033
-0.4020596,1.8844995,2.8686,0.2184202,-0.06362052
0.0901491,2.8337002,-1.4348,1.5656997,2.4435
1.9218996,2.3338003,0.8916402,2.8350997,3.2630005
3.1416,2.8826005,2.3407996,1.2303001,1.2353
2.0313997,0.096793465,2.9608004,-0.032709584,-2.1708
4.1451,1.8518997,4.8744,0.66559976,-0.6708305
1.7533,3.0677001,-0.81281996,-0.0921862,0.7697695
