A,B,C,D,E,F,G
2.22134,0.26441237,2.2458696,0.27922633,0.41900414,0.33454496,0.10053086
2.2353454,0.2626072,2.2275422,0.2689596,0.45201632,0.34020698,0.089165896
2.2173548,0.28839412,2.2037299,0.2980351,0.4451808,0.3439137,0.111545876
2.1876361,0.28667575,2.201842,0.28329253,0.4132905,0.34863004,0.102247104
2.2053144,0.30003294,2.1696584,0.2915501,0.46422547,0.35031226,0.09177509
2.1975322,0.30231687,2.1468236,0.3003553,0.4566141,0.3501694,0.12236217
2.1586769,0.31410956,2.132897,0.30614552,0.43866095,0.3545197,0.10468897
2.1544685,0.30325344,2.103983,0.34588823,0.4750667,0.35515016,0.098431304
2.136846,0.31273654,2.0846362,0.32263595,0.4726719,0.36260542,0.13225316
2.1357985,0.3127329,2.066831,0.30762252,0.46268496,0.36291653,0.11538046
2.1131773,0.31623864,2.024996,0.3292753,0.48171863,0.36371264,0.10367459
2.0841255,0.32372594,1.9835542,0.31874296,0.4715678,0.36774194,0.15782115
2.0848055,0.31588954,1.9834774,0.3201244,0.46667573,0.37039357,0.13010308
2.0405922,0.32442755,1.9942867,0.333725,0.48559064,0.37009794,0.10576717
2.0199666,0.3243069,1.9726893,0.3237322,0.4805153,0.3724906,0.17214732
2.0270061,0.33128503,1.8916221,0.3185397,0.46648183,0.37325147,0.15192589
1.9741719,0.32854405,1.8435146,0.36920378,0.49053192,0.37146416,0.101598985
1.9130474,0.34244004,1.8087972,0.3258342,0.48960012,0.3728992,0.17578675
1.8290051,0.330941,1.7759664,0.3016852,0.47292367,0.37412924,0.16575758
1.8092833,0.34619057,1.7227101,0.34817195,0.49380717,0.37522447,0.108162984
1.7814776,0.34228247,1.6631001,0.32340384,0.48550552,0.37606686,0.18014152
1.7442882,0.349589,1.6177295,0.32262382,0.4733323,0.37566632,0.18250152
1.7301767,0.3572742,1.5943357,0.36341763,0.48930508,0.37779823,0.12154618
1.6616812,0.36966786,1.5611987,0.33143228,0.48093665,0.37715828,0.17668405
1.6185596,0.35678428,1.5303981,0.34012428,0.4765698,0.37569967,0.18847865
1.5996014,0.37532377,1.4917384,0.37028345,0.48238477,0.3771858,0.13341299
1.5456767,0.3498536,1.467338,0.35547036,0.46841675,0.37820414,0.1865435
1.5302805,0.3862202,1.434399,0.33881593,0.49904376,0.37643465,0.19687383
1.4882455,0.36701736,1.4148066,0.36009848,0.48360017,0.37770987,0.12826279
1.483781,0.3750829,1.3580933,0.3767638,0.46770442,0.37845892,0.19158782
1.4556135,0.37546888,1.3224984,0.3724772,0.4809969,0.3769846,0.20661941
1.3650688,0.38605312,1.3207203,0.36703518,0.47594342,0.3778618,0.12912278
1.3639126,0.41866472,1.2793545,0.3674357,0.47013077,0.3769582,0.20363683
1.3137994,0.39529788,1.2383326,0.37207806,0.47775182,0.3809714,0.22905189
1.3155749,0.3975526,1.212089,0.3895664,0.4629545,0.38037673,0.13166413
1.3129448,0.39965966,1.2350503,0.3740995,0.47187832,0.3810481,0.20492887
1.2535479,0.39271876,1.2123196,0.38557273,0.4698362,0.38100332,0.23217657
1.2330505,0.4127755,1.1824998,0.38629293,0.44661722,0.38147333,0.13537478
1.2221416,0.3907256,1.1831135,0.37791213,0.46781522,0.38118717,0.20607883
1.2156426,0.4037818,1.1471664,0.41063562,0.4655715,0.3810832,0.24279234
1.2159332,0.36775514,1.1205486,0.3817973,0.44183832,0.38192564,0.16087067
1.1881849,0.4221606,1.0694275,0.37255013,0.45240706,0.3821524,0.20660286
1.1600703,0.38063502,1.0640723,0.37968665,0.46495014,0.38293946,0.24393654
1.1150255,0.3995918,1.0407877,0.3958155,0.43042246,0.3840162,0.16895859
1.1240003,0.3950547,0.97072333,0.382654,0.4419666,0.38246998,0.20450485
