A,B,C,D,E
85.0,9.0,3.0,37.0,36.0
64.0,4.0,5.0,16.0,39.0
28.0,5.0,4.0,9.0,10.0
12.0,1.0,1.0,5.0,5.0
4.0,0.0,0.0,1.0,3.0
3.0,0.0,0.0,1.0,2.0
1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0
2.0,0.0,0.0,2.0,0.0
8.0,0.0,1.0,1.0,6.0
25.0,1.0,3.0,3.0,18.0
77.0,8.0,6.0,12.0,51.0
170.0,24.0,11.0,31.0,104.0
152.0,23.0,13.0,25.0,91.0
141.0,15.0,12.0,49.0,65.0
128.0,11.0,10.0,48.0,59.0
101.0,15.0,15.0,38.0,33.0
106.0,16.0,12.0,29.0,49.0
103.0,14.0,10.0,39.0,40.0
112.0,16.0,7.0,54.0,35.0
135.0,13.0,9.0,68.0,45.0
161.0,14.0,21.0,89.0,37.0
275.0,18.0,20.0,168.0,69.0
260.0,24.0,26.0,146.0,64.0
185.0,25.0,17.0,74.0,69.0
112.0,15.0,12.0,48.0,37.0
41.0,7.0,6.0,15.0,13.0
17.0,3.0,1.0,6.0,7.0
5.0,0.0,0.0,4.0,1.0
3.0,0.0,0.0,2.0,1.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,2.0,6.0
31.0,5.0,5.0,4.0,17.0
89.0,13.0,9.0,15.0,52.0
176.0,23.0,10.0,31.0,112.0
175.0,33.0,24.0,38.0,80.0
127.0,14.0,15.0,34.0,64.0
132.0,21.0,23.0,34.0,54.0
150.0,31.0,14.0,50.0,55.0
134.0,21.0,27.0,49.0,37.0
102.0,16.0,11.0,37.0,38.0
125.0,15.0,15.0,50.0,45.0
112.0,8.0,5.0,66.0,33.0
180.0,12.0,11.0,110.0,47.0
311.0,19.0,17.0,194.0,81.0
291.0,33.0,35.0,145.0,78.0
163.0,18.0,11.0,86.0,48.0
95.0,12.0,6.0,29.0,48.0
22.0,2.0,2.0,10.0,8.0
6.0,1.0,1.0,1.0,3.0
10.0,2.0,1.0,5.0,2.0
2.0,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0
