A,B,C,D,E
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
3.0,0.0,0.0,1.0,2.0
7.0,1.0,1.0,0.0,5.0
44.0,9.0,10.0,5.0,20.0
80.0,10.0,11.0,14.0,45.0
80.0,14.0,7.0,8.0,51.0
67.0,10.0,12.0,24.0,21.0
68.0,17.0,16.0,13.0,22.0
72.0,16.0,19.0,20.0,17.0
63.0,20.0,15.0,13.0,15.0
67.0,10.0,11.0,22.0,24.0
98.0,30.0,30.0,21.0,17.0
69.0,12.0,9.0,29.0,19.0
93.0,8.0,8.0,43.0,34.0
169.0,18.0,17.0,103.0,31.0
114.0,11.0,14.0,60.0,29.0
63.0,11.0,12.0,25.0,15.0
21.0,8.0,3.0,9.0,1.0
11.0,2.0,2.0,3.0,4.0
5.0,1.0,0.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0
10.0,0.0,0.0,1.0,9.0
53.0,6.0,7.0,10.0,30.0
112.0,9.0,12.0,26.0,65.0
112.0,18.0,10.0,27.0,57.0
91.0,21.0,16.0,19.0,35.0
79.0,17.0,12.0,26.0,24.0
94.0,13.0,14.0,31.0,36.0
103.0,17.0,14.0,38.0,34.0
94.0,14.0,15.0,43.0,22.0
102.0,10.0,15.0,43.0,34.0
151.0,10.0,17.0,81.0,43.0
185.0,18.0,21.0,74.0,72.0
229.0,27.0,23.0,117.0,62.0
195.0,23.0,19.0,92.0,61.0
83.0,7.0,4.0,31.0,41.0
23.0,3.0,1.0,8.0,11.0
12.0,1.0,1.0,10.0,0.0
3.0,0.0,1.0,2.0,0.0
5.0,1.0,1.0,1.0,2.0
2.0,0.0,0.0,1.0,1.0
5.0,0.0,0.0,3.0,2.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
2.0,0.0,0.0,2.0,0.0
31.0,3.0,6.0,10.0,12.0
72.0,10.0,21.0,28.0,13.0
158.0,30.0,31.0,57.0,40.0
195.0,40.0,32.0,80.0,43.0
248.0,37.0,34.0,105.0,72.0
244.0,37.0,24.0,104.0,79.0
226.0,23.0,26.0,99.0,78.0
194.0,18.0,8.0,77.0,91.0
153.0,12.0,11.0,56.0,74.0
146.0,17.0,19.0,41.0,69.0
110.0,17.0,8.0,20.0,65.0
84.0,10.0,19.0,18.0,37.0
32.0,4.0,5.0,11.0,12.0
16.0,0.0,0.0,8.0,8.0
6.0,2.0,2.0,2.0,0.0
1.0,1.0,0.0,0.0,0.0
4.0,0.0,1.0,2.0,1.0
1.0,0.0,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0
3.0,0.0,1.0,2.0,0.0
11.0,1.0,2.0,5.0,3.0
39.0,6.0,8.0,14.0,11.0
68.0,15.0,19.0,24.0,10.0
