A,B,C,D,E,F,G,H
0.05687897,0.08276233,0.31674492,-0.106986925,1.0173626,0.058118105,-0.098263085,-0.042743795
0.0021639466,0.09563638,0.18424757,0.0958779,1.0792506,-0.095222175,-0.109524325,-0.086822465
-0.14600943,-0.11389835,0.23654391,-0.054332547,1.0346609,-0.046795607,0.106159896,-0.039873846
0.1082817,-0.03142242,0.3453536,0.03642924,0.9932867,0.12982017,-0.074224845,-0.08304248
0.04011576,0.022463411,0.24151716,-0.10140809,0.9624108,0.0070406497,0.082123145,0.006703317
0.00326173,-0.13581932,0.07169393,0.09523144,0.9458777,-0.04889842,0.011977032,-0.13472903
0.079521686,-0.11438884,0.3407903,-0.038539484,0.8873719,0.06797321,-0.061764285,0.03418374
-0.123676196,-0.094130844,0.37841088,0.10503322,0.86228335,-0.016768262,-0.07818366,-0.02488704
0.03421803,0.0058385134,0.24258853,-0.10371722,0.8747512,-0.029392846,0.10778117,0.14304963
-0.07945394,-0.11568886,0.18703163,0.0074260235,1.1206921,0.06410551,-0.13681787,0.04465051
0.05801393,0.10861835,0.46474892,0.11796069,0.83056617,0.09091343,-0.13451442,-0.10946788
-0.090756014,0.13481554,0.20491028,0.12185779,0.96778584,-0.118015006,0.04404281,0.13468748
-0.10125613,-0.1003585,0.4888834,0.06599806,0.8989521,0.103902906,-0.1033745,0.026777282
0.11204985,-0.03062611,0.19453937,0.07832962,0.99476534,0.05323863,-0.09983265,0.033350706
0.13181251,-0.028598018,0.26360592,-0.11892765,1.0565548,-0.06410054,-0.015502021,-0.12217713
0.14058071,0.12697384,0.21155898,0.030394733,0.9314701,0.109292716,0.14076406,-0.12859532
-0.0991092,-0.039306007,0.3313756,0.0043673366,1.0202398,-0.0178608,-0.058330864,-0.042966805
-0.07945426,0.10446715,0.1567861,-0.12601975,0.9056888,0.09008311,-0.12224338,-0.013024479
0.001921922,-0.114728704,0.31333235,0.13716954,1.0228426,-0.03529519,0.02989918,0.11584094
