A,B,C,D,E
0.08664037,0.84540874,1.2340147,1.0446734,1.0966836
-0.0071187764,0.878646,1.0628662,1.0689741,0.9519615
-0.09467076,1.0266918,0.89723456,1.0360272,0.9038116
0.051716015,0.9318494,0.92247874,1.0857191,0.89807916
-0.038963787,1.0460353,0.9519824,1.1079836,0.8762704
0.027478904,0.94656277,0.9087838,1.118314,1.012042
0.111223936,0.9316162,1.1670675,1.0998102,1.0279804
-0.07404575,1.0277325,1.1169981,1.2191018,0.95753765
0.0069379658,1.010399,0.962429,0.95723623,0.91119885
-0.061874613,1.0956252,1.0227077,0.95919216,0.82922393
-0.03869854,1.1651466,0.9070241,0.8875258,0.9703628
0.14031538,0.97435284,0.9994375,0.82892406,0.9478125
-0.1413313,0.88450724,1.0043889,1.1062026,1.0337212
-0.09860332,0.9460992,0.91148937,0.96444684,1.0756868
-0.10508554,0.9272571,0.86253595,1.0080061,1.1115416
-0.07167718,0.8909498,1.0096649,1.0776743,1.0168316
-0.045249335,1.0291861,0.91869736,1.1506716,1.1309651
0.017211929,0.9354886,1.1064887,0.98386246,1.0224335
-0.03857871,1.0587374,0.93826056,1.1112411,1.1030781
-0.08901952,0.972839,1.0411196,0.9380329,1.0935061
-0.05401753,0.9533147,1.0070432,1.0823244,0.91583914
-0.10314663,0.9025438,1.0482202,0.9151342,0.9013105
-0.075325176,0.945993,1.055346,0.9056924,0.9722914
-0.037875995,0.97561795,1.0379639,1.0707383,0.9902967
0.05166833,1.1311553,1.1681155,1.036792,0.89412034
0.043834224,1.1330998,1.0539709,0.9450976,0.9219592
0.010832921,1.0483837,1.0577462,1.1183167,1.1031368
-0.09564498,1.0227396,0.94723964,1.1050719,1.184845
-0.125039,0.97903013,1.1840174,1.0620738,1.1378069
-0.061042234,1.0232025,0.99650586,1.0711337,1.1033912
0.12125659,1.0840414,1.1628674,0.953906,1.008581
-0.13923843,1.1719449,0.9173467,1.1186076,0.9389613
0.051942408,0.9345443,1.0417795,0.9260227,1.0289214
0.12719259,0.9312489,1.0360556,1.068903,0.9660451
-0.029328398,0.9544839,0.98419315,0.9884118,0.8466159
-0.12711608,1.0991976,1.0684526,0.91946983,1.0581478
-0.09516072,1.1937386,0.8952801,0.9504142,1.1442367
0.098913446,0.99468577,0.9158584,0.9908936,1.1034873
0.04063861,1.1249895,1.1396706,1.0692801,1.003191
0.044473305,1.1893313,1.1111965,1.0174394,1.0733056
0.1458894,1.0834811,0.9925188,1.1555613,1.0908189
-0.10731335,1.0047178,1.0418004,0.97337234,1.0419147
0.022619754,1.0944978,1.0717928,1.1578901,1.1099803
0.029890463,1.1295793,0.9833604,1.0589767,0.9465664
0.035538375,0.99151665,1.0107003,0.93325496,0.89453596
0.1442883,0.9039517,0.91697073,0.9986341,0.9890783
-0.025176182,0.8865912,0.875599,0.9283913,1.1434422
-0.101936325,0.8902151,0.9611044,0.9346171,0.99929726
0.068339035,1.0847646,1.0500703,0.8834377,1.0438298
0.0021201074,1.1033859,0.9052986,0.94606084,1.0082273
-0.08328297,1.0221668,1.0154289,1.0792135,1.1363335
-0.13989937,0.93372375,0.97732186,1.0687094,1.1139793
0.1433833,0.823647,0.9649389,0.9058503,1.0281881
-0.0072128177,0.9004882,1.0656731,1.0019909,0.9890331
-0.054452635,0.9038193,0.96532524,1.0324016,0.8590557
0.06404811,1.0623581,0.9620567,1.0876954,1.0102991
0.087662265,0.98696536,1.1891701,0.94443846,0.86707187
-0.026829533,1.091581,0.9104396,1.0960388,0.78722775
0.013352543,0.9516918,0.9778341,1.0644703,0.85741776
0.09986535,1.0654876,0.9078602,0.98355114,0.96982145
0.033363044,1.1273004,1.0703679,0.823457,1.0223255
0.14039755,0.934343,1.0415442,1.0024546,0.879576
0.019443065,0.94690746,1.1065004,1.0410461,0.90886164
-0.099971674,0.97508466,1.0692055,1.0068988,0.9936092
-0.074512646,0.917711,0.88789487,0.8894026,1.003905
0.09305017,0.90185636,1.0480405,0.9911066,1.031765
0.04224573,1.0409415,0.8694646,1.1647716,0.96942234
-0.14477728,0.9120195,1.1530125,0.8963364,1.0748956
-0.083007365,1.0780747,1.0946394,0.951019,1.1775693
0.0044941157,1.1406481,1.0361588,1.1419036,1.0459218
0.120946676,1.1630893,1.0562334,1.1547852,1.1120547
-0.020224497,1.1247249,1.0411605,1.1036495,0.94995964
-0.023175716,1.0518208,1.0467373,1.0082645,0.890071
-0.0005206466,1.1492414,0.89342785,1.0376152,1.0786598
