A,B,C,D,E,F,G,H,I
-0.061409622,0.009833008,0.04977183,-0.12953416,-0.06435557,-0.09793103,0.0842974,-0.027579695,0.16160478
-0.14093384,-0.047079116,-0.03285926,0.01851438,-0.12981905,0.104168445,0.06724216,-0.22420841,0.0881339
0.04815562,-0.09552835,0.14655036,-0.058153957,-0.08264482,0.16431785,0.04907213,0.069432676,0.08345106
-0.023280859,-0.14652848,0.07676907,-0.09070947,-0.1388622,-0.0911399,-0.24266994,-0.17572089,0.002394244
-0.08690284,-0.024670571,-0.10574159,-0.12087724,-0.0015308559,-0.14989299,-0.08099653,0.016505964,-0.24717492
-0.10021636,0.12767449,0.029544622,-0.028390095,0.035180733,-0.061304614,0.060653046,-0.07497386,-0.018427402
0.122843504,-0.040064834,-0.066105835,0.06649354,0.08578949,0.105824575,0.06899537,-0.1502901,0.08626973
0.065507516,0.13124442,0.09080574,0.031000257,-0.111802965,0.02595228,-0.15565616,0.07161377,-0.106261484
-0.09937331,0.08854398,0.048293173,-0.09735786,-0.04929337,-0.14585948,0.14376056,0.10555643,0.26766023
-0.14525709,-0.07573248,-0.0135495365,0.015819907,-0.094946735,0.0034359992,0.071492314,0.025506295,0.0129134655
-0.016537964,0.063754484,-0.066482395,0.0909826,0.13304666,0.028910995,0.01886303,-0.05966872,0.059829466
-0.034125336,-0.04265982,0.11689097,0.08762871,-0.037967227,0.05779893,-0.01405175,0.013241112,0.18128468
0.022034809,0.08570844,-0.12708196,0.06557833,-0.011004418,0.08235094,0.030526623,0.06485914,-0.09154206
-0.097304665,0.05286996,-0.036250643,-0.13485566,0.12049645,0.09616184,0.075481266,-0.07692748,-0.0066783577
-0.14280067,-0.015064821,0.060347274,0.11230567,0.10962266,-0.011407271,0.02109138,-0.04854338,0.16087086
-0.018058702,-0.1010313,0.11656198,-0.124405205,0.0769334,0.08184216,0.054700702,0.12366037,0.018095717
0.0700742,0.050548866,-0.099572204,0.11067617,0.13574064,-0.04170209,0.041395575,-0.1556341,-0.081730634
-0.06552142,0.13375342,-0.11732283,0.11609894,-0.11520555,0.0016102567,0.18564104,0.016373903,0.14802472
0.10143131,-0.06666979,-0.05892785,-0.08148893,0.010378793,0.3308931,0.09768034,0.0879283,0.12707722
0.11090812,-0.13454348,-0.08660454,0.013971999,0.09047395,0.08460169,0.072071195,0.0577927,0.06051612
0.084130004,-0.068743,-0.13548544,0.08494796,-0.07568827,0.019796796,-0.19048116,-0.062120162,-0.2391907
0.04820159,0.101088375,0.05705136,-0.117475234,-0.11691478,-0.13634397,-0.026087724,0.19985901,-0.043794952
0.03476891,0.07143085,0.120511204,-0.035094433,-0.059826463,-0.13805021,0.1413707,-0.101004936,-0.013685018
-0.07095698,0.07577363,0.10514885,-0.05010914,-0.049772464,0.27762884,0.1841835,0.097481824,-0.05624038
0.09556532,0.10470888,-0.14053808,0.042175338,-0.0259277,0.19408575,0.017111763,0.09952987,0.109256655
-0.13198191,0.058178425,-0.117690526,0.07535647,0.034228235,-0.042856462,0.14693008,-0.034273006,0.13032235
0.12255138,-0.07837088,0.13162139,-0.0041766465,0.09051378,0.17862532,0.0722688,0.14860177,-0.057644084
0.14227599,-0.09516984,0.024855405,0.10034904,-0.054144166,0.13167706,-0.029004388,-0.046440303,-0.166116
0.099118054,0.052834034,0.03646882,-0.08624021,-0.12155021,0.05816295,0.004266441,-0.042281866,-0.017692387
-0.090815365,0.10559136,0.11156294,-0.05362671,-0.13102,-0.033453487,-0.029257983,-0.039139904,0.15162499
0.14518002,-0.08310017,-0.07008643,0.052674174,0.12438756,0.11754346,0.13536233,-0.0138788,0.06128811
-0.039005026,-0.030006163,-0.14591384,-0.016567007,-0.04455983,0.043421343,-0.15976128,-0.010045029,0.005132124
0.09005873,0.14047194,-0.11686975,-0.04833947,0.0675887,-0.26456696,-0.17492595,0.070397705,-0.17164913
0.14437965,-0.14678988,-0.09609586,-0.121186465,0.043030947,-0.20900637,0.090700686,-0.017970428,0.09266547
-0.13450783,-0.06399933,0.08108136,0.056942314,-0.08310518,0.025808766,-0.293406,-0.20920141,-0.2660091
-0.104176104,-0.08972004,0.13540933,-0.06565106,0.09413196,-0.43685564,-0.03197042,0.07467744,-0.016106106
0.0040833354,0.0114990175,0.07691485,0.10316154,0.14953095,-0.05808548,-0.16653442,0.02159901,-0.072510615
0.07066102,0.09592591,0.0902313,-0.1190265,0.14331654,-0.11752036,0.031748623,-0.012428813,0.073322505
0.02239053,0.065246075,-0.020624697,-0.007326126,0.124804854,0.12795325,0.027412936,-0.16452006,0.010374621
-0.14409441,0.063929886,-0.12122477,-0.0348896,0.11172414,-0.019011058,0.05997187,0.068161756,0.14989273
0.031791583,0.037532195,-0.12438284,-0.14648373,-0.008942246,0.10228713,0.06739622,0.007939883,0.055118665
-0.14798173,0.032997057,-0.12690137,0.05757028,0.13428035,0.0173506,0.098276824,-0.06530437,0.05276242
0.120324016,-0.021330863,-0.04782007,0.016099438,0.017125309,-0.049399838,0.17568712,0.16336066,0.13277136
-0.13482371,0.1266714,-0.10402417,0.029873073,0.12025246,0.18165518,0.106416315,0.06332348,-0.10726047
-0.056102946,0.11244273,0.07930125,0.120174915,-0.12755653,0.005252242,0.109051734,0.160716,0.1225549
0.09629819,-0.031948596,0.10994896,0.062108576,0.14933467,-0.010444544,0.07896469,0.034723237,0.22192568
0.004664123,0.036302596,-0.027641289,0.07751572,0.012188911,0.21109271,0.044732183,0.17535236,-0.06731767
-0.1300668,-0.016811997,0.04362908,0.1438671,0.06304753,0.0026880875,-0.046068937,0.09551939,-0.08424784
0.054158702,0.039455608,0.07785459,0.06540567,-0.0044768453,0.0191475,-0.07618591,0.15198141,0.06710239
-0.12590474,0.096801534,-0.080725305,0.060557216,-0.08276405,-0.102922514,-0.08823557,0.09265904,-0.08360243
-0.082419455,-0.06780559,0.09715007,0.009954914,-0.10393271,-0.16242082,0.15969104,-0.059390925,0.15709105
0.04743591,-0.14472118,0.14635763,0.13279894,0.09698528,0.28968832,0.070593774,0.08375311,-0.16828395
0.13017407,0.115024835,-0.13735402,0.11961669,-0.07001481,-0.039919734,-0.19552131,0.011321276,-0.26970422
0.08157292,0.03801647,0.05051583,-0.007301092,0.1270153,-0.23104388,0.057788298,0.104931444,-0.005104214
-0.017871365,0.13788599,-0.10568866,-0.0240812,0.09743588,0.1614313,-0.058988035,0.11859238,0.062545076
-0.02005364,-0.14364597,-0.025880747,0.08121157,-0.13375358,0.07214695,0.11293097,-0.10923994,0.08233125
-0.08000904,-0.07755275,-0.0474201,-0.043167852,0.05950816,-0.010530956,0.003451556,0.019044913,-0.107408
-0.12933612,0.040783882,0.01333271,0.0075850785,0.114970535,0.124533415,0.069168106,-0.106021434,-0.21376427
0.07488014,0.008178264,0.12925345,-0.09257861,-0.12433336,0.16820185,0.08227253,-0.035741232,-0.029370278
0.04426144,-0.13824195,-0.11703049,0.09806372,-0.008165881,0.22423264,-0.038719073,-0.23688489,0.0999562
0.027665734,-0.03795746,0.05173838,-0.10509662,0.10103223,-0.08200152,-0.24742185,0.029904477,-0.08551009
0.078587264,-0.101491004,-0.000670135,-0.13043408,0.13204175,-0.29024246,-0.07403321,-0.10410182,0.072271585
0.025910243,0.013893276,0.08072528,0.057920873,-0.11497088,-0.19174275,-0.101589814,0.0125143975,-0.037506312
0.07855083,-0.10554838,0.09353952,0.05448802,0.096470356,-0.22569537,0.13354802,0.19108963,0.015790656
0.10415685,-0.09715396,0.01498802,-0.08453266,-0.100929424,-0.0049572885,-0.029908553,-0.02145192,-0.24258325
-0.103344694,0.07525577,0.045090303,0.07660583,0.07277815,0.037679955,-0.08812076,-0.12250255,-0.18451533
-0.11563088,0.12739277,0.010337681,0.019754201,0.092378005,-0.20255181,0.14334232,0.09565383,-0.056483135
-0.026791103,0.06930916,-0.034499787,-0.05715827,0.0064315647,0.28717884,0.24553874,0.07616374,0.116916135
0.09762035,-0.015843779,0.00885424,-0.12604709,-0.08419596,0.3833205,0.13301985,0.006808765,-0.07749279
-0.100124076,0.122653216,0.07349275,0.052820742,-0.106588215,0.22659403,-0.052819394,-0.025145516,-0.12146333
-0.037255667,-0.045005716,-0.0325497,0.11895129,-0.04014548,-0.08379118,0.20611408,-0.019327074,0.13940531
-0.06944059,0.100067616,-0.08496271,-0.01762934,-0.13615908,0.31038746,-0.13042244,0.0987774,-0.112582795
0.1050421,0.07557033,-0.02504947,-0.14298221,0.0827079,-0.21229014,0.07090535,0.060601905,0.19849208
-0.013410091,0.1113233,0.016374424,0.0500578,-0.11667794,-0.06935903,0.08644445,-0.15127212,-0.0035120994
-0.021670103,0.044414073,-0.10659253,-0.118405655,0.09153618,0.2164434,0.0069662333,-0.07963061,0.25132883
0.02371025,0.01064837,-0.0089544505,-0.115842625,0.046721175,0.01924643,0.060817406,-0.023131117,0.07797465
0.12731892,-0.122515604,-0.14984569,0.052936897,0.13072506,0.00411772,0.12085867,-0.23746392,0.022820875
-0.011058718,-0.010517374,-0.04523512,0.05363603,-0.038585328,0.25391194,-0.096927494,0.1644292,-0.012906954
0.09905283,-0.012386188,0.06758742,-0.06049476,0.122869104,-0.1711147,-0.050988086,0.051185504,0.007074684
-0.07927346,0.056719422,0.059901565,-0.10050146,0.10820663,-0.06435811,-0.0007943362,-0.01718057,0.12199129
0.10582113,0.14407164,0.10436964,-0.09795031,-0.124224156,-0.040486254,0.061931208,-0.08693139,0.08337477
0.12444529,-0.10788553,0.09232019,-0.059273675,0.020992845,0.21119376,0.17485413,0.017403364,0.17195614
0.062205255,0.13987696,0.11965865,0.090136096,-0.14861637,0.29751715,-0.23771307,-0.045498356,-0.2031417
-0.10690646,-0.12761647,0.019584954,-0.030721523,0.02872914,-0.31819776,0.28385696,0.034868464,0.06445626
0.108657,-0.02468273,-0.12618761,0.07671705,-0.07542308,0.2262421,-0.1954642,0.07809716,-0.26438487
-0.108223975,-0.008093685,-0.12263999,0.086695865,-0.10452913,-0.3439229,-0.043603897,-0.025308594,0.0018647164
-0.04798703,0.12329748,-0.089762256,-0.045892827,-0.07769709,-0.04004766,0.08840871,-0.05413045,-0.055593193
0.045253247,-0.11957941,-0.09420344,-0.014323607,0.027393326,0.06438096,0.18433535,0.032959126,-0.022017121
-0.06370527,0.09044029,-0.07955457,0.14193094,-0.108107746,0.11598152,-0.2323626,-0.13381937,-0.024186067
-0.11906605,0.018586263,-0.015232548,0.0107729435,-0.06644116,-0.108091265,0.048516177,0.04773107,0.16109338
-0.13876098,0.044918418,-0.14989601,-0.048330657,-0.0985343,-0.046756357,0.1052998,0.12668079,-0.049129
0.028083473,-0.03964918,0.14704224,0.02897276,-0.13870597,0.0023559704,-0.018451616,-0.14518505,0.1170312
0.109844655,-0.13525888,-0.14263394,0.13734332,0.026344895,-0.14715365,-0.06667135,0.019363329,-0.01930014
0.051563486,0.14850023,0.019910365,-0.02592779,0.09940149,-0.08953109,-0.26018512,0.17582153,-0.1301665
0.038514256,0.1237728,-0.07253314,-0.08409977,-0.02516704,-0.24605794,0.2279948,0.10436722,0.1775431
-0.04227432,0.1059182,-0.0660256,-0.061771385,0.11098826,0.11233269,0.23705295,-0.05321777,0.19658144
0.024656996,0.08701369,0.024903044,0.04982017,0.014024138,0.1435756,0.052883685,0.07413674,0.09513329
0.07352047,-0.07483703,0.099512234,0.12887499,-0.050821654,0.024188556,-0.010517687,0.1670313,0.12264237
0.036777183,-0.07686784,-0.03516233,-0.003608808,0.06376818,-0.0019962192,0.044536203,0.079070546,-0.20314188
0.12275401,-0.13006875,-0.08887958,0.06222315,-0.07356659,-0.078280814,-0.11742837,0.005044356,-0.22390437
