A,B,C
0.16658507,0.50423765,-0.10446726
-0.12687923,0.596063,-0.14666353
-0.031801984,0.45021516,0.09721635
0.1472971,0.5150051,0.10765606
0.20903832,0.5367905,0.098553225
0.09263438,0.5194372,0.063347265
-0.029005125,0.6572795,-0.028816618
-0.04987099,0.545982,0.10024446
0.13917312,0.54984653,0.083635196
0.21413611,0.46176398,-0.119230546
-0.2488364,0.4241985,0.12871948
0.26331928,0.3823545,0.11512563
0.21024747,0.2610638,0.08049865
0.2174957,0.2509347,-0.0043350607
-0.14994629,0.31249636,-0.1306618
-0.20150043,0.3886178,-0.14107808
-0.24192452,0.44461817,-0.08881356
-0.018908605,0.4996299,-0.0091769695
0.08912493,0.6119287,0.067212954
-0.0745253,0.52516437,-0.031272553
-0.09307825,0.37770602,0.026811093
0.17556629,0.33569273,-0.07223334
-0.18476701,0.47897038,-0.032127075
0.10311008,0.49668276,0.106336206
0.10761179,0.48379382,-0.13817722
-0.04295896,0.5114751,-0.07523355
-0.06207025,0.51701313,0.053993627
0.068894714,0.5619976,0.06782758
0.08207585,0.5921987,0.100226104
-0.036000684,0.5457375,0.013298571
-0.11147431,0.46953574,-0.04946494
0.04800412,0.46579212,0.04900004
0.18935452,0.5205169,0.11057961
0.23112991,0.41611713,-0.117097184
-0.07476047,0.3690037,-0.07790813
-0.21618551,0.45639732,0.08514181
0.15925233,0.5071484,-0.0020763725
-0.13664405,0.58411014,0.047655344
-0.05512722,0.53606886,0.10106352
0.014476411,0.49365747,-0.14590882
-0.21358328,0.36604422,0.10785675
0.2201528,0.4301397,0.08470489
0.10337295,0.40386593,-0.13277379
-0.042284936,0.44565648,-0.075374834
-0.10201119,0.372251,-0.110970005
-0.07526292,0.29879832,-0.033550553
-0.1526504,0.4249742,0.14801583
0.14059779,0.33971816,-0.1317695
-0.26321483,0.3693408,-0.08490991
-0.18220049,0.34780937,0.080653355
0.08226518,0.37407878,-0.05559084
-0.14753255,0.23640753,-0.018178105
-0.09760463,0.3158023,-0.062261224
-0.09987941,0.31425378,0.05658181
0.053778395,0.2654375,-0.13368121
-0.20298357,0.27866387,-0.040502325
0.034884423,0.24868038,0.099217236
0.12400097,0.20049518,0.05527985
0.0014290884,0.1293284,-0.123804405
-0.25385952,0.071484536,-0.01685302
-0.10217313,-0.04001525,0.13476744
0.041381866,-0.011438221,0.007129371
-0.10550403,-0.10560356,0.13576242
0.06219302,0.016350642,0.07028493
0.06857914,0.1533765,-0.12166427
-0.18670239,0.23806363,0.06968211
0.21148129,0.26824445,-0.13110347
-0.21850225,0.24573241,0.11865324
0.122632444,0.108868316,0.031958
0.015887633,0.06351386,0.069904014
0.13905378,0.13731162,0.11575428
0.08026089,0.042088747,0.06835052
0.06568372,0.17534935,-0.062944815
-0.089242496,0.14194715,-0.12103261
-0.15032014,0.05100596,0.050279215
-0.07090961,0.13869442,0.1126309
0.057334803,0.23198816,0.10448536
0.23934168,0.102915436,0.026558056
-0.009297535,0.19042988,-0.091924265
0.011386499,0.33376527,0.03811741
0.044483736,0.23794626,0.11843333
0.24982584,0.30527166,0.028049797
-0.07333945,0.40737736,-0.1007412
-0.12792507,0.42891988,0.04885046
0.15432851,0.45834875,-0.122133695
-0.23282844,0.31413162,0.12554607
0.12643157,0.31505722,0.042921692
