A,B,C,D,E,F,G,H,I
1.3795528,0.9341765,0.8270483,0.87842405,-0.06301925,1.1751392,1.2847664,1.2510009,-0.10974468
1.3855449,0.96471274,0.86209464,1.0942578,-0.012417212,1.275605,0.9985887,1.0781982,-0.005011022
1.4875413,0.9231947,1.1205009,0.9131879,-0.09158248,1.1044217,1.2669427,1.0621333,0.12315276
1.636897,0.8923305,0.849118,0.9308495,-0.1412926,1.1915556,1.3227873,1.09776,0.11344993
1.5450081,0.9915272,0.93159103,0.9820322,-0.14390752,1.2895589,1.1713109,1.0234812,0.06636152
1.5459177,1.0354757,1.1299016,0.9139669,-0.07717082,1.2941794,1.0579755,1.0539422,0.026513621
1.5943831,0.91143054,1.1381235,0.9171151,0.036842078,1.2010318,1.258428,1.0138378,0.14918306
1.4229243,0.97259945,1.0057776,0.80495757,-0.094641946,1.1703193,1.1586785,1.0005114,-0.1255938
1.6076266,0.814998,1.1317505,0.97307277,-0.062514335,1.3263196,1.2776866,1.0350834,-0.0032863915
1.5719037,0.9871757,0.98680854,1.0225593,-0.02388379,1.3077708,1.2021843,0.998706,-0.074079596
1.6363668,1.0995923,0.88504773,0.96846247,-0.13475582,1.2520467,1.1083627,1.1012663,0.07336585
1.3598578,1.0976428,1.0500808,1.0294788,0.12038016,1.3084176,1.1407986,0.99631965,0.103221714
1.3976161,1.1208577,0.96033466,1.1194357,-0.107718825,1.1187339,1.1783862,1.0067681,-0.08853742
1.3342623,1.0757337,0.96933234,1.0943929,-0.13751149,1.0389816,1.1336467,1.1637731,0.07265903
1.3539466,0.9006429,1.1292491,0.8911858,-0.06342779,1.0840663,1.1667356,0.9473154,0.046808586
1.4179596,0.9973216,1.0368096,1.0204016,0.10365644,1.1416659,1.173769,1.0178068,0.07991299
1.446677,0.8981105,0.8598035,1.0110483,0.032014415,1.2254107,1.1555171,1.210604,-0.03432423
1.3028994,0.89472014,0.8463173,1.0599496,0.0730945,1.0797002,1.1649464,1.0620856,0.05523087
1.5106572,1.0483652,0.9263532,1.0342082,0.10689512,1.2805352,1.18448,1.044789,-0.12852795
1.3905646,0.9899468,0.905445,0.9548612,0.071385264,1.2808049,1.1815794,1.1278569,0.09824225
