A,B,C,D,E,F
0.53820676,0.2318091,-4.843343e-06,0.0060695014,0.0005521316,-0.0034058972
0.47943455,0.28444043,0.025608357,0.10873287,0.0022380927,0.0058294795
0.54647166,0.32133475,0.06688903,0.073500924,-0.0026784327,-0.0075030527
0.55621594,0.08138951,0.07940942,0.015860993,0.0047927815,-0.0007006046
0.29112402,0.3305364,0.07953224,0.04111453,-0.0048532784,0.0006169273
0.5653647,0.26706854,0.014581394,0.046985943,-0.00191571,0.0038288774
0.52002853,0.12069757,0.027197355,0.07165291,-0.004042668,0.0023410993
0.34190744,0.20283921,0.052800015,0.073536746,0.0032608567,-0.0060866694
0.4568667,0.20344839,0.04387749,0.042510368,0.005774713,-0.0046788976
0.45701912,0.27076405,0.077881016,0.06907415,0.0013756972,0.00072953315
0.5226125,0.26718673,0.073532656,0.05724685,0.005117493,-0.0012089183
0.51532626,0.20561118,0.026163008,0.07166208,0.0010202109,0.0014328219
0.46261403,0.26191914,0.029706266,0.04168074,0.00022351218,-0.0028148629
0.5134898,0.24035986,0.03713539,0.064011,-0.0025581254,0.0059909904
0.48683268,0.26088163,0.050873958,0.02183652,0.004492504,-0.0044845906
0.51124024,0.20226474,0.07841432,0.012840902,-0.0009187134,0.0024873482
0.4414534,0.24820642,0.065138966,0.049721442,0.0086571975,-0.0072533838
0.5148038,0.14666744,0.0490998,0.060135912,-0.0044604847,-0.0049237935
0.37548658,0.0997075,0.08753764,0.035709433,-0.0062314025,-0.005546111
0.30403522,0.2262231,0.063210554,0.090057075,-0.010262327,-0.0035294264
0.46383226,0.2411077,0.07258232,0.051358044,-0.00991414,0.002348061
0.4861759,0.18377396,0.06168201,0.074187115,-0.0027845486,-0.0040656985
0.42592463,0.30323792,0.045903478,0.098403394,-0.0033123211,-0.011758064
0.5493706,0.2214055,0.071590096,0.09518104,-0.004653283,0.0033755994
0.46630594,0.2706542,0.10618091,0.050523497,-0.003298961,0.0009664947
0.51596314,0.31273672,0.057951823,0.050188188,-0.004192214,-0.006146191
0.5617491,0.3133632,0.029993769,0.06586453,0.009460074,0.0010404453
0.57186586,0.22198519,0.07697359,0.057889458,-0.0007514573,0.0010194094
0.46719936,0.22046995,0.029703066,0.06461586,0.0027897214,-0.00589692
0.47525832,0.25223833,0.03325075,0.09184927,-0.0041916487,0.0010366724
0.49801442,0.24819067,0.07716802,0.023180708,-0.002058435,0.004993658
0.49545777,0.25251955,0.030600714,0.06160458,-0.0011070876,-0.002252507
0.5055984,0.3018582,0.07592783,0.062986694,-9.6567055e-05,0.0017249663
0.54342926,0.1584166,0.04709862,0.039810378,0.0012422479,-0.00010750327
0.3945814,0.24742062,0.04338845,0.03770246,-0.009229449,-0.007155683
0.48025304,0.24730222,0.0037113596,0.016774787,0.0035498356,0.0047177738
0.50375336,0.20128801,0.080521435,0.033600673,0.00091312267,-0.0032587887
0.45017737,0.19515444,0.059367746,0.10720699,-0.001080302,-0.0025798383
0.4312495,0.128951,0.048503786,0.06534046,0.0010639604,-0.0045574782
