A,B,C,D,E,F
0.05337064,0.17994392,0.015963405,0.28624284,0.9434464,0.07835662
-0.046159387,0.23216744,-0.06763176,0.4362233,0.9009776,0.014100373
-0.011767626,0.077837124,-0.14895448,0.5941285,1.0691907,-0.14114833
0.14952394,0.11294288,-0.033320725,0.504254,0.9365537,-0.041784883
-0.0781342,0.3422094,-0.12114881,0.52308273,0.9243761,-0.0099410415
-0.040298797,0.2203372,0.14478084,0.25561,0.82252336,0.08046986
0.14755657,0.16478124,-0.008037329,0.2720306,0.9700046,-0.04534913
0.055566147,0.4330234,0.14672077,0.7263268,1.1014539,0.040866897
0.008341417,0.27009907,0.018642455,0.5792422,1.1777679,0.04190643
0.11112809,0.00996726,0.098591715,0.48633966,1.0383782,-0.07898755
-0.08397328,0.21555427,-0.12818697,0.6859938,0.9820223,0.085623175
0.115238994,0.2258331,-0.03247796,0.43248904,1.0209882,-0.11922844
-0.08629364,0.24168807,0.032015413,0.12639281,1.0011789,-0.12819867
-0.083825365,0.18644498,0.05433093,0.4419939,1.0860586,-0.12794526
0.015876472,0.22827426,0.08638814,0.60329473,0.89615226,-0.14523995
-0.1418332,-0.009184539,-0.11366217,0.5884618,0.9020506,-0.09413846
0.06525171,0.49686542,0.123188645,0.43657234,1.0878224,0.096535966
-0.08681631,0.18876578,0.05234167,0.4786806,1.0825768,-0.14551418
-0.14437927,0.2037202,0.12635931,-0.010103568,1.1251311,0.14699247
0.09261364,0.33048135,-0.07052411,0.6780032,1.0744904,-0.04883232
0.050415784,0.28723973,-0.026881598,0.4230978,1.1832671,0.07499188
-0.11937286,0.30865753,0.024719536,0.50118065,1.2365953,0.14169344
0.14879948,0.27596256,-0.074225165,0.562317,1.0026354,0.047243312
-0.12131646,0.30951244,0.080739915,0.5694301,1.0463997,-0.010143474
-0.09918981,0.32341847,0.035535842,0.54420805,0.9860784,0.066246286
-0.0077738464,0.31146103,-0.078660876,0.58017874,0.84798396,0.12796009
-0.0023268312,0.18695226,0.11424407,0.4578237,0.99478984,-0.043695353
-0.054616354,0.124135956,-0.10049386,0.6502907,0.8831712,-0.13456257
0.14772066,0.33051986,0.054884404,0.48353848,0.8340444,-0.13704841
-0.11463858,0.5070965,-0.053297497,0.5138239,0.7668759,0.12537426
-0.037697054,0.4226939,0.046742678,0.3700008,0.95815694,-0.07832372
0.05270742,0.21296339,-0.06453218,0.44196874,0.8778934,0.07996933
-0.10427043,0.09353632,-0.14201581,0.7383123,1.0677543,0.038149044
-0.11818441,0.29995596,0.035847202,0.5593444,0.9801351,-0.034943588
-0.07424344,0.48357373,0.06403613,0.3448397,1.0203778,-0.010608494
0.13322657,0.19729562,-0.03709116,0.24807522,0.9701102,0.06364584
-0.050570928,0.25817725,0.0849679,0.5420803,1.0320833,0.12114173
0.11870605,0.28706494,0.12978372,0.5974529,1.0853467,0.032005996
