A,B,C,D,E,F
0.05429872,-0.003957522,-0.004330018,0.0026365444,0.2799896,0.068607345
0.056438558,-0.0028442994,-0.0044217086,-0.000400406,0.23207387,0.059475508
0.02483832,-0.0011059104,0.0044061085,0.002935155,0.26153713,0.060619872
0.05535387,0.0029055397,-0.001810286,0.004436744,0.24456373,0.054436475
0.062286608,-0.002533223,-0.0026649165,-0.003467279,0.2504462,0.036455426
0.05820208,0.0030706679,-0.0010046845,0.0049470207,0.23788765,0.056147184
0.060848184,5.0935e-05,-0.0004781527,-7.026074e-05,0.18909666,0.043843012
0.010995269,0.0016846319,0.0009338183,-0.0056395456,0.23779319,0.0620979
0.06725012,-0.005112088,0.0053544035,-0.0015577165,0.20673338,0.004422985
0.038160887,-0.003494462,-0.0060493764,-0.008002744,0.24100043,0.04638476
0.09490217,0.0110468315,0.005782465,-0.000894487,0.07149336,0.06201983
0.033144794,-0.003214778,0.006796508,0.0014392039,0.2203066,0.04766108
0.042868607,0.006583051,-0.00332988,0.007643126,0.24616775,0.10330869
0.090111814,0.008112265,-0.0026589148,-0.0016337838,0.21634021,0.059609767
0.04266091,-0.0010710584,0.0040405826,0.004069678,0.31739816,0.089007266
0.062557116,-0.00034764849,-0.0017487521,-0.0065980586,0.23942132,0.099809356
0.0775238,0.010659698,0.009085972,-0.007592014,0.29945752,0.026365684
0.08895853,-0.0034790353,-0.0010532317,0.0067085125,0.32154274,0.015061091
0.0779096,-0.00017544307,-0.008623345,0.004153156,0.15772057,0.099629216
0.054579183,-0.0031844447,0.0014218248,0.008368562,0.12568931,0.066805646
0.08610872,0.0016591938,-5.4198565e-05,0.0002772594,0.3161709,0.0129407495
0.013576149,-0.0029159202,0.0042987242,0.0016854578,0.2598833,0.054276135
0.048963144,0.0035622506,0.00430136,-0.0007797796,0.108243234,0.04058858
0.027451713,-0.00032746285,0.006944142,0.0040853913,0.23452847,0.051159028
0.05630792,-0.00074846187,0.0015018859,-0.0071806493,0.20343113,0.056471854
0.08369511,0.015224289,0.0008828015,0.011881975,0.2184841,0.023030987
0.11245116,-0.0056978916,-0.0023373496,-0.001864855,0.2372586,0.031029863
