A,B,C,D,E,F,G,H
0.56170815,0.040897936,0.60610884,0.04134415,0.7657213,0.10944915,0.67809737,0.709887
0.6453111,-0.028090201,0.6859404,0.047312558,0.7948327,0.12672344,0.58799815,0.70929515
0.7986866,-0.14629582,0.6394099,-0.13609543,0.64781916,0.0308875,0.6329894,0.5301584
0.57347745,0.045493662,0.78756297,-0.12643448,0.61603504,0.10238433,0.54622084,0.76524055
0.58908796,0.07393108,0.8029659,0.04945104,0.5155326,0.09323485,0.46884632,0.5449343
0.56567115,-0.09760769,0.6280479,0.022610903,0.616052,-0.101417884,0.7171356,0.5728622
0.48627526,-0.00855346,0.74328494,-0.020111263,0.5778208,-0.11235987,0.77487147,0.6343622
0.68059695,0.013875008,0.5752476,0.14129332,0.49193296,0.06911701,0.68074787,0.5373291
0.67025083,0.06463754,0.64740807,-0.09540257,0.8010754,-0.09838089,0.5529382,0.69098645
0.76378536,0.032913983,0.5888136,-0.00817278,0.66394234,-0.083006434,0.604713,0.7701218
0.6096193,-0.008200213,0.5649634,-0.025256202,0.56656635,-0.05973264,0.7495693,0.5386157
0.5028614,-0.039511874,0.7832416,-0.051886477,0.63724464,0.088122904,0.7336221,0.5642853
0.5616586,0.14183149,0.5387364,-0.05766154,0.50012505,0.04353164,0.667677,0.6751838
0.5519723,-0.03217469,0.7269725,0.052802667,0.6005328,-0.036353342,0.7463275,0.5352539
0.51445645,-0.06554684,0.6799652,-0.10305514,0.5661106,-0.12130078,0.60570276,0.5202459
0.81858695,0.070028156,0.62610424,-0.1311886,0.62003225,0.14660814,0.47904217,0.6279234
0.55333877,-0.021903932,0.49588138,-0.0056149364,0.4871945,-0.11254135,0.48510352,0.72085196
0.5681678,-0.1296094,0.6465397,-0.13063177,0.5562968,-0.031247042,0.61912966,0.65499425
0.49768174,-0.0979065,0.56208766,0.14575562,0.6339961,0.10480896,0.73542327,0.4950984
0.75512195,-0.12212443,0.5335374,-0.0678575,0.77263343,0.0894586,0.75815326,0.54161555
0.59056354,0.022571072,0.56906253,0.121049285,0.69089174,-0.01716803,0.5353504,0.63383603
0.7813152,-0.012575433,0.7373025,0.034237057,0.53861016,-0.052983858,0.6597411,0.59805536
0.5787993,0.052072868,0.8142225,-0.06052739,0.5330268,-0.14881162,0.7029406,0.6565327
0.795675,0.0807284,0.7446048,-0.13980392,0.6582638,0.098878905,0.6867027,0.7604065
0.55942,0.13933992,0.7401731,-0.058463596,0.6022666,-0.12441329,0.5264713,0.70721424
0.7232137,0.03042677,0.68740094,-0.06592922,0.6164324,0.13329273,0.6338172,0.76327133
0.6947992,-0.010643512,0.51178277,-0.10512382,0.737363,0.025105089,0.67270076,0.5805554
0.7360059,0.093387276,0.54924786,0.1088956,0.63351345,0.0075009763,0.63407844,0.5629611
0.74773973,-0.014407739,0.63922113,-0.09377673,0.7678814,-0.05352699,0.60607225,0.7993741
0.7582307,0.1069867,0.61058974,-0.011812896,0.56348014,-0.002488047,0.4869309,0.75798506
0.52387285,0.10770047,0.58187014,0.03110297,0.5682495,0.026315227,0.52994245,0.68568784
0.67143935,-0.14305079,0.59357184,-0.044296645,0.67103696,0.046183214,0.7805313,0.7409002
0.52412665,-0.046269894,0.52355367,-0.060628116,0.71038264,0.012315601,0.7215953,0.60277104
0.6151755,0.112321526,0.76502013,-0.03852453,0.6356341,0.14976224,0.68186283,0.5479772
