A,B,C,D,E,F,G,H
0.0015960439,3.0511274,3.0375946,3.047275,5.974506,-0.0046411273,-2.242881e-05,3.084357
-0.00093707105,3.1057172,3.0859692,3.0874407,6.077692,-0.0049947123,0.003299345,3.12593
0.0052817464,3.1335292,3.1389775,3.1248834,6.179086,0.0030896836,-0.00010586776,3.1698334
0.0006317063,3.1755092,3.1685128,3.169503,6.266478,0.008613512,0.00020728858,3.21493
-0.0018329062,3.2222123,3.2154179,3.2166162,6.345358,-0.0017723645,-0.00054123154,3.2459416
-0.0043559014,3.2515798,3.2580817,3.2501757,6.430828,0.0056320005,0.002396665,3.2825434
0.008788835,3.2820609,3.2882679,3.2868075,6.504323,0.008649438,-0.0012119632,3.3154457
-0.008443085,3.3357544,3.3175502,3.327845,6.5696144,-0.009509714,-0.0030167673,3.3536716
0.00043237797,3.359789,3.3380077,3.3456542,6.633038,0.0032955548,-0.012081241,3.390296
-0.004904003,3.371712,3.3931046,3.3929303,6.6736517,0.003910149,-0.002591561,3.4308019
-0.00161388,3.421351,3.4169939,3.426207,6.778826,0.0062521496,0.005921306,3.4587572
-0.0054284916,3.461197,3.4629676,3.4718807,6.8490763,-0.0057792263,-6.3948995e-05,3.4944139
0.0036565613,3.4932394,3.4960082,3.489013,6.928433,0.005317108,-0.008222622,3.5259783
0.002154445,3.5252862,3.5291233,3.5345612,6.983201,0.0008044231,-0.00045710176,3.5602965
0.0022539392,3.5601373,3.5423105,3.5519245,7.0488186,0.003953607,0.0056996904,3.5846364
-0.0044367034,3.5891716,3.5893893,3.5875773,7.1058807,0.0043966216,0.0041233525,3.6205726
0.0025657427,3.608037,3.616,3.6104646,7.1805325,0.0038563379,-0.00037161846,3.6438644
-0.005182874,3.6394913,3.652147,3.652172,7.2380757,0.009269382,0.0019392039,3.666888
0.001337439,3.665295,3.6682122,3.6710894,7.307063,0.0085676955,-0.0056739426,3.6890633
-0.008820843,3.6954436,3.6995988,3.7049453,7.3301473,0.0020659876,0.008661516,3.7208436
-0.002412671,3.719349,3.7147362,3.7097726,7.390102,-0.0013487703,-0.0008816476,3.743682
0.00012847783,3.725036,3.7560263,3.7333736,7.4227705,0.001257389,-0.00072521635,3.7684994
-0.004626698,3.7473767,3.7664952,3.7740026,7.483614,-0.0007200859,-0.0016248083,3.7928708
0.0025037238,3.7936864,3.7875507,3.796425,7.5230365,0.00067861297,-0.0013731323,3.8173146
-0.0016425992,3.8137562,3.8100407,3.8130312,7.5784435,-0.0045900987,0.0076823086,3.8418481
0.0058602574,3.8322039,3.8371906,3.832464,7.6346574,-0.004995001,0.0093555385,3.8622057
-0.002712824,3.8510299,3.869648,3.8566093,7.6906867,0.0002777606,-0.002349912,3.881398
0.00081083743,3.8829534,3.8946664,3.8831708,7.73015,0.0015990705,0.0016391615,3.9027793
-0.0019379652,3.913166,3.9024196,3.9041986,7.7785196,-0.006767452,-0.0010956178,3.9176705
0.0031392006,3.9120555,3.9248009,3.914859,7.8059254,0.0023881558,-0.0037246027,3.941244
-0.0037382063,3.9463232,3.9378288,3.935602,7.8434234,0.005296471,0.007907531,3.9610727
-0.000735609,3.9506807,3.9608629,3.9662206,7.8801775,0.0016201525,-0.0012501926,3.9824307
0.0013795347,3.9789062,3.9920888,3.9747174,7.917995,-0.0015982592,0.0022909683,4.0014524
0.0030807985,4.0005236,4.0013323,3.9892313,7.977719,0.0046757883,0.0007793899,4.0267344
0.0001285187,4.013522,4.023323,4.0275946,8.0012865,-0.0046173153,0.0031433697,4.0494933
-0.0073506427,4.0563693,4.047,4.0447383,8.053502,-0.0018535432,-0.003344915,4.0667577
0.0055464725,4.0606384,4.071529,4.076383,8.085663,0.002683494,0.0023760945,4.0830493
0.0017749008,4.100959,4.087941,4.0917287,8.133196,0.0047958395,-0.0004888196,4.0986238
0.0020104023,4.1081295,4.0878463,4.10955,8.174515,0.0066744774,-0.0062114242,4.1162333
0.0049832794,4.126204,4.1180153,4.119876,8.181036,-0.0073404866,0.006131659,4.1298075
0.0019783361,4.137894,4.1318684,4.1273737,8.246326,-0.004700996,0.0038983494,4.148835
-0.006805289,4.1517467,4.1523128,4.1387634,8.274455,0.004758167,0.0073845475,4.159758
-0.004777804,4.1488547,4.178167,4.1630898,8.310514,0.0007270607,0.00010095628,4.1828203
0.0011120518,4.166322,4.1786966,4.1803207,8.344172,-0.0025292465,0.010756259,4.200551
-0.0016638383,4.1955423,4.197845,4.2032413,8.369892,0.0038280617,0.0010604475,4.216156
0.002571736,4.2176266,4.226036,4.217295,8.395547,-0.0027268112,0.004538325,4.228865
0.00024809962,4.2372017,4.2382374,4.2367,8.442643,0.002838315,-0.0051505403,4.2447677
-0.0018981941,4.2517133,4.238294,4.246196,8.4677725,0.007660038,0.0042447257,4.264043
0.0035078372,4.251219,4.2461324,4.2759304,8.490856,0.005064649,0.0002521682,4.2822137
0.0015990708,4.293448,4.2781525,4.2832394,8.5106125,-0.009850046,0.0025033772,4.2970886
-0.0053492123,4.2975926,4.292446,4.283049,8.565838,-0.0010698759,0.00066605076,4.3170366
-0.010587897,4.2780657,4.3104672,4.314552,8.599218,-0.002701497,-0.002772177,4.3293986
-0.0014675972,4.3131437,4.3362374,4.326233,8.627366,-0.004553272,0.010709562,4.327092
-0.008073452,4.35128,4.3475666,4.346174,8.678233,0.0040512863,0.000507543,4.3501434
