A,B,C,D,E,F
0.008966766,-0.005532362,-0.0046416,-0.00853619,-0.004496632,0.007005169
-0.016121708,0.009499218,-0.02609266,0.0025083958,-0.0027498933,-0.006851267
-0.0071388176,-0.006580638,-0.008097663,-0.0016667383,-0.0019619819,0.0102535
-0.0014660091,0.006538107,-0.0025816017,-0.0117125455,-0.0030038261,-0.011475963
0.0030612238,-0.018446911,0.002136724,0.004347736,0.002515581,0.0031578075
-0.012579516,0.0032659115,-0.0016385027,0.0012780987,0.0028991604,-0.012006742
-0.002749233,-0.013140797,0.003832055,0.006670965,-0.0028403357,0.0066102785
0.0135453455,-0.0040493817,0.0011266137,-0.0058869338,-0.0016747556,-0.012154244
0.001545775,-0.010021275,0.0003425011,0.00025183975,-0.009127157,0.00932984
-0.0074996855,-0.0024333,0.006979377,-0.004007831,-0.0039000632,-0.019200923
-0.017976716,-0.018375445,-0.008809429,-0.004749423,-0.0033047507,0.0052018953
-0.0027010988,-2.8468203e-05,-0.0035303584,0.004641006,0.008086611,-0.014572021
-0.001067813,-0.016528545,0.0059895683,0.012466919,-0.0021023897,0.024826247
0.004702393,0.023685828,0.007363371,0.0030358054,0.004073369,-0.012347818
0.0039654616,-0.011029426,-0.0051731705,0.013511682,-0.0067998283,0.032386307
-0.0017039566,0.034001183,0.00999088,-0.012349741,-0.0041438253,-0.021178558
-0.00094661815,-0.015477784,-0.0011937511,-0.008161554,0.0042098225,0.0228594
0.00064319745,0.024183424,-0.008623209,0.0074550924,-0.00041705865,-0.02462414
0.007245465,-0.037182122,0.0036046044,0.0022718841,-0.0012678573,0.01999053
-0.00064136763,0.025261534,-0.0054325936,0.004086908,0.004171941,-0.032058682
-7.706741e-05,-0.029224731,-0.00010261219,0.008982632,-0.0065076137,0.019666424
0.0034231783,0.01981655,-0.00028547645,-0.009003317,-0.00061612617,-0.036525466
-0.010501241,-0.04306131,-0.007566084,-0.0030059516,-0.0047641476,0.019793527
-0.0028411217,0.015148325,0.005652712,-0.008845064,0.0032112189,-0.03960826
-0.0065235216,-0.029858887,-0.009892812,0.00066373707,-0.0047574365,0.009345726
0.0042688134,0.011100288,0.00839571,-0.006626589,0.0022416832,-0.04801755
-0.0043812557,-0.047986113,-0.0025986575,-0.005183554,0.0047089797,0.014049644
0.004402973,0.012256858,0.008601883,0.008260341,-0.004178084,-0.037608787
0.011141967,-0.033491343,-0.003302148,-0.0045080693,-0.009632483,0.010079311
-0.012636334,0.0074443687,0.0007510879,-0.017797243,-0.0024983876,-0.047457397
-0.0085037155,-0.04676939,-0.0044047637,0.008258215,0.0012886984,-0.0075124977
0.006014741,-0.014063038,0.00078288466,0.00062177243,-0.0061589824,-0.040852595
0.00032165932,-0.036256153,-0.010088402,-0.0084832,-0.0004974362,-0.017956428
0.0007001548,-0.018159058,-0.002244839,-0.006246945,-0.003440131,-0.04613236
0.0017366814,-0.041375805,0.0027235989,-0.0068940204,-0.0034045416,-0.018697567
-0.009061814,-0.027689207,-0.0033559918,0.008591602,0.00016622161,-0.049071487
-0.0026552272,-0.054276314,-0.014728943,0.0013319153,0.0024813276,-0.023380965
-0.0046575135,-0.015202886,-0.0012861526,0.0021022789,-0.002416792,-0.05068649
-0.000740187,-0.0459165,0.005608378,-0.00329891,-0.004946483,-0.030532073
0.003959256,-0.041045025,-0.00047393166,-0.0067293216,0.0019122411,-0.054993615
-0.009372569,-0.050026104,-0.00427537,0.009703169,0.0025872204,-0.015934657
0.008350719,-0.01841076,0.0053478996,0.005742976,0.004313636,-0.053811353
-0.00038909633,-0.050118968,-0.0034435906,0.012254834,-0.0040308097,-0.007086511
0.0041604354,-0.00058198906,0.006827861,-0.0014010302,-0.009097444,-0.05833257
-0.0006699986,-0.07015337,-0.002985953,-0.005962584,0.00500833,-0.019717036
-0.013125503,-0.021467034,-0.015533214,0.009753779,-0.0100508565,-0.048907798
0.0025115595,-0.04663396,0.010593001,-0.0072672265,0.004380794,-0.027378798
-0.009442037,-0.019840896,-0.014874674,0.007977853,-0.006355079,-0.04314255
0.01445418,-0.047433782,0.009282419,-0.016814783,-0.0053294036,-0.036769826
