A,B,C,D,E,F,G,H
-0.007879743,-0.007163067,0.6603033,0.65355045,0.49691212,0.0021638272,0.007206191,-0.012854154
-0.00040510244,-0.005705434,0.65737987,0.66724443,0.49798366,-0.0023291616,-0.0058812327,0.012575951
-0.0041265963,0.002638784,0.6585383,0.64942926,0.4909864,0.0014320884,-0.007807821,0.0012093806
0.004183718,-0.003852994,0.65977734,0.656316,0.50766456,-0.0013436859,0.0045442237,-0.0035118612
0.006536901,-0.0010675064,0.66479313,0.6544788,0.4935119,-0.0049443175,-0.005659061,0.0024162494
0.0008296415,0.002628335,0.6618824,0.65289325,0.5058385,-0.010156615,-0.002820902,-0.0023596843
-0.0089105265,-0.0022810623,0.6629957,0.6598512,0.5054312,-0.0016787265,-0.010116128,0.0041403915
-0.0025865303,-0.0008625655,0.6612121,0.6598679,0.5111974,0.011403434,0.007089034,0.0011221734
-0.0010989708,0.0003382901,0.64935017,0.6577752,0.49738857,-0.0010732419,-0.008416769,-0.005128628
-0.0017841227,-0.004928126,0.6597275,0.6592812,0.50431603,0.0032539743,0.0043418305,-0.0027192587
0.0002740076,0.008627212,0.6443785,0.66323775,0.5005474,-0.0042178095,0.0016567905,0.0014053871
-0.00074842013,0.0018600827,0.661831,0.66201967,0.50450593,0.005825739,-0.0050698714,-0.00094063196
0.007730544,-0.001204219,0.65361696,0.6641769,0.50051886,0.0007755057,0.0031721282,-0.0047301953
-0.0017191594,-0.008104912,0.67498136,0.6593449,0.4997651,-0.0007598811,-0.0016981136,0.0057506026
-0.004476099,0.0056233965,0.6630073,0.65428734,0.50074357,0.0006900132,0.0074046943,0.010355716
0.010580921,0.001481208,0.65567744,0.66646826,0.5004561,0.0036925026,-0.0030387302,-0.00973884
-0.004779162,-0.0019381528,0.6460557,0.6722428,0.4995074,0.0029222544,0.007156455,-0.0048594545
0.0060590506,0.0057259076,0.6556071,0.6559914,0.49683556,-0.011545208,0.0023025586,-0.005534387
6.5752276e-05,0.0043428703,0.6544321,0.6553524,0.50007516,-5.332145e-05,-0.0053714067,0.0027955486
-0.0020177646,0.00076719746,0.66087484,0.6522508,0.49474594,-0.0003394456,-0.005186247,-4.0110767e-06
-0.0017968438,-0.003674733,0.66066927,0.66011184,0.5035077,0.006055053,-0.0010988411,0.012902889
-0.00084576,-0.0074850484,0.6653457,0.6578826,0.5045023,0.004725573,0.0011227621,-0.005983312
0.0018820302,0.0029714939,0.66277367,0.655963,0.502177,-0.004522692,0.0010853395,0.0034471785
-0.0009497905,0.0074987677,0.6644961,0.6602437,0.49987715,0.0009125715,0.0028510776,-0.0002573451
-0.0029789703,-0.0010870323,0.6609209,0.65085256,0.50054425,-0.010382364,0.010322848,-0.00469559
-0.009702665,-0.0033240307,0.6697186,0.669203,0.49991992,0.001966737,0.0022899092,-0.0034408837
-0.0020018506,-0.00031723874,0.66051173,0.6548317,0.49176666,-0.0009149468,-0.004365404,0.0018264774
0.005397659,-0.00603436,0.65831035,0.6606456,0.5020846,0.0072916304,-0.0039273114,-0.00092894945
0.0116088195,-0.0016576294,0.6630724,0.6649495,0.5024217,-0.003177905,-0.00075427233,0.0024685352
0.0058993497,0.0012042522,0.660032,0.65999115,0.5002908,-0.0059700576,-0.0028640085,-0.002808072
0.0039973278,0.002458482,0.6536179,0.6532891,0.49050155,0.013051142,-0.00020902135,0.007522441
0.003169971,0.0044432166,0.6514589,0.6570186,0.4957475,-0.0021266944,-0.00093953445,0.0031678777
0.0032942502,0.0020833765,0.6592472,0.6575472,0.5117146,0.0068276,-0.0034635914,0.00066900393
-0.0009581163,-0.0008177807,0.6573279,0.6522668,0.5111204,-0.0022350254,0.004913744,-0.0029736103
0.003040291,0.00021015207,0.656845,0.6551191,0.4919488,0.0072597186,0.011137576,-0.00076492917
0.0088196285,-0.002188349,0.66387737,0.656211,0.50193936,-0.00057792926,-0.00084688765,-0.0031835514
-0.015567181,-0.015052074,0.64923084,0.6556232,0.49462888,0.00498192,-0.006539881,-0.0009274934
-0.0032269072,-0.0013202309,0.65930134,0.6613182,0.49910343,-0.00883732,-0.0027826633,0.003328398
-0.0056103403,-0.00806106,0.6431904,0.6548839,0.49386144,-0.0019021316,-0.005662491,0.008281248
-0.0018511781,0.011633835,0.6586957,0.6530007,0.50602424,0.0033819007,-0.0006214407,-0.0022245569
0.0006923152,-0.0052053225,0.6549658,0.6590246,0.49785477,-0.00095297076,-0.010720397,-0.0021251119
0.006776569,0.00035129706,0.6593137,0.66043335,0.50462914,0.0110945385,0.0075778654,0.0009766646
-0.0054047476,-0.0010996785,0.65870374,0.65636754,0.4969292,-0.0013692123,-0.006704213,-0.0012914594
0.009154718,0.006848743,0.65332335,0.66331005,0.5063671,-0.004840352,-0.012251528,-0.0066481796
0.0007296395,-0.0009867734,0.66160715,0.65913475,0.5050095,0.0028497514,0.004284568,0.0042026276
0.009227229,-0.002918627,0.65212625,0.64778084,0.508036,0.002523065,0.0054729837,-0.0025013525
-0.014268292,-0.0046845227,0.6569008,0.6607447,0.50298405,-0.005191018,0.0047280276,0.0011853072
0.0031844436,0.0015570439,0.6510319,0.6595886,0.49094057,-0.002700911,-0.0016762802,0.000943963
-0.0013564697,0.00062862714,0.657404,0.66296375,0.50280595,-0.0027529444,-0.005526035,0.0019254228
