A,B,C,D,E,F,G,H
0.06405802,-0.030713744,-0.19032378,0.57917327,-0.3078554,0.1175279,0.25176597,-0.19810507
0.14047116,-0.18772498,0.1542238,0.7243143,-0.12108913,-0.09288864,-0.37531692,0.19072022
-0.025728248,0.33952242,0.068207726,0.7721718,-0.13104266,-0.020917043,-0.05577226,-0.045589097
0.051308706,-0.016066842,0.15855968,0.81201434,0.021605171,-0.11450294,-0.31506047,0.08891125
-0.037343487,0.14486836,0.05728791,0.9052259,0.1114583,0.018412858,-0.15767898,-0.053025432
0.10421428,-0.04546512,0.15041336,0.79135746,0.22205192,0.065358296,-0.09974013,0.0027792975
-0.11251592,0.085289516,-0.1459557,0.831317,0.36766893,0.0038867742,-0.16051294,0.09108384
0.0617567,0.040735558,0.1916442,0.71364367,0.1476215,-0.10509311,-0.23945767,-0.03373991
0.14191836,0.081343934,-0.2243225,0.6551443,0.38695943,0.10911906,-0.0910119,-0.21106428
-0.13418478,-0.09471369,-0.06722061,0.60822797,0.5750946,0.0871494,-0.3027945,0.16273156
0.05245839,0.30736843,0.16966385,0.5767414,0.1916908,-0.090650335,-0.13556707,0.23927392
-0.1425666,0.17569152,-0.032308787,0.6057589,0.2747211,0.10133451,-0.3215819,-0.19907553
0.028126389,-0.07405971,-0.07142965,0.46166968,0.2707203,0.12014297,0.105162874,0.100558445
-0.109148405,-0.02681616,-0.050571427,0.5332805,0.08566944,0.14513773,-0.41015464,-0.02051489
0.10513657,-0.04050435,0.11120151,0.6213483,0.22433329,0.030335397,0.45628223,0.01444158
-0.05511024,0.15226877,-0.23628062,0.58337915,0.25069052,-0.066335574,-0.40156448,-0.15958719
0.040542915,-0.25835025,0.019126028,0.5836596,0.27141732,-0.10983838,0.36269644,-0.013823874
-0.09634295,0.12510926,-0.07092481,0.503976,0.13237773,-0.14890498,-0.5281888,0.08344499
-0.011064902,0.21942616,0.06380431,0.41575432,0.05751366,-0.14180303,0.12371067,0.16159387
0.072709516,0.24513699,-0.05086711,0.50183237,0.0132925585,-0.13302155,-0.46364787,-0.2051372
-0.068783164,-0.2976051,0.07076529,0.36203605,0.37132388,-0.07151723,0.27665174,-0.069510594
-0.08180153,-0.122937925,0.21631284,0.2157748,0.22372746,0.13058123,-0.6713642,0.18280081
-0.073099405,0.12016066,0.044351876,0.3073787,0.10283443,-0.14920884,0.34071195,-0.016695946
-0.05248987,-0.008665964,-0.07844798,0.22571215,0.35676256,-0.0030982792,-0.66960967,0.03632477
0.06843796,0.12616554,-0.1247185,0.08834404,0.35650814,-0.14280921,0.40513474,-0.17692062
-0.02912949,-0.16015,-0.1305376,0.020602018,0.4671098,0.13326675,-0.888306,0.05705113
-0.12166179,0.09136846,-0.0073742494,0.16577774,0.40908197,-0.05460929,0.29775494,-0.058984652
-0.046893224,0.070300534,-0.03720686,0.09160744,0.4009657,-0.14465417,-0.80630696,0.0048114657
-0.073648654,-0.07884456,-0.052576713,0.009028226,0.34422165,0.12878338,0.06056521,0.024934463
0.03067474,0.11148801,0.07516749,0.02642627,0.18749133,0.1436328,-0.7811567,-0.09006608
0.022703081,0.010478757,-0.13997656,0.108501464,0.3195458,-0.13162142,0.08256933,-0.038690172
0.09324919,-0.18585849,0.120525,0.19019912,0.3454771,-0.086789995,-0.9087475,0.11760886
-0.10307415,0.13374184,-0.090561956,0.17126995,0.50316614,-0.14609309,-0.023358963,-0.041625626
0.12999788,-0.087313086,0.24282007,0.12239869,0.5821223,-0.102872215,-0.8690766,0.021890499
0.13877317,-0.12647492,0.010644034,0.15877543,0.81204426,0.045720026,-0.27536103,-0.12594827
0.14396897,-0.057669863,0.20491984,0.21301386,0.9289981,-0.013381928,-0.67615336,0.26109964
-0.062429167,0.34760875,0.039301604,0.36003226,0.9206303,-0.041579194,-0.45698786,0.014676921
-0.018863872,-0.09513781,-0.0046449453,0.23806515,1.047268,-0.046676964,-0.5881798,0.02288679
-0.045556806,0.12385417,-0.09783991,0.15035191,1.0323385,-0.040051423,-0.50058925,0.06655719
0.07847075,0.21423677,0.051074177,0.24595675,0.96584535,0.024450034,-0.5438647,-0.03848636
-0.09166521,0.032301664,0.008147679,0.22967519,1.0849952,-0.07099813,-0.47296792,-0.17192146
0.1432198,-0.1813767,0.22309388,0.118161365,0.96881557,-0.109219015,-0.78302515,0.1414564
0.095875695,0.05018395,-0.19361843,0.24646907,0.8377694,0.108371645,-0.6392998,-0.16881554
-0.0033248812,-0.12827542,0.16080241,0.21111447,1.0911388,-0.1278597,-0.4274106,0.09389605
0.120774984,0.008764878,0.09628685,0.27382487,1.0385405,-0.09066729,-0.9356198,0.12975444
-0.017070904,0.18440416,0.07055198,0.1598039,1.2237191,-0.05007951,-0.31939763,0.04403746
0.01015088,0.105180025,0.07583273,0.24971499,1.4658262,0.012651429,-0.7121628,0.0331119
-0.018741742,0.077431306,-0.11200194,0.15547258,1.6642118,-0.05006624,-0.30797616,-0.13386565
0.03870298,-0.2681576,-0.12269059,0.27169463,1.8037047,0.018518403,-0.6954821,-0.015082739
0.026900262,-0.06650083,0.04954204,0.14869156,1.6746058,-0.13960217,-0.28600705,0.009279802
0.088185355,0.14899151,0.051992074,0.29286483,1.5835016,0.1439606,-0.97347945,0.15938087
0.14866197,0.29864907,0.16775736,0.41490534,1.7464983,-0.016988918,-0.014169127,0.0847632
-0.0881552,0.038939893,0.017044388,0.4277056,2.1160235,-0.1476496,-0.94773877,0.15128323
-0.11265418,0.0064932406,0.15278703,0.34356603,2.1797707,0.1453248,-0.0007569641,0.045247927
0.04430212,0.14977024,-0.005354829,0.4498084,2.3287492,0.03900054,-0.5592371,-0.120683156
-0.031819187,-0.17323872,-0.23320352,0.43070292,2.512559,-0.07763448,0.01970601,0.001470536
-0.14352137,-0.08270162,-0.046999604,0.30476767,2.4393454,-0.06101209,-0.6795962,-0.012564793
-0.023700625,-0.06417016,0.09558032,0.25285727,2.2567985,-0.061147965,-0.121857084,-0.11109844
0.08692439,-0.1565271,-0.014157176,0.2567445,2.2718675,-0.041482136,-0.84877145,-0.05912803
-0.023992196,0.057490453,-0.08161093,0.25968444,2.12648,-0.09970182,-0.1792313,-0.11459908
0.11802605,-0.0516717,0.13259603,0.31186214,2.091175,0.062182233,-1.0133817,-0.03010653
-0.14073342,0.019925669,-0.13645902,0.21140206,2.0885801,0.03472045,-0.14569783,0.11151062
0.0569987,0.1601152,-0.009966493,0.3297473,1.9006054,-0.0011651367,-0.8842232,0.13944359
-0.13695928,0.07772628,-0.22082263,0.37170383,2.1403332,0.1393379,0.010797739,-0.20057493
-0.0089791715,-0.07722494,0.030336022,0.31051844,2.0123255,0.037266776,-0.54200673,0.14962904
0.09807591,0.12313565,-0.12988646,0.4205945,1.8809344,0.09198189,-0.2793085,-0.07864842
0.0023341626,-0.094650805,0.03026563,0.31777948,2.263653,0.011007711,-0.28511792,-0.15662599
