A,B,C,D,E,F,G,H,I
0.6339533,0.3730247,-0.010907039,0.7672275,-0.027249925,0.056249768,0.6155936,-0.13843888,0.5446365
0.43269485,0.52016985,-0.008962259,0.786343,0.013466284,-0.038192317,0.42839646,-0.1458551,0.65217614
0.4241634,0.5819704,-0.044300474,0.60266197,0.04582061,0.11671665,0.4623707,0.022688955,0.7242428
0.586146,0.6385601,-0.015756756,0.5677712,-0.0973261,0.0049055815,0.6334225,0.13075662,0.6369872
0.4192385,0.3790937,-0.006829694,0.78251004,0.1259875,0.020930097,0.4219037,0.1282183,0.58151245
0.5144253,0.66102314,-0.04910846,0.6386993,0.10885054,0.07224718,0.38256347,-0.0022946,0.5227468
0.6215122,0.6330124,0.085307345,0.73491937,0.036274195,-0.0154239535,0.4007944,0.005457923,0.5575214
0.45701876,0.42280337,0.07671991,0.8113185,-0.09065093,0.14778307,0.55538785,-0.10022859,0.7030464
0.39211088,0.42859617,-0.06547739,0.7663597,0.012724459,0.06705335,0.6623857,-0.06491377,0.49815243
0.47442916,0.37378362,-0.07195929,0.75924635,0.112629026,0.009020537,0.58703285,-0.0077971965,0.71733856
0.6769647,0.4134796,-0.036622755,0.78453994,-0.11894768,-0.057798803,0.4862076,-0.1335113,0.6981033
0.35381857,0.3971973,0.02035448,0.7094776,0.0038264692,-0.10074004,0.36143145,0.023168817,0.57624996
0.43632844,0.5281253,-0.102051765,0.5748631,0.12585184,-0.0006721914,0.5091643,-0.083318144,0.61196554
0.65171546,0.4434631,-0.12558357,0.5274354,0.13073936,0.10002306,0.5092003,0.117045164,0.48871988
0.66172683,0.4739409,-0.018861026,0.6601835,0.10522905,-0.07939176,0.3827937,-0.116418555,0.651368
0.56188446,0.5036723,-0.14661637,0.55477977,-0.048458077,-0.11197685,0.5362318,-0.033242993,0.63045055
0.5478549,0.34012926,-0.067281306,0.61185575,-0.124054566,0.11435172,0.405502,0.046267584,0.6407471
0.5546678,0.32123345,-0.045739762,0.6861838,-0.07002494,-0.08243691,0.42170537,0.05592674,0.7557076
0.49966282,0.50357324,0.0409645,0.52629846,-0.04700791,-0.0012773424,0.50666547,0.047296256,0.5811533
0.40978053,0.5181105,-0.12993528,0.5277685,0.055121914,-0.07791959,0.5996424,0.011861876,0.75078917
0.5932974,0.4499516,-0.11234104,0.5452713,-0.0933861,-0.017601892,0.3826834,-0.07223406,0.5080536
0.43180892,0.32919315,0.08890514,0.57634497,-0.07463987,-0.06401219,0.5114627,-0.11446844,0.55822116
0.61814475,0.4679929,0.07523325,0.5178017,-0.07554594,0.12691328,0.6002375,-0.025192045,0.56119233
0.56591344,0.4328402,-0.07778317,0.4853736,-0.10281719,-0.047817104,0.6481278,0.12064242,0.65711904
0.37998492,0.58036643,-0.122976944,0.58977205,0.059983864,-0.05350049,0.57672846,-0.0104774535,0.5627564
0.6140392,0.49692488,0.10400993,0.5583086,0.084603444,-0.0098002255,0.36677206,-0.031104647,0.50684845
