A,B,C,D,E,F,G,H
0.736614,-0.0072728833,0.7425347,1.0060769,0.9956462,0.9943581,-0.0037564912,-0.002455297
0.737069,0.0030282727,0.7390743,1.0038764,0.9951957,0.99914986,-0.00037326175,0.008742678
0.74313146,0.004161419,0.74146986,0.9939912,1.0003045,1.0056839,0.0027466575,-0.00021594383
0.7370044,0.0007764407,0.73794395,0.99852294,1.0002943,0.99511534,-0.0019447396,0.00062313053
0.73287135,-0.0009719951,0.7303938,1.0074073,0.9996913,1.0013896,0.0040825154,-0.0026569387
0.74395645,0.0034323763,0.74352443,1.0086076,0.9973827,0.9885909,-0.00017416559,-0.0010658478
0.73694074,0.0077277045,0.7479007,0.99991107,0.9991695,1.0003054,0.00979243,-0.002103258
0.72827506,0.007881075,0.74331313,1.0123097,1.0003061,1.0005108,-0.0081474455,-0.0010739543
0.734349,0.00075158797,0.7498753,0.9998359,0.99217993,1.0013996,0.0067529604,0.001984851
0.7192604,0.0025051336,0.7475191,1.0129981,1.0044256,0.9913738,0.0033915704,-0.0016384483
0.73766255,-0.00075962103,0.73933786,1.0011396,0.9920783,1.00457,0.00038691988,-0.0030028196
0.7414163,-0.0021110526,0.75248927,0.99663883,1.0057226,0.99839556,0.002564871,0.0031427224
0.738808,-0.006630466,0.73493093,0.9991643,0.9935551,0.99539715,0.0055894777,9.410677e-05
0.74237317,0.00067884644,0.73992205,0.99239177,1.0061115,1.0031168,-0.0026441247,-0.0012646512
0.74077886,-0.0068455744,0.74453145,1.001057,0.9964305,1.0023961,0.009626173,-0.0017538881
0.7334931,0.0012492652,0.7361486,0.9979637,0.99837905,0.999824,0.00027058797,-0.005785887
0.74180484,-0.004084845,0.73702496,0.9994922,0.9948084,1.000852,0.0066885916,0.003563681
0.74486566,0.00104841,0.7429079,0.9961628,1.008309,1.003411,-0.00055116985,-0.0027728647
0.7380679,-0.0070409183,0.73322016,1.000815,1.00617,1.0070735,-0.00044892856,0.0007097272
0.74129117,-0.00469865,0.7310469,1.0002549,0.99679774,0.998922,0.00417857,-0.0009786533
0.7502817,0.0023518605,0.7352648,1.0004569,1.0044905,1.0099695,-0.0061598024,0.0023356061
0.7430472,0.007337952,0.73675716,1.0048152,1.0041333,0.9923714,-0.0008317321,-0.0032868867
0.7389534,-0.00494181,0.7276043,1.0020428,1.0080969,0.9963764,-0.00012675101,-0.0016634398
0.75142586,-0.006511476,0.73744404,0.9987732,0.9949292,0.99734193,-0.004938072,-0.008527473
0.7418447,-0.006230899,0.7378574,1.0019375,0.9946246,0.9895287,0.0022885208,-0.0030247187
0.73408306,0.003462347,0.7266787,0.9976171,0.9966581,1.0010248,-0.0008684813,-0.0013362857
0.7395802,-0.0007454702,0.73756313,0.9974891,1.0048376,0.9994317,0.004025911,-0.004804002
0.74171495,-0.0062162676,0.7394714,0.99477214,0.99999964,1.0054142,-0.0007954945,-0.003076955
0.7440283,0.002999269,0.7362867,0.99285495,1.0028929,0.9963729,-0.0022898465,-0.008189301
0.74173594,-0.00015593648,0.7334284,1.0109364,1.0057658,0.99382687,0.0015526984,9.511644e-05
0.7356558,-0.008405632,0.73372763,0.99854016,1.0003692,0.9977648,0.0050482224,0.005918324
0.74206847,-0.008350117,0.7379836,0.99590206,0.9931855,1.0017437,0.00325982,-0.004526651
0.7446675,0.00038643446,0.74504733,0.99856603,1.0084428,1.0025387,-0.0008488457,-0.0024921687
0.7327574,0.00051915826,0.7412691,0.9996739,1.0053701,0.99901116,-0.0065222587,-0.0015252383
