A,B,C,D,E,F,G
0.44491178,0.40035528,0.3905346,0.36283362,0.3914882,0.36951235,0.44646788
0.30223808,0.3946251,0.37402096,0.36789057,0.39068624,0.3693046,0.45069918
0.47233197,0.39285585,0.39999932,0.3724805,0.3931083,0.36906195,0.46483174
0.45645857,0.40496156,0.43709624,0.37056115,0.39025232,0.36896408,0.48118764
0.5156524,0.4021959,0.36098373,0.36788684,0.38607445,0.36858842,0.49567553
0.40692675,0.39169905,0.36965466,0.37970465,0.39476472,0.36407605,0.48982066
0.3995513,0.3943664,0.2983873,0.37538752,0.3893534,0.3672677,0.46358824
0.3245159,0.39470318,0.3440985,0.37320152,0.3952157,0.36859265,0.44088978
0.41552496,0.3891425,0.34519774,0.36671755,0.39028975,0.3737606,0.45980644
0.38914657,0.39041296,0.37140617,0.35922217,0.40502182,0.37243077,0.49634907
0.40667045,0.38851896,0.37544915,0.3696803,0.39180154,0.37312734,0.5095255
0.40744516,0.3823945,0.3890626,0.36482444,0.39412323,0.3739803,0.50435287
0.43148258,0.3881227,0.3367056,0.36443806,0.3928094,0.3653864,0.5351198
0.33877134,0.39163592,0.35357398,0.364545,0.38828802,0.36609972,0.5486515
0.3905209,0.39544392,0.35320923,0.35987636,0.38605812,0.36716062,0.51752496
0.43432775,0.40414882,0.38544202,0.36893618,0.38817585,0.369143,0.53583986
0.44775972,0.37421185,0.27025673,0.3707371,0.3855575,0.37140742,0.5504214
0.32620004,0.37290138,0.23297176,0.36536556,0.42035756,0.37192497,0.55536306
0.34607562,0.37886754,0.18727183,0.3701209,0.41743547,0.3724433,0.5406425
0.25591713,0.3679992,0.20552547,0.365812,0.41631773,0.37440675,0.54747283
0.2864571,0.37986395,0.24770217,0.36671486,0.41289705,0.3751602,0.5360667
0.30294064,0.38825956,0.27873245,0.36941355,0.40690947,0.37348887,0.5435072
0.31545812,0.3894067,0.2517636,0.36308944,0.40844005,0.3713673,0.5522738
0.30092102,0.3891291,0.28516117,0.3720566,0.4016354,0.371133,0.5684978
0.35363156,0.38477165,0.29470214,0.3627281,0.39753273,0.36968917,0.5798261
0.3679862,0.38808408,0.35794607,0.3662391,0.42625007,0.36943826,0.57191885
0.3672754,0.39175186,0.352494,0.3672976,0.409773,0.3716306,0.56290555
0.41959774,0.3925385,0.4634764,0.37121582,0.4050915,0.3738197,0.5708716
0.50251347,0.38750812,0.47357512,0.36855415,0.38288808,0.37213907,0.59846926
0.5213749,0.38845792,0.53891456,0.36243454,0.37973037,0.37025782,0.6025033
0.48929095,0.38061053,0.51479787,0.3640338,0.38466614,0.3743502,0.594606
0.5846106,0.38449195,0.50144976,0.3625784,0.38699016,0.37339813,0.60900617
0.46068242,0.38149977,0.4924079,0.37151763,0.38946143,0.37058794,0.61146814
0.4579058,0.3843416,0.41186076,0.373374,0.39318797,0.37011775,0.61303335
0.468113,0.38188234,0.4507379,0.36309698,0.3984736,0.3718147,0.60227346
0.51256245,0.37756258,0.4574934,0.37670258,0.39219946,0.3696729,0.60468984
0.47998795,0.38967684,0.33494043,0.3703362,0.39291182,0.3674083,0.6120244
0.37054306,0.394984,0.31024277,0.38002735,0.39412436,0.36695227,0.6103376
0.34557965,0.3934825,0.34577975,0.3803237,0.3894262,0.36641878,0.62308705
0.42691812,0.40299684,0.3416153,0.38753414,0.38741758,0.36656117,0.62381774
0.33080715,0.41343173,0.3719979,0.38857102,0.38446254,0.3694555,0.6346803
0.4342642,0.40174198,0.32846498,0.38826194,0.3815593,0.37087795,0.6441136
0.29693124,0.4083131,0.35908255,0.38506356,0.38367763,0.370337,0.64832664
0.41351077,0.42722157,0.3763328,0.37378892,0.38480255,0.36984247,0.67430764
0.43927938,0.41902354,0.37903836,0.37874612,0.39699146,0.3673065,0.6854215
0.45673332,0.40226778,0.3825391,0.3799942,0.3920167,0.3687249,0.7000966
0.45563114,0.39935726,0.42009792,0.38130382,0.3940731,0.36763862,0.6924169
0.44486725,0.39614883,0.41192815,0.3774921,0.3903059,0.3669377,0.6822205
0.43547964,0.3963704,0.4210361,0.38503784,0.39124897,0.36653814,0.6860677
0.5231948,0.39868087,0.4159059,0.37798905,0.38470155,0.36814404,0.687126
0.4015134,0.40336746,0.33418748,0.37609467,0.3849655,0.3658405,0.698035
0.4166605,0.40510756,0.2665344,0.3913757,0.38435215,0.3673559,0.7015829
0.31149796,0.42515042,0.23698336,0.4002648,0.3818336,0.3675887,0.70113814
0.30227414,0.4246816,0.25090814,0.40544388,0.38434803,0.3670096,0.69618845
0.25194615,0.4265853,0.2732197,0.39905128,0.3844457,0.36655447,0.6990941
0.32135296,0.40842372,0.32943562,0.39476913,0.38228813,0.36622772,0.72361803
0.39340767,0.40760845,0.3829923,0.38902602,0.37504837,0.36884633,0.7427426
0.44118646,0.40675178,0.39919752,0.3785108,0.38265005,0.3706374,0.74389607
0.39161864,0.39974383,0.40672392,0.3836809,0.38555166,0.3672862,0.74324447
0.4813848,0.40043962,0.40071177,0.38366213,0.39000702,0.3677386,0.7445077
0.4552408,0.40070865,0.4066309,0.37880796,0.3877809,0.36718464,0.7394222
0.48044068,0.3928673,0.40666172,0.37652677,0.38676876,0.36788118,0.7321764
0.46832997,0.39781117,0.42583722,0.38239786,0.38345572,0.3679858,0.71402776
0.45834747,0.39877862,0.44556475,0.39392784,0.37902075,0.36913556,0.71883136
0.5089753,0.41264743,0.522692,0.3888241,0.38238508,0.3702074,0.71404314
0.5092121,0.40027377,0.4990376,0.38972634,0.38393697,0.36982676,0.6865696
